origin_hangle,changed_hangle,first_translate,second_translate,reason,label
67,67.,67,"You're always lying, my lady.",,nan
"갑자기 해고라니, 하루아침에 어디로 가란 말이야?","갑자기 해고라니, 하루아침에 어디로 가란 말이야?",how could they fire us? where are we supposed to go?,They suddenly fired me—where am I supposed to go overnight?,"[1차 한글 번역문]은 ""그들이 우리를 해고하다니, 우리는 어디로 가야 한단 말인가?""로 해석되며, 이는 [한글 대화] ""갑자기 해고라니, 하루아침에 어디로 가란 말이야?""와 의미는 유사하지만, ""갑자기"", ""하루아침에""라는 시간적 강조가 빠져 있어 정보의 양이 다릅니다. 따라서 새로 번역해야 합니다. 주어는 문맥상 해고당한 인물이며, 1인칭 단수로 추정됩니다.",how could they fire us? where are we supposed to go?
"트집도 정도껏이지, 완전히 미친 여자야!","트집도 정도껏이지, 완전히 미친 여자야!",she's completely insane!,She's nitpicking beyond reason—she's completely insane!,"[한글 대화]는 ""트집도 정도껏이지, 완전히 미친 여자야!""로, 단순히 ""완전히 미친 여자야!""가 아니라, ""트집도 정도껏이지""라는 불만과 비난의 문장이 앞에 추가되어 있다. 이는 단순한 비난이 아니라, 상대가 부당하게 트집을 잡는다는 맥락이 포함되어 있어 정보의 양이 더 많다. 따라서 [1차 영어 번역문]은 정보가 누락되어 있으며, 새로 번역해야 한다. 주어는 문맥상 앞서 해고된 인물로 보이며, 그녀를 지칭하는 것으로 판단된다.",she's completely lost her mind!
덜컹,덜컹,clatter,clatter,,clatter
덜컹,덜컹,clatter,clatter,,clatter
"하, 그렇게 사치를 부리더니 돈이 다 떨어진 모양이지!","하, 그렇게 사치를 부리더니 돈이 다 떨어진 모양이지!","ha, she must have run out of money after living so extravagantly!","Ha, she spent so lavishly that she ran out of money!","[한글 대화]는 '그렇게 사치를 부리더니 돈이 다 떨어진 모양이지!'로, 주어는 명시되어 있지 않지만 문맥상 특정 인물을 비난하는 말투이며, 능동적으로 사치를 부린 결과 돈이 떨어졌다는 의미다. [1차 영어 번역문]은 ""she must have run out of money after living so extravagantly!""로, 수동태는 아니지만, 'she must have run out of money'는 '돈이 떨어졌다'는 결과에 초점을 맞추고 있어, 원문의 '사치를 부리다'라는 행위에 대한 강조가 약하다. 따라서 정보의 양이 다르다고 판단되며, 원문의 능동적인 행위를 강조하는 방향으로 다시 번역해야 한다.","ha, she must have spent all her money on luxury items!"
아쉬워할 거 없어!,아쉬워할 거 없어!,there's nothing to be sorry about!,There's nothing to regret!,"[1차 영어 번역문]의 ""there's nothing to be sorry about!""은 '미안해할 필요 없어'라는 의미로, [한글 대화] '아쉬워할 거 없어!'와는 의미가 다릅니다. '아쉬워할 거 없어!'는 어떤 것을 잃거나 떠나보내는 상황에서 미련이나 아쉬움을 가질 필요 없다는 의미입니다. 따라서 의미가 일치하지 않으므로, [한글 대화]를 기반으로 능동태로 다시 번역해야 합니다.",it's nothing to be sad about!
가라앉는 배에서는 얼른 내려야지!,가라앉는 배에서는 얼른 내려야지!,we should get off the sinking ship!,We should get off the sinking ship quickly!,,we should leave this sinking ship now!
저 혼자 살겠다고 전부 내치다니..,저 혼자 살겠다고 전부 내치다니.,i can't believe she kicked us out to save herself.,She cast everyone out just to save herself.,"[1차 한글 번역문]은 ""그녀가 우리를 쫓아냈다""는 수동적인 표현이며, [한글 대화]는 ""저 혼자 살겠다고 전부 내치다니""로 능동적인 의도를 강조하고 있음. 또한 ""저 혼자 살겠다고""라는 동기와 ""전부 내치다니""라는 행동이 모두 포함되어야 하므로, 정보의 양도 다름. 따라서 능동태로 의미를 살려 새로 번역해야 함.",i can't believe she kicked us all out to save herself.
"에라이, 퉷!","에라이, 퉷!",pfft!,pfft!,,pfft!
공작저의 운명도 다 끝났어!,공작저의 운명도 다 끝났어!,the end is near for house winter!,The fate of House Winter has come to an end!,"[한글 대화]는 ""공작저의 운명도 다 끝났어!""로, 이는 'The fate of the duke's house is also over!' 정도로 해석된다. 반면 [1차 영어 번역문]은 ""the end is near for house winter!""로, '끝이 가까워졌다'는 의미로 아직 끝나지 않았음을 암시한다. 이는 [한글 대화]의 '끝났다'는 표현과 의미가 다르며, 시제와 확정성에서 차이가 있다. 따라서 의미가 일치하지 않으므로 새로 번역해야 한다. 주어는 'The fate of House Winter'로 설정하고, 능동태로 표현한다.",the end is near for house winter!
말도 없이 갑자기..,말도 없이 갑자기.,without any notice...,without any notice...,,she didn't even tell us why...
술렁술렁,술렁술렁,clamor,clamor,,clamor
뭔가 큰일이 벌어지려는 건 아니겠지?,뭔가 큰일이 벌어지려는 건 아니겠지?,is something big about to happen?,Could it be that something big is about to happen?,"원문의 [한글 대화]는 ""뭔가 큰일이 벌어지려는 건 아니겠지?""로, 이는 '무언가 큰일이 일어나려는 것은 아닐까?'라는 우려를 담은 의문문이다. 1차 영어 번역문 ""is something big about to happen?""은 주어가 없고 소문자로 시작하며, 문법적으로도 완전하지 않다. 또한 원문의 뉘앙스인 '우려'나 '걱정'이 반영되지 않았다. 따라서 주어를 명시하고, 우려의 뉘앙스를 담아 다시 번역해야 한다.",is something bad going to happen?
휘이이,휘이이,fwooosh,fwooosh,,fwoosh
....,....,......,......,,...
윈터 공작이 사용인들을 전부 내보냈다고?,윈터 공작이 사용인들을 전부 내보냈다고?,duchess winter fired all the servants?,Did Duke Winter fire all the servants?,"‘윈터 공작’은 남성이므로 ‘duchess’(여공작)가 아니라 ‘duke’(남공작)로 번역해야 하며, 원문은 의문문이지만 1차 번역은 평서문처럼 보입니다. 또한 원문의 주어는 ‘윈터 공작’이고, 이를 영어로 번역할 때는 ‘Did Duke Winter fire all the servants?’처럼 능동태로 표현해야 합니다.",duchess winter fired all her servants?
팔락,팔락,flip,flip,,flip
"은밀하게, 하루아침에?","은밀하게, 하루아침에?",secretly and overnight?,Did it happen secretly and overnight?,"원문 ""은밀하게, 하루아침에?""는 두 개의 부사구로 구성된 의문문이며, '그 일이 은밀하게 그리고 하루아침에 일어났느냐'는 의미를 담고 있다. 1차 영어 번역문 ""secretly and overnight?""는 문법적으로는 맞지만, 주어와 동사가 없는 불완전한 문장이다. 의문문이므로 주어와 동사를 포함해 문장을 완성해야 한다.",in secret and overnight?
흠,흠.,hmm.,hmm.,,hmm...
"..이상하군, 무슨 수작이지?","이상하군, 무슨 수작이지?",how strange. what is she up to?,how strange. what is she up to?,"원문 ""이상하군, 무슨 수작이지?""는 화자가 어떤 상황에 의심을 품고 있으며, 누군가의 의도를 추측하는 말이다. 1차 영어 번역문 ""how strange. what is she up to?""는 '이상하군'을 ""how strange""로, '무슨 수작이지?'를 ""what is she up to?""로 번역했는데, 여기서 'she'라는 주어가 추가되어 있다. 하지만 [한국어 대화문] 전체 맥락을 보면, 이 말은 특정 여성(부인)을 지칭하는 것이므로 'she'로 번역한 것은 문맥상 타당하다. 따라서 정보의 양은 같고 의미도 일치한다. 또한 수동태가 아니므로 그대로 사용 가능하다.",...how strange. what is she up to?
...,...,......,......,,...
"즉시 움직여서 해고된 사용인들을 찾고, 공작에 대해 캐물어.","즉시 움직여서 해고된 사용인들을 찾고, 공작에 대해 캐물어.",find the servants who were fired and ask about the duchess.,"Move immediately, find the dismissed servants, and question them about the duke.","원문 ""즉시 움직여서 해고된 사용인들을 찾고, 공작에 대해 캐물어.""는 두 가지 명령을 포함하고 있다: 1) 즉시 움직여서 해고된 사용인들을 찾고, 2) 공작에 대해 캐물어. 그런데 [1차 영어 번역문]은 ""find the servants who were fired and ask about the duchess.""로 번역되어 있는데, 여기서 '즉시 움직여서'라는 시간적 긴급성 표현이 누락되었고, '공작'이 '공작부인(duchess)'으로 잘못 번역되었다. 문맥상 '공작'은 남성인 'duke'를 의미한다. 따라서 정보의 양이 다르고 의미도 일치하지 않으므로 새로 번역해야 한다.",seek out the servant and uncover what you can about the duchness.
"돈을 쓰든, 협박을 하든 방법을 가리지 말고.","돈을 쓰든, 협박을 하든 방법을 가리지 말고.",use money or threats. do whatever it takes.,Use money or threats—do whatever it takes.,"[1차 한글 번역문]은 명령문이 아니라 단순한 나열로 번역되어 원문의 명령조 뉘앙스를 살리지 못했고, 주어도 생략되어 있어 문법적으로도 부자연스럽다. 따라서 [한글 대화]를 능동태 명령문으로 재번역해야 한다.",use money or intimidation--whatever proves most effective.
예.,예.,"yes, your highness.","yes, your highness.","문맥상 이 대사는 '왕자님께서는 늘 어리석은 선택을 하시고 말입니다.'라는 말에 대한 대답으로 보이며, 상대방이 왕자이므로 'your highness'라는 존칭은 적절하다. '예'는 'yes'로 번역 가능하고, 공손한 표현이 필요하므로 'yes, your highness.'는 적절한 번역이다.","yes, your highness."
"내막을 아는 자가 한둘쯤은 있을 거야,",내막을 아는 자가 한둘쯤은 있을 거야.,"there will be someone who knows the truth,",There are probably one or two people who know the truth.,"[1차 한글 번역문]은 '내막을 아는 자가 한둘쯤은 있을 거야'를 '진실을 아는 사람이 있을 것이다'로 번역했지만, '한둘쯤은'이라는 표현이 빠져 있어 정보의 양이 다릅니다. 따라서 다시 번역해야 합니다. 주어는 'There are probably one or two people who know the truth'와 같이 명확히 표현해야 합니다.",there should at least be a couple of people who know the truth...
특히 가장 오래 일했던 자일수록..,특히 가장 오래 일했던 자일수록.,especially those who have worked there the longest.,Especially the ones who have worked there the longest.,,especially those who worked there the longest.
"자, 빨리 움직여.","자, 빨리 움직여.","now, get moving.","Now, move quickly.",,"now, go quickly."
그 망할 여우가 꽁무늬를 빼기 전에.,그 망할 여우가 꽁무늬를 빼기 전에.,before that damn fox runs away.,before that damn fox slips away.,"[한글 대화]는 ""그 망할 여우가 꽁무늬를 빼기 전에.""로, 이는 '그 여우가 도망치기 전에'라는 의미의 관용 표현이다. [1차 영어 번역문] ""before that damn fox runs away.""는 의미는 대체로 일치하지만, ""runs away""는 단순히 도망간다는 의미이고, ""꽁무늬를 빼다""는 좀 더 은밀하고 교활하게 빠져나간다는 뉘앙스를 포함한다. 따라서 원문의 뉘앙스를 더 잘 살리기 위해 ""slips away"" 같은 표현이 적절하다.",before that damn fox gets away.
휘이이,휘이이,fwooosh,fwooosh,,fwoosh
휘이이,휘이이,fwooosh,fwooosh,,fwoosh
부인.,부인.,your grace.,your grace.,"‘부인’은 문맥상 귀족 여성에게 예를 갖춰 부르는 호칭으로, 영어에서는 ‘Your Grace’가 적절한 번역이다. 이는 공작부인(duchess)에게 쓰이는 경칭이며, 문맥상 대상이 윈터 공작부인이므로 적절하다.",madam.
신변을 정리하시는 겁니까?,신변을 정리하시는 겁니까?,are you getting your affairs in order?,"Are you getting your affairs in order, ma'am?",,are you arranging your affairs?
끼익,끼익,creak,creak,,creak
떠나시려는 건가요?,떠나시려는 건가요?,are you planning to leave?,Are you planning to leave?,,are you planning to leave?
제게 기별도 않고?,제게 기별도 않고?,without telling me?,Did you leave without even informing me?,"[한글 대화]는 ""제게 기별도 않고?""로, 이는 ""왜 나에게 아무 말도 없이?"" 또는 ""왜 나에게 알리지 않고?""라는 의미의 의문문이다. [1차 영어 번역문] ""without telling me?""는 문법적으로 완전한 문장이 아니며, 주어가 생략되어 있고, 의문문 형식도 아니다. 따라서 정보의 양이 부족하고 문법적으로도 부적절하므로, 주어와 동사를 포함한 완전한 문장으로 능동태로 다시 번역해야 한다.",without telling me?
뚜벅,뚜벅,step,step,,step
..역시 제 사용인들 중에 사람을 심어놓으셨군요.,역시 제 사용인들 중에 사람을 심어놓으셨군요.,so you did plant someone among my servants.,So you planted someone among my servants after all.,,i knew it... you planted a spy among my servants.
부인께서는 늘 감추시는 게 많으니까요.,부인께서는 늘 감추시는 게 많으니까요.,you always have so many secrets.,"Because you always hide so many things, Madam.","[1차 영어 번역문] ""you always have so many secrets.""를 한글로 번역하면 ""당신은 항상 많은 비밀을 가지고 있다.""입니다. 이는 [한글 대화] ""부인께서는 늘 감추시는 게 많으니까요.""와 의미는 유사하지만, 원문에는 '감춘다'는 능동적인 행위가 강조되어 있고, '부인께서는'이라는 존칭 표현이 포함되어 있습니다. 또한 '감추시는 게 많다'는 표현은 단순히 '비밀이 많다'는 것보다 더 적극적인 숨김의 의도가 느껴지므로, 정보의 양과 뉘앙스가 다릅니다. 따라서 존칭과 능동적 표현을 반영하여 다시 번역해야 합니다.",you always shrouded in secrets.
이렇게 불쑥 드나드는 건 좋은 그림이 아닙니다.,이렇게 불쑥 드나드는 건 좋은 그림이 아닙니다.,it's not a good look to come and go like this.,It is not appropriate for you to come and go so abruptly like this.,"원문 ""이렇게 불쑥 드나드는 건 좋은 그림이 아닙니다""는 누군가가 허락 없이 갑자기 들락날락하는 행동을 비판하는 말이다. ""좋은 그림이 아니다""는 표현은 '보기 좋지 않다', '바람직하지 않다'는 의미로 해석된다. 1차 영어 번역문 ""it's not a good look to come and go like this.""는 의미는 유사하지만, 주어가 생략되어 있고, 문체가 다소 구어체이며 캐주얼하다. 원문의 문맥은 공손하고 격식 있는 대화 상황이므로, 이를 반영해 더 격식 있는 표현과 명확한 주어를 포함한 문장으로 수정해야 한다.",coming and going like this doesn't paint a good picture.
"수도 없이 경고했는데, 정말 가르치는 보람이 없군요.","수도 없이 경고했는데, 정말 가르치는 보람이 없군요.",i warned you countless times. there's no point in teaching you.,I warned you countless times. It's really disappointing that all my efforts to teach you were in vain.,"원문 ""정말 가르치는 보람이 없군요""는 '가르치는 것이 보람이 없다'는 의미로, 'there's no point in teaching you'는 의미가 유사하지만 다소 직역적이지 않고, 'no point'는 다소 냉소적인 어감이 강함. 원문의 어조는 실망과 체념에 가까우므로, 이를 반영해 더 자연스럽고 원문에 가까운 번역이 필요함.","i've warned you time and again, yet it seems my lessons were insufficient."
..어디로 가시려는 겁니까?,어디로 가시려는 겁니까?,where are you going?,"Where do you intend to go, ma'am?","원문의 ""어디로 가시려는 겁니까?""는 존댓말이며, ""가시려는""은 의도를 묻는 표현이다. 1차 영어 번역문 ""where are you going?""은 평범한 현재 진행형 질문으로, 존댓말의 공손함과 의도를 묻는 뉘앙스를 담지 못했다. 따라서 공손함과 의도를 반영한 능동태 문장으로 다시 번역해야 한다.",...where are you going?
전 아무 데도 가지 않습니다.,전 아무 데도 가지 않습니다.,i'm not going anywhere.,I'm not going anywhere.,,i'm not going anywhere.
그렇다면 왜 사용인들을 전부 내보내셨죠?,그렇다면 왜 사용인들을 전부 내보내셨죠?,then why did you fire all the servants?,Then why did you fire all the servants?,"[한글 대화]는 ""왜 사용인들을 전부 내보내셨죠?""로, 이는 능동태이며 주어는 생략되어 있지만 문맥상 질문하는 인물(조슈아)입니다. [1차 영어 번역문]은 ""then why did you fire all the servants?""로, 이를 한글로 번역하면 ""그렇다면 왜 당신은 모든 하인들을 해고했습니까?""입니다. 이는 [한글 대화]와 의미와 정보량이 같고, 능동태이므로 그대로 사용해도 됩니다.",then why did you fire all the servants?
이제 필요 없으니까..,이제 필요 없으니까.,because i don't need them anymore.,Because I don't need them anymore.,,because i don't need them anymore.
후우,후우,haa...,haa...,,haa...
더는 이용 가치가 없어요.,더는 이용 가치가 없어요.,they're no longer useful.,I don't need to use them anymore.,"원문 ""더는 이용 가치가 없어요.""는 수동적인 표현이지만, 능동태로 바꾸면 ""나는 그들을 더 이상 이용하지 않는다""가 됩니다. 따라서 수동태인 1차 영어 번역문은 무시하고, 능동태로 다시 번역해야 합니다. 주어는 문맥상 '부인'이므로 'I'로 설정합니다.",they're no longer of any use.
...,...,......,......,,...
또각또각,또각또각,click,click,,click click
부인께서는 항상 거짓말만 하시는군요.,부인께서는 항상 거짓말만 하시는군요.,you always lie.,"You always tell lies, my lady.","원문의 ""부인께서는""은 존칭 표현이며, ""항상 거짓말만 하시는군요""는 정중하면서도 비판적인 어조입니다. 1차 영어 번역문 ""you always lie.""는 존칭이 없고, 어조가 너무 직설적이며 무례하게 들릴 수 있어 원문의 뉘앙스를 제대로 반영하지 못합니다. 따라서 존칭과 정중한 비판의 어조를 살려 다시 번역해야 합니다.","you spin another lie at evey opportunity, madam."
왕자님께서는 늘 어리석은 선택을 하시고 말입니다.,왕자님께서는 늘 어리석은 선택을 하시고 말입니다.,and you always make foolish decisions.,and you always make foolish decisions.,"원문의 주어는 '왕자님'으로 존칭이 포함되어 있으며, 이는 'you'로 번역되었지만 문맥상 '왕자님'이 'you'로 지칭된 것이 맞는지 확인이 필요하다. 앞서 대화에서 상대방을 '조슈아'라고 부르며 직접 대화하고 있는 것으로 보아, '왕자님'은 청자(you)를 지칭하는 것이 맞다. 따라서 주어는 일치하며, 의미도 '늘 어리석은 선택을 한다'는 점에서 동일하다. 정보의 양도 같고, 수동태가 아닌 능동태이므로 1차 번역문을 그대로 사용할 수 있다.","and you always make foolish decisions, your highness."
피식,피식,smirk,smirk,,smirk
한쪽 눈만으로는 교훈이 충분치 못했나 봅니다?,한쪽 눈만으로는 교훈이 충분치 못했나 봅니다?,didn't you learn your lesson the first time?,"It seems losing one eye wasn't enough of a lesson for you, was it?","[1차 영어 번역문]을 한글로 번역하면 ""처음에 교훈을 얻지 못했니?"" 정도로 해석되며, 이는 [한글 대화] ""한쪽 눈만으로는 교훈이 충분치 못했나 봅니다?""와 의미가 다릅니다. 원문은 '한쪽 눈만으로는'이라는 구체적인 신체적 피해를 언급하며, 그 피해가 교훈으로 충분하지 않았다는 점을 강조하고 있습니다. 반면 1차 번역은 이 구체적인 정보가 누락되어 정보의 양이 다릅니다. 따라서 [한글 대화]를 기반으로 능동태로 다시 번역해야 합니다. 주어는 상대방이므로 ""you""를 사용합니다.",did the loss of your eye teach you nothing?
이전에 했던 말씀은 뭡니까?,이전에 했던 말씀은 뭡니까?,what about what you said before?,What did you mean by what you said earlier?,"[1차 한글 번역문]은 ""전에 했던 말씀은 뭡니까?""를 ""전에 말한 건 뭐야?"" 정도로 번역한 것으로 보이지만, 원문의 정중한 어투와 '말씀'이라는 표현의 높임말이 반영되지 않았고, 주어도 생략되어 있어 정보의 양이 부족합니다. 따라서 정중한 어투와 주어를 포함해 능동태로 다시 번역해야 합니다.",what about what you said before?
대령과 결탁하라고 하시지 않았습니까.,대령과 결탁하라고 하시지 않았습니까?,you told me to join forces with the colonel.,Didn't you tell me to conspire with the colonel?,"[한글 대화]는 존댓말을 사용하고 있으며, ""결탁하라""는 표현은 단순히 ""힘을 합치다""보다 부정적인 뉘앙스를 담고 있다. 또한, ""하시지 않았습니까?""는 정중한 반문형 의문문으로, 1차 번역문에서는 이 정중함과 의문형이 반영되지 않았다. 따라서 의미와 어조를 살려 능동태로 다시 번역해야 한다.",you told me to join forces with the colonel.
아아.. 그거 말이죠..,아아. 그거 말이죠.,"oh, that?","Ah, that thing.","[한글 대화]는 ""아아. 그거 말이죠.""로, 회상하거나 특정 주제를 떠올리며 말문을 여는 표현이다. [1차 영어 번역문] ""oh, that?""은 의문문 형태로 번역되어 어감이 다르고, 원문의 회상하는 듯한 어조가 반영되지 않았다. 따라서 의미가 일치하지 않으며, 다시 번역해야 한다. 주어는 생략 가능한 감탄사성 표현이므로 생략해도 무방하다.","ah, that..."
"그냥 잊어버리세요,",그냥 잊어버리세요.,forget about it.,Just forget about it.,,forget about it.
폐기된 계획이니까.,폐기된 계획이니까.,the plan has been scrapped.,The plan was scrapped.,,it's no longer part of the plan.
어째서?,어째서?,why?,Why did you abandon the plan?,"[한글 대화]는 ""어째서?""로, 이는 ""왜 그런 일이 일어났는가?"" 또는 ""왜 그렇게 했는가?""라는 의미의 의문문이다. [1차 영어 번역문] ""why?""는 의미는 일치하지만, 주어가 생략되어 있다. 웹툰의 대사는 평서문이나 의문문일 경우 주어를 반드시 포함해야 하므로, 적절한 주어를 추가해야 한다. 문맥상 앞 대사에서 ""폐기된 계획이니까.""라는 말에 대한 반응으로 ""어째서?""라고 묻고 있으므로, 주어는 ""you""가 적절하다.",why?
그보다 확실한 방법이 있으니까.,그보다 확실한 방법이 있으니까.,because there's a more certain way.,Because I have a more certain way.,"1차 한글 번역문은 ""더 확실한 방법이 있으니까""로, 이는 원문과 의미는 유사하지만 수동적인 표현이며, 주어가 생략되어 있고 능동태가 아님. 따라서 능동태로 주어를 포함한 번역이 필요함.",because there's a better way.
그게 뭡니까?,그게 뭡니까?,what is that?,What is that method?,"[한글 대화]의 주어는 생략되어 있지만, 문맥상 질문하는 사람이 상대방에게 어떤 방법이나 계획에 대해 묻고 있는 상황이다. ""그게 뭡니까?""는 ""그것이 무엇입니까?""라는 의미로, ""그것""은 앞서 언급된 ""확실한 방법""을 가리킨다. 따라서 ""what is that?""은 의미는 유사하지만 주어가 없고, 문맥상 더 명확한 표현이 필요하다. 또한 공손한 표현이 요구되는 상황이므로 이를 반영해야 한다.",what is that?
또각또각,또각또각,click,click,,click click
"조슈아,",조슈아.,"joshua,",Joshua.,,"joshua,"
왕자라는 직책을 떠나서,왕자라는 직책을 떠나서.,"as a prince,","Putting aside your title as a prince,","[한글 대화]는 ""왕자라는 직책을 떠나서.""로, 이는 ""왕자라는 신분을 제외하고""라는 의미다. [1차 영어 번역문] ""as a prince,""는 ""왕자로서""라는 뜻으로 정반대의 의미이므로 의미가 일치하지 않는다. 따라서 다시 번역해야 하며, 문장의 주어는 생략된 상태이므로 문맥상 주어를 보완해 능동태로 번역해야 한다.","regardless of your birthright as prince,"
너는 진정으로 왕이 되고 싶은가?,너는 진정으로 왕이 되고 싶은가?,do you really want to be king?,Do you truly wish to become king?,,do you really want to be king?
너는 시민의 구도자라는 역할을 맡을 만큼 현명하고 공명정대한가?,너는 시민의 구도자라는 역할을 맡을 만큼 현명하고 공명정대한가?,are you wise and fair enough to be the savior of the people?,Are you wise and fair enough to take on the role of the people's savior?,"원문의 주어는 '너는'이고, 의문문이므로 영어 번역에도 주어가 반드시 포함되어야 한다. 1차 영어 번역문은 의미는 대체로 일치하지만, 원문에는 '역할을 맡을 만큼'이라는 조건이 명시되어 있어 정보의 양이 더 많다. 따라서 '역할을 맡을 만큼'이라는 조건을 반영해 능동태로 다시 번역해야 한다.",do you possess the wisdom and justice to bear the mantle of truth-seeker for your people?
대답해.,대답해.,answer me.,Answer me.,"원문 ""대답해.""는 명령문이며, 주어가 생략되어 있지만 문맥상 명령을 내리는 인물이 존재하므로 영어 번역 시 주어를 포함해야 한다. ""Answer me.""는 주어가 생략된 형태이므로, 문맥상 주어를 보완하여 능동태로 ""You answer me."" 또는 자연스러운 명령문 형태로 ""Give me an answer."" 등으로 바꿔야 한다. 하지만 영어 명령문에서는 일반적으로 주어 ""you""를 생략하므로 ""Answer me.""는 자연스럽고 정보의 양도 동일하다. 따라서 수정 없이 그대로 사용 가능하다.",answer me.
"..예,",예.,"yes, i will be.",Yes.,"[한글 대화]는 단순히 ""예.""로, 이는 ""Yes."" 또는 ""I understand."" 정도로 번역될 수 있는 짧은 긍정의 응답이다. 반면 [1차 영어 번역문]은 ""yes, i will be.""로, 미래 시제를 포함하고 있어 ""그럴게요"" 또는 ""그렇게 하겠습니다""라는 의미가 된다. 이는 원문의 단순한 긍정 응답보다 더 많은 정보를 담고 있으므로 정보의 양이 다르다. 따라서 [1차 영어 번역문]은 부적절하며, [한글 대화]만을 기준으로 다시 번역해야 한다.",...yes.
그렇게 될 겁니다.,그렇게 될 겁니다.,"yes, i will be.","Yes, I will become that.","[한글 대화]는 ""그렇게 될 겁니다.""로, 이는 미래에 그렇게 될 것이라는 확신을 표현하는 능동적인 진술이다. [1차 영어 번역문] ""yes, i will be.""는 문법적으로 어색하며, 주어가 'I'인 점은 맞지만, 'be' 다음에 보어가 없어 의미가 불완전하다. 따라서 자연스럽고 완전한 문장으로 능동태로 다시 번역해야 한다.","yes, i will be."
