origin_hangle,changed_hangle,first_translate,second_translate,reason,label
콰장창,콰장창  ,crash,crash,,creak
끼릭,끼릭  ,creak,creak,,krrk
끼릭,끼릭  ,creak,creak,,krrk
끼릭,끼릭  ,creak,creak,,krrk
끼릭,끼릭  ,creak,creak,,krrk
턱,턱  ,tap,tap,,grab
끼익,끼익  ,creak,creak,,creak
비틀,비틀  ,stagger,stagger,,stagger
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
"나, 난 더 이상 못하겠어!","나, 난 더 이상 못하겠어!  ",i-i can't do this anymore!,I-I can't do this anymore!,,i-i can't do this anymore!
그냥 선금만 받을 테니 난 빼줘!,그냥 선금만 받을 테니 난 빼줘!  ,"i'll just take the advance payment, so leave me out of this!","I'll just take the advance payment, so leave me out of this!",,"i'll just take the deposit, so leave me out of this!"
타닥,타닥  ,dash,Tap,,dash
"으, 으아아..!","으, 으아아..!  ",a-aargh...!,a-aargh...!,,argh... aaaah!
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
지독한 인간.,지독한 인간.  ,you wretched man.,You cruel human being.,,you vile woman.
기어코 끝을 볼 셈이군.,기어코 끝을 볼 셈이군.  ,"you intend to see this through to the end, don't you?","You really intend to see this through to the end, don't you?",,you're determined to see this through to the end.
"그래, 멍청하긴.","그래, 멍청하긴.  ","yes, you fool.","Yeah, you really are an idiot.","[한글 대화]는 ""그래, 멍청하긴.""으로, 이는 ""그래, 네가 멍청하긴 하지."" 또는 ""그래, 참 멍청하군."" 정도로 해석된다. [1차 영어 번역문] ""yes, you fool.""은 직역처럼 보이지만, 어조나 의미가 다소 다르다. ""you fool""은 직접적인 모욕이며, 원문은 약간 비꼬는 듯한 어조로 ""멍청하긴 하지""라는 의미다. 따라서 원문의 뉘앙스를 살려 능동태로 자연스럽게 번역해야 한다.","that's right, you fool."
대체 언제까지 속기만 할 텐가?,대체 언제까지 속기만 할 텐가?  ,how much longer are you going to let her deceive you?,How much longer will you keep falling for her lies?,"[한글 대화]는 ""대체 언제까지 속기만 할 텐가?""로, 주어가 명시되어 있지 않지만 일반적으로 '너'를 주어로 하는 의문문이다. [1차 영어 번역문]은 ""how much longer are you going to let her deceive you?""로, 'let her deceive you'라는 구조를 사용해 '속다'를 '그녀가 너를 속이도록 내버려두다'로 바꾸어 표현하고 있다. 이는 수동적인 의미를 능동적으로 바꾼 것이 아니라, 원문의 '속기만 할 텐가'라는 수동적 의미를 유지하면서 '그녀가 너를 속이게 두다'라는 표현으로 바꾼 것이다. 그러나 이 표현은 원문의 수동적인 의미를 능동적으로 바꾼 것이 아니며, '속다'라는 수동태를 그대로 반영하고 있어 지침에 따라 능동태로 바꿔야 한다. 따라서 '그녀가 너를 속인다'는 능동적 행위를 주어가 인식하지 못하고 반복적으로 당하고 있다는 의미를 살려, 능동태로 재구성해야 한다.",how long will you keep falling for it?
그렇게도 죽고 싶습니까?,그렇게도 죽고 싶습니까?  ,do you really wish to die that badly?,Do you really want to die that badly?,,do you really wish to die that badly?
스윽,스윽  ,step,step,,srrk
제가 죽여드릴까요?,제가 죽여드릴까요?  ,shall i kill you?,"Would you like me to end your life, sir?","원문 ""제가 죽여드릴까요?""는 존댓말로, 공손한 표현이 포함되어 있습니다. 하지만 1차 번역문 ""shall i kill you?""는 문법적으로는 맞지만, 공손함이 전혀 반영되지 않았습니다. 등장인물이 상대방을 존중하는 태도를 보이고 있다면, 영어 번역에서도 이를 반영해야 하므로 더 정중한 표현으로 수정해야 합니다.",would you like me to kill you?
"뜻대로 해보시죠, 대령님.","뜻대로 해보시죠, 대령님.  ","do as you wish, colonel.","Go ahead and try, Colonel.","원문 ""뜻대로 해보시죠, 대령님.""은 상대방의 행동을 도전적으로 허락하는 뉘앙스로, ""do as you wish""는 의미는 비슷하지만 어조가 더 순응적이거나 중립적이다. 원문의 도전적이고 냉소적인 어조를 살리기 위해 능동적인 표현으로 재번역이 필요하다.","try it, colonel."
하나 지금은 안돼.,하나 지금은 안돼.  ,"however, not now.",But not now.,"[1차 영어 번역문] ""however, not now.""를 한글로 번역하면 ""하지만, 지금은 안돼.""가 되며, 이는 [한글 대화] ""하나 지금은 안돼.""와 의미가 다릅니다. ""하나""는 접속사로 ""하지만""과 유사하지만, 문어체이며 보다 격식 있는 표현입니다. 또한 ""하나""는 문장 전체의 흐름을 고려한 접속사이므로, 단순히 ""however""로 번역하는 것보다는 문맥에 맞게 자연스럽게 연결하는 것이 필요합니다. 그리고 ""하나 지금은 안돼.""는 평서문이므로 주어가 필요하며, 주어는 문맥상 화자 자신입니다. 따라서 능동태로 ""I can't allow it now."" 또는 ""Not now.""와 같은 표현이 적절하나, ""하나""의 의미를 살리기 위해서는 ""But not now."" 또는 ""Still, not now.""처럼 번역하는 것이 더 자연스럽습니다.",but not right now.
스윽,스윽  ,step,step,,turn
....,....  ,......,......,,...
비틀,비틀  ,stagger,stagger,,stagger
당신을 이해할 수가 없어.,당신을 이해할 수가 없어.  ,i don't understand you.,I can't understand you.,,i don't understand you.
너 따위가 이해할 수 있을 리가.,너 따위가 이해할 수 있을 리가.  ,there's no way someone like you could understand me.,There's no way someone like you could ever understand me.,,as if someone like you could ever understand me.
푸르륵,푸르륵  ,neigh,neigh,,neigh
방금 전 했던 말은 전부 거짓이었습니까?,방금 전 했던 말은 전부 거짓이었습니까?  ,were all the things you just said lies?,Were all the things you just said lies?,,was everything you just said a lie?
물론이지.,물론이지.  ,of course.,Of course I did.,,of course.
다그닥,다그닥  ,gallop,gallop,,gallop
하하하..,하하하.  ,hahaha...,hahaha...,,hahaha...
다그닥,다그닥  ,gallop,gallop,,gallop
그래..,그래.  ,fine...,fine...,,fine...
가세요.,가세요.  ,go.,Please leave.,"원문 ""가세요.""는 존댓말이며, 문맥상 상대방에게 정중하게 떠나라고 말하는 표현이다. 1차 번역문 ""go.""는 명령조이며 존중의 표현이 전혀 없어 원문의 어조와 어긋난다. 따라서 정중한 표현으로 다시 번역해야 한다.",go.
다그닥,다그닥  ,gallop,gallop,,gallop
"지금 이 자리에 함께 있다가는,","지금 이 자리에 함께 있다가는,  ","if you stay here with me any longer,...","if you stay here with me any longer,...",,if you stay here any longer...
피식,피식  ,...i think i might kill you.,...i think i might kill you.,,smirk
내가 당신을 죽여버릴 것 같으니까.,내가 당신을 죽여버릴 것 같으니까.  ,,Because I feel like I might kill you.,"[한글 대화]는 ""내가 당신을 죽여버릴 것 같으니까.""로, 이는 화자가 주어이며 능동적으로 '죽일 것 같다'는 위협 또는 경고의 의미를 담고 있다. 따라서 능동태로 번역해야 하며, 주어 'I'와 목적어 'you'가 포함되어야 한다.",... i just might kill you.
다그닥,다그닥  ,gallop,gallop,,gallop
다그닥,다그닥  ,gallop,gallop,,gallop
다그닥,다그닥  ,gallop,gallop,,gallop
다그닥,다그닥  ,gallop,gallop,,gallop
...그래도,...그래도  ,"...still,...","...still,...",,still...
꾸욱,꾸욱  ,...i believed...,...i believed...,,clench
나는 당신이 아직 인간이라고 믿었어.,나는 당신이 아직 인간이라고 믿었어.  ,...you were still human.,...you were still human.,,...i beleived some part of you was still human.
"가끔 보이는 표정에서,","가끔 보이는 표정에서,  ","because sometimes, i could see...","because sometimes, i could see...",,"because at time,"
괴로움이 묻어났으니까..,괴로움이 묻어났으니까.  ,...the pain in your expression.,...the pain in your expression.,,i could see the pain in your eyes.
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
그거야말로 착각이야.,그거야말로 착각이야.  ,that was your mistake.,That's exactly your misunderstanding.,"[한글 대화]는 ""그거야말로 착각이야.""로, 이는 ""그것이야말로 진짜 착각이다""라는 의미로, 상대방이 착각하고 있다는 점을 강조하는 표현이다.  
반면 [1차 영어 번역문] ""that was your mistake.""는 단순히 ""그건 네 실수였어""라는 의미로, 착각이라는 개념보다는 실수에 초점이 맞춰져 있어 의미가 다르다.  
또한 ""착각""은 영어로 ""misunderstanding""이나 ""delusion"", ""misconception"" 등으로 번역될 수 있으며, 강조 표현인 ""그거야말로""는 ""That's exactly..."" 또는 ""That's the real..."" 등으로 표현할 수 있다.",that was your mistake.
감히 당신을 구하고 싶다고 생각했어.,감히 당신을 구하고 싶다고 생각했어.  ,i dared to think i wanted to save you.,I dared to want to save you.,"원문 ""감히 당신을 구하고 싶다고 생각했어""는 능동적인 표현이며, 주어는 화자(나)이고 목적어는 ""당신""이다. 1차 영어 번역문 ""i dared to think i wanted to save you.""는 의미는 대체로 일치하지만, ""i wanted to save you""는 ""당신을 구하고 싶었다""는 표현을 반복적으로 번역한 것으로, ""감히 ~라고 생각했다""는 원문의 강조된 감정이 약간 희석되었다. 따라서 ""I dared to want to save you""처럼 더 직역에 가까운 표현이 적절하다.",i even dared to think that i could save you.
적어도 그 눈빛에는 거짓 한 점 없었으니까.,적어도 그 눈빛에는 거짓 한 점 없었으니까.  ,"because at least, there was no lie in your eyes.","At least, your eyes told no lies.","원문 ""적어도 그 눈빛에는 거짓 한 점 없었으니까.""는 '그 눈빛에는 거짓이 없었다'는 의미로, 주어는 '그 눈빛'이고 능동태 문장이다. 1차 영어 번역문은 ""there was no lie in your eyes""로 수동적 표현이며, 'your eyes'라는 표현은 '그 눈빛'과 의미상 일치하지만, '그 눈빛'이 주어인 능동태 표현으로 바꾸는 것이 더 적절하다. 따라서 능동태로 재번역해야 한다.","there wasn't even a hint of deceit in your eyes, at least."
역시 넌 군인보다는 작가가 적성에 맞아.,역시 넌 군인보다는 작가가 적성에 맞아.  ,you really are better suited to being a writer than a soldier.,You really are better suited to being a writer than a soldier.,,you would have made a far better writer than a soldier.
당신을 행복하게 해주고 싶다고 생각했어!!,당신을 행복하게 해주고 싶다고 생각했어!!  ,i thought i wanted to make you happy!!,I wanted to make you happy!!,"[1차 한글 번역문]은 ""나는 당신을 행복하게 해주고 싶다고 생각했어!!""를 ""나는 당신을 행복하게 해주고 싶었다고 생각했다""로 번역했는데, 이는 어색하고 중복된 표현이다. 원문은 단순히 ""행복하게 해주고 싶었다""는 의지를 강조한 문장이다. 따라서 ""I wanted to make you happy""로 번역하는 것이 자연스럽고 의미도 정확히 전달된다.",i wanted to make you happy!!
버럭,버럭  ,shout,shout,"[한글 대화] ""버럭""은 갑작스럽게 화를 내거나 고함치는 상황을 묘사하는 의성어/의태어로, 효과음에 해당하므로 1차 영어 번역문 ""shout""은 적절하며 그대로 사용할 수 있다.",shout
나는 도망 다니며 연명하는 삶을,나는 도망 다니며 연명하는 삶을  ,i don't call a life of running away and barely surviving...,i don't call a life of running away and barely surviving...,,"living on the run, barely serviving..."
행복이라고 부르지 않아.,행복이라고 부르지 않아.  ,...happiness.,...happiness.,,i wouldn't call that happiness.
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
털썩,털썩  ,collapse,Thud,,thud
끔찍한 인간.,끔찍한 인간.  ,you wretched man.,You horrible man.,"‘끔찍한 인간’은 ‘horrible’이나 ‘terrible’ 같은 형용사를 써서 감정적으로 강한 비난을 표현하는 것이 자연스럽다. ‘wretched’는 ‘비참한’이라는 의미로도 쓰이지만, 여기서는 감정적으로 강한 비난의 의미가 더 적절하다. 따라서 ‘You horrible man.’이 더 정확한 번역이다. 주어는 ‘you’로 명확히 포함되어야 한다.",you truly are a vile person.
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
"호오,","호오,  ","hoh,",Oh?,,"ha,"
나를 아직도 인간으로 여기는가..,나를 아직도 인간으로 여기는가..  ,you still think of me as human...,you still think of me as human...,,you still think i'm human.
끼익,끼익  ,creak,creak,,creak
"잔인하고, 오만불손하고,","잔인하고, 오만불손하고,  ","you're cruel, arrogant, and insolent.","You're cruel, arrogant, and insolent.",,you're cruel and arrogant.
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
도덕을 모르고 타락하여..,도덕을 모르고 타락하여..  ,"you know nothing of morality, and you're corrupt...","you know nothing of morality, and you're corrupt...",,you're immoral and crrupt.
"푸흡,","푸흡,  ","pfft,","pfft,",,pfft
피식,피식  ,smirk,smirk,,smirk
"거짓만을 입에 담고,","거짓만을 입에 담고,  ","you only speak lies,",You speak nothing but lies.,,you speak nothing but lies...
중얼,중얼  ,mutter,mutter,,mutter
뱀보다도 사악한 혀를 가진 인간.,뱀보다도 사악한 혀를 가진 인간.  ,and you have a tongue more wicked than a snake's.,You have a tongue more wicked than a snake's.,,...and your tongue is more venomous than a snake's.
"하하하,","하하하,  ","hahaha,","hahaha,",,hahaha!
아하하하..,아하하하.  ,ahahaha...,ahahaha...,,ahahaha!
"사랑을 비웃고,","사랑을 비웃고,  ","you scoff at love,","You mock love,",,you scoff at love...
울컥,울컥  ,tremble,Choked up,"[한글 대화] '울컥'은 감정이 북받쳐 오르는 상태를 묘사하는 의태어로, 'tremble(떨다)'은 신체적인 떨림을 의미하므로 의미가 일치하지 않음. 따라서 감정이 복받쳐 올라 말문이 막히거나 눈물이 날 것 같은 상태를 영어로 재번역해야 함.",yell
순정을 짓밟으며 만족을 느끼는 더러운 악마!!,순정을 짓밟으며 만족을 느끼는 더러운 악마!!  ,and you're a filthy demon who finds satisfaction in trampling on pure hearts!!,You filthy demon who takes pleasure in trampling on true love!,"[한글 대화]는 ""순정을 짓밟으며 만족을 느끼는 더러운 악마!!""로, 1차 한글 번역문과 의미는 유사하지만 ""순정""은 ""pure love"" 또는 ""true love""로 번역하는 것이 더 정확하며, ""pure hearts""는 의미가 다소 다름. 또한 ""and you're""로 시작하는 1차 영어 번역문은 이전 문장에 의존하고 있어 독립적인 문장으로 보기 어렵기 때문에, 주어진 [한글 대화]만으로 재번역해야 함.","...and you're a wretched demon, taking pleasure in trampling on pure hearts."
쿨럭,쿨럭  ,kegh,kegh,,kugh
부들부들,부들부들  ,shake,shake,,tremble tremble
"그래, 사라져!","그래, 사라져!  ","fine, disappear!","Fine, get lost!","원문 ""그래, 사라져!""는 강한 분노나 감정이 담긴 명령문이며, ""fine, disappear!""는 감정의 강도나 어조가 약하고 자연스럽지 않음. 또한 ""fine""은 상황에 따라 수긍이나 체념의 의미로도 해석될 수 있어 원문의 강한 감정과 어울리지 않음. 따라서 감정의 강도를 살린 명령문으로 다시 번역해야 함.","fine, go away."
내 앞에서 썩 꺼져버려!,내 앞에서 썩 꺼져버려!  ,get out of my sight!,Get the hell out of my sight!,"[한글 대화]는 ""내 앞에서 썩 꺼져버려!""로, 강한 분노와 혐오를 담은 표현이다.  
[1차 영어 번역문] ""get out of my sight!""는 의미는 유사하지만, ""썩""이라는 강한 어조가 반영되지 않아 감정의 강도가 약하다.  
또한 ""꺼져버려""는 단순한 퇴장을 넘어서 강한 추방의 의미를 담고 있으므로, 더 강한 표현으로 번역해야 한다.",get out of my sight!
버럭,버럭  ,shout,yells angrily,"[한글 대화] ""버럭""은 갑작스럽게 화를 내며 소리를 지르는 행동을 묘사하는 의성어로, 단순히 ""shout""라고 번역하면 의미 전달이 부족하다. 감정의 폭발이나 격한 분노의 뉘앙스를 살려야 하므로 더 구체적인 표현이 필요하다.",shout
"다시는, 다시는 당신을 찾지 않겠어!","다시는, 다시는 당신을 찾지 않겠어!  ","i will never, ever look for you again!","I will never, ever come looking for you again!",,i will never look for you again!
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
두 번 다시 당신을 구하려 들지 않겠어!,두 번 다시 당신을 구하려 들지 않겠어!  ,i will never try to save you again!,I will never try to save you ever again!,,i will never try to save you again!
...,...  ,...,...,,...
"스스로 지옥으로 걸어들어가는 자를,","스스로 지옥으로 걸어들어가는 자를,  ",how can i stop a demon who is trying to return to its home?,"Someone who walks into hell on their own,","[한글 대화]는 ""스스로 지옥으로 걸어들어가는 자를,""로, 주어는 '나'이고 목적어는 '스스로 지옥으로 걸어들어가는 자'이다. 이는 자발적으로 파멸을 향해 가는 사람을 의미한다. 반면 [1차 영어 번역문]은 ""how can I stop a demon who is trying to return to its home?""으로, '지옥'을 '고향'으로 바꾸고, '자발적으로 지옥으로 가는 자'를 '고향으로 돌아가려는 악마'로 바꾸어 의미가 달라졌다. 또한 'stop'이라는 동작이 추가되어 정보의 양도 다르다. 따라서 [1차 영어 번역문]은 사용할 수 없으며, [한글 대화]를 능동태로 재번역해야 한다. 주어는 'I'로 추론된다.","i can't stop someone who walking willingly into hell,"
고향으로 돌아가려는 악마를 내 손으로 어떻게 막겠어?,고향으로 돌아가려는 악마를 내 손으로 어떻게 막겠어?  ,...or a man who is walking into hell of his own accord?,...or a man who is walking into hell of his own accord?,,nor a demon yearning to return to its home.
"그래, 떠나!","그래, 떠나!  ","fine, leave!","Fine, go away!",,"fine, leave!"
가버려!,가버려!  ,go!,go!,"[한글 대화] ""가버려!""는 명령문이며, ""go!""는 이에 대응하는 간결한 명령문으로 의미가 일치하고 정보의 양도 동일하다. 효과음이나 의성어/의태어도 아니므로 그대로 사용 가능하다.",go!
꾸욱,꾸욱  ,press,press,,grip
스스로 구원을 져버리는 자를 내가 감히 무슨 수로..!,스스로 구원을 져버리는 자를 내가 감히 무슨 수로..!  ,how can i dare to save someone who has given up on their own salvation...?,how can i dare to save someone who has given up on their own salvation...?,,how can i dare to save someone who has abandoned their own salvation?
이제 한계야..,이제 한계야.  ,i can't take it anymore...,i can't take it anymore...,,i can't take it anymore...
당신을 사랑한 걸 죽도록 후회해.,당신을 사랑한 걸 죽도록 후회해.  ,i regret loving you so much i could die.,I regret that I loved you with all my heart.,"[1차 한글 번역문]은 ""당신을 사랑한 걸 죽도록 후회해.""를 ""나는 당신을 사랑한 것을 너무나도 후회해, 죽을 정도로.""로 번역했는데, 이는 의미는 유사하지만 원문의 강조 방식과 어순이 다르고, 원문은 '죽도록 후회해'라는 표현을 통해 '사랑한 것'에 대한 강한 후회를 강조하고 있음. 또한 원문은 능동태이며, 감정의 주체가 명확하므로 주어를 포함한 자연스러운 능동태 영어 문장으로 다시 번역해야 함.",i regret to my very soul that i ever loved you.
화륵,화륵  ,flare,flare,,fwoom
내 지난 모든 날이 후회스러워.,내 지난 모든 날이 후회스러워.  ,i regret every single day of my past.,I regret all the days I've lived.,,i regret every single day of my past.
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
"돌려줘,","돌려줘,  ","give it back,...","give it back,...",,give it back.
내가 버린 시간을 전부 돌려놔..!!,내가 버린 시간을 전부 돌려놔!!  ,...give me back all the time i wasted...!!,...give me back all the time i wasted...!!,,give me back all the time i wasted on you!
"그래,","그래,  ","yes,","yes,","[한글 대화] ""그래,""는 동의나 수긍을 나타내는 표현이며, [1차 영어 번역문] ""yes,""는 그 의미와 정보의 양이 동일하다. 또한 의성어나 의태어가 아니므로 번역 검토가 필요하지만, 의미가 일치하므로 그대로 사용 가능하다.","now you see,"
사랑은 사람을 이토록 추하게 만드는 거야..,사랑은 사람을 이토록 추하게 만드는 거야..  ,love is what makes a person so ugly...,love is what makes a person so ugly...,,this is what love makes a person-ugly and miserable.
너무..,너무.  ,it's so...,it's so...,,it's so...
부르르,부르르  ,tremble,tremble,,tremble
고통스러워..,고통스러워.  ,...painful...,...painful...,,...painful...
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
..고통스럽다라,..고통스럽다라  ,"painful, you say...?","painful, you say...?",,"painful, you say...?"
"그래,","그래,  ","yes,",Yes.,"[한글 대화] ""그래,""는 문맥상 동의나 수긍을 나타내는 표현으로, 영어로는 ""Yes."" 또는 ""Alright."" 등으로 번역될 수 있다. [1차 영어 번역문] ""yes,""는 의미는 일치하지만 문장부호가 소문자와 쉼표로 끝나 있어 문장으로서 완결되지 않았다. 영어 문장에서는 단독 응답일 경우 대문자로 시작하고 마침표로 끝나는 것이 자연스럽다.",of course.
온몸이 불에 타고 있는데 어찌 괴롭지 않을까,온몸이 불에 타고 있는데 어찌 괴롭지 않을까  ,how could it not be painful when your entire body is burning?,How could it not be painful when my entire body is burning?,,"how could it not be, when your whole body is aflame?"
"하지만, 길.","하지만, 길.  ","however, gil...","however, gil...",,"however, gil..."
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
그것이 사랑의 본질이다.,그것이 사랑의 본질이다.  ,that is the essence of love.,That is the essence of love.,,...that is the very essence of love.
결국 모든 걸 태우고 재만 남기지.,결국 모든 걸 태우고 재만 남기지.  ,"in the end, it burns everything to ashes.","In the end, it burns everything and leaves only ashes behind.",,it burns everything to ashes in the end.
이제라도 네가 알아서 다행이야,이제라도 네가 알아서 다행이야  ,"i'm glad you finally understand,","I'm relieved that you realized it, even if it's only now.","[한글 대화]는 ""이제라도 네가 알아서 다행이야""로, '알아서'는 '스스로 깨달아서'라는 의미를 내포하고 있음. 반면 1차 번역문은 '이해해서'로 번역되어 있어 의미가 다소 축소됨. 또한 '다행이야'는 '기쁘다'보다 '불행하지 않아서 다행이다'는 뉘앙스가 강하므로, 단순히 glad보다는 relieved가 더 적절함.",i'm glad you finally understand.
더는 흔들리지 않을 수 있겠지.,더는 흔들리지 않을 수 있겠지.  ,you won't be shaken anymore.,I hope you can stay strong from now on.,"[1차 한글 번역문]은 ""너는 더 이상 흔들리지 않을 거야""로 해석되며 수동태 표현이다. 반면 [한글 대화]는 ""더는 흔들리지 않을 수 있겠지""로, 이는 화자가 상대방이 더 이상 흔들리지 않기를 바라는 희망이나 추측을 나타낸다. 따라서 의미가 완전히 일치하지 않고, 수동태이므로 능동태로 재번역해야 한다.",now you won't waver anymore.
"부디 너를 태우는 불은 꺼뜨리고,","부디 너를 태우는 불은 꺼뜨리고,  ","i hope you put out the fire that is burning you,...","i hope you put out the fire that is burning you,...",,"i hope you extinguish the fire consuming you,"
길을 밝히는 빛을 따라가.,길을 밝히는 빛을 따라가.  ,...and follow the light that illuminates your path.,...and follow the light that illuminates your path.,,and that you follow the light that guides your path.
더는 방황하지 말고..,더는 방황하지 말고..  ,don't wander anymore...,don't wander anymore...,,don't wander anymore.
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
가주님!!,가주님!!  ,patriarch!!,My lord!!,"‘가주님’은 귀족 가문의 수장에게 예를 갖춰 부르는 호칭으로, 단순히 ‘patriarch’라고 번역하면 존칭의 뉘앙스가 부족하다. 문맥상 공손한 호칭이 필요하므로 이를 반영해 존칭을 포함한 표현으로 수정해야 한다. 또한 감탄문이므로 주어는 생략 가능하다.",master!!
스윽,스윽  ,turn,Swoosh,,tkk
타닥,타닥  ,step,step,,tat tat
"마리아,","마리아,  ","maria,","Maria,",,"maria,"
오스카와 쉐리는?,오스카와 쉐리는?  ,where are oscar and sherry?,Where are Oscar and Sherry?,,where are oscar and sherry?
오전에 베스티라로 떠나셨습니다.,오전에 베스티라로 떠나셨습니다.  ,they left for vestirra this morning.,They left for Vestirra this morning.,,they left for vestira this morning.
학회 일정이 끝나고 난 후 돌아오실 거예요.,학회 일정이 끝나고 난 후 돌아오실 거예요.  ,they will return after the academy's schedule is over.,Oscar and Sherry will return after the academic conference ends.,"원문의 주어는 '오스카와 쉐리'로 복수형이며, '학회 일정이 끝나고 난 후 돌아오실 거예요'는 공손한 말투로 미래의 귀환을 예고하고 있다. 1차 영어 번역문은 수동태가 아니고 의미도 대체로 일치하지만, 'they'라는 대명사만으로는 문맥상 누가 돌아오는지 명확하지 않다. 따라서 원문의 정보를 명확히 전달하기 위해 'Oscar and Sherry'를 명시하고, 공손한 어조를 반영해 다시 번역해야 한다.",they will return after the symposium is over.
"그래, 그렇군..","그래, 그렇군.  ",i see...,i see...,,i see...
그럼 그때에 맞춰서 드레이번으로 향하는 기차표를 예매해 줘.,그럼 그때에 맞춰서 드레이번으로 향하는 기차표를 예매해 줘.  ,then book a train ticket to drayvan for them to match the time they will be returning.,Then book a train ticket to Drayvan for me to depart at that time.,"[1차 한글 번역문]은 ""그들이 돌아오는 시간에 맞춰 드레이번으로 가는 기차표를 예매해 줘""로 해석된다.  
하지만 [한글 대화]는 ""그럼 그때에 맞춰서 드레이번으로 향하는 기차표를 예매해 줘.""로, 주어가 '나'이며, '그때'는 앞 문장에서 언급된 '학회 일정이 끝난 후 돌아오는 시점'을 의미한다.  
즉, [1차 한글 번역문]은 주어가 '그들'로 되어 있어 주어가 다르고, 의미도 다르며 정보의 양도 다르다.  
따라서 [한글 대화]만을 기반으로 능동태로 다시 번역해야 한다.","then book them a train ticket to drayvan, maching the time of their return..."
비틀,비틀  ,stagger,stagger,,stagger
기차역에서 바로 환승할 수 있도록..,기차역에서 바로 환승할 수 있도록.  ,so they can transfer trains as soon as they arrive at the station...,so they can transfer trains as soon as they arrive at the station...,,...so they could transfer right away at the station.
