hangle,first_translate,second_translate
본편에서도 여주인공에게 짧게 말해 준 게 끝이었다.,he only told the female lead a little bit about it in the main story.,"In the main story, he only briefly mentioned it to the female lead."
인물의 과거는 그저 성격을 나타내 줄 ‘설정’에 불과하니까.,a character’s backstory is just a “setting” to show their personality.,A character’s backstory is merely a background detail to shape their personality.
게다가 이건 판타지에서는 흔해빠진 설정이야.,"plus, it’s a common setting in fantasy stories.","Plus, this is a common trope in fantasy stories."
하지만…,"however,",However...
이 모든 일을 이 애가 실제로 겪었다고 생각하니까….,thinking about how this kid actually went through all of that...,Thinking about how this kid actually went through all of that...
고생이 많았구나.,he must have had a hard time.,You've been through a lot.
내가 많이 미안해.,I’m really sorry.,I feel really sorry.
때가 되면 이곳을 떠날 예정이었지만…,"I was planning to leave this place when the time came,","I was planning to leave this place when the time came,"
그래도 반성의 의미를 담아 여기 있을 동안은 얘한테 잘해줘야겠다.,but I should be nice to him while I’m here to show that I’m sorry.,"But to make amends, I should treat him well while I'm here."
게다가 시그렌은 나중에 날 죽일 예정이잖아?,"plus, siegren is going to kill me later, right?","Plus, Siegren is supposed to kill me later, right?"
혹시 모르니까 친하게 지낼 필요가 있어!,I should be nice to him just in case!,"I should stay on good terms with him, just in case!"
"이 누나가 진짜 성심성의껏 돌볼 테니,","I’ll take care of you with all my heart,","I’ll take care of you with utmost sincerity,"
"나중에 커서 잘해… 아니, 살려줘라.","so when you grow up, be nice to-- I mean, spare me.","So when you grow up, treat me well... I mean, let me live."
시그렌 신경 쓴다고 제대로 못 잤더니 너무 졸려…,I’m so sleepy because I couldn’t sleep properly while taking care of siegren...,I'm so sleepy because I couldn't sleep properly from worrying about Siegren...
잠깐만 눈 좀 붙일까….,I should get some shut-eye...,Maybe I should get some shut-eye for a bit...
뒷일은 시그렌이 정신을 차리면 생각해 보자….,I’ll think about what to do after siegren wakes up...,I’ll figure out what to do once Siegren comes to his senses...
헛.,huh?,Huh.
얼마나 잔 거지?,how long did I sleep?,How long was I asleep?
응?,huh?,Huh?
웬 시선이…,I feel someone’s eyes on me...,I feel a gaze on me...
아.,oh.,Oh.
깨어났네?!,he woke up!,He's awake?!
"잘, 잘 잤니?",d-did you sleep well?,D-Did you sleep well?
만나서 반가워!,nice to meet you!,Nice to meet you!
와아.,wow.,Wow.
제대로 눈을 뜨니까 확실히 잘생겼네.,"now that I see him, he’s really handsome.","Now that I can see him clearly, he's really handsome."
그런데 어려서 그런지 날 선 고양이 같아.,"but maybe because he’s young, he looks like a wary cat.","But maybe because he's young, he looks like a sharp-eyed cat."
구해줘서 고마워.,thanks for saving me.,Thanks for saving me.
주인공이니까 뭔가 여유로울 줄 알았는데.,I thought he’d be more relaxed since he’s the main character.,I thought he'd be more composed since he's the protagonist.
…여긴 어디야?,where am I?,Where am I?
헤일론 성이야.,you’re at castle hallon.,This is Castle Hailon.
넌 누군데?,who are you?,Who are you?
내 이름은 피오나. 너는?,my name is fiona. what about you?,My name is Fiona. What’s yours?
"시, 그렌.",s-siegren.,S-Siegren.
…난 어떻게 살아있는 거지?,how am I alive?,…How am I still alive?
날 안고 구른 게 생각나지 않나?,doesn’t he remember rolling on the ground with me in his arms?,Don't you remember rolling on the ground while holding me?
"무의식중에 사람을 돕다니, 과연 남자 주인공.",he helped someone even when he was unconscious. he’s definitely the male lead.,Helping someone even while unconscious—he truly is the male lead.
내가 데려와서 의원에게 치료해달라고 했어.,I brought you here and asked the doctor to treat you.,I brought you here and asked the physician to treat you.
뭐?,what?,What?
"그렇게 이상하단 표정 지어도,","you can look at me like that all you want,","Even if you make that weird face,"
난 네 몸 상태가 더 신경 쓰인단다.,but I’m more worried about your condition.,But I’m more concerned about your condition.
"말이 남자 주인공이지, 아직 어린애다.","he may be the male lead, but he’s still a kid.","He may be the male lead, but he's just a child."
막연한 상상과 당장 눈앞의 현실의 차이는 엄청났다.,the difference between my imagination and the reality in front of me is huge.,The gap between my vague imagination and the reality right in front of me was enormous.
시그렌이 다친 모습을 보니 죄책감이 장난이 아니다.,seeing siegren hurt like this makes me feel really guilty.,"Seeing Siegren hurt like this, the guilt is overwhelming."
난 왜 남주 과거를 불행하다고 설정해서….,why did I have to make the male lead’s past so tragic...?,Why did I have to make the male lead’s past so miserable...?
