hangle,first_translate,second_translate
다들 쓸모없는 사생아인 내가 전쟁에 나가기를 바랄 테다.,"they all want me, the useless bastard child, to go to war.",They all want the useless bastard child—me—to go to war.
그 사생아가 겨우 열세 살 된 어린아이 일지라도.,even if I’m only a 13-year-old child.,Even if that illegitimate child is only a 13-year-old kid.
"아버지, 기특하게도 우리 막내가 지원하겠다는군요.","father, our youngest has volunteered.","Father, admirably, our youngest has volunteered."
"수줍어서 크게 말은 못하는 것 같지만,",she must be too shy to say it out loud.,She seems too shy to say it out loud.
잠,w,W-
잠시만요…!,wait...!,Wait a moment...!
이 자식…,that jerk...,That bastard...
"오오, 그래. 네가 가겠다는 거구나.","oh, I see. you want to go.","Oh, I see. So you're saying you want to go."
부자가 쿵짝이 아주 잘 맞는데?,the father and son are really in sync.,The father and son are really in sync.
둘이 짜고 있던 거 아냐?,were they plotting together?,Weren't they plotting together?
가문을 대표하는 영광스러운 자리다.,it’s an honor to represent our family.,It is an honorable position representing the family.
천한 네가 이런 기회를 얻을 수 있는 것에 감사하도록.,you should be grateful to have this opportunity.,"You, a lowly being, should be grateful for having this opportunity."
"그래, 피오나.","that’s right, fiona.","Yeah, Fiona."
"카인델은 가문을 이어야 하고, 난 곧 결혼할 예정이란다.","caindel must continue the family line, and I’m getting married soon.","Caindel must carry on the family line, and I’m set to be married soon."
셋째인 젠도 약혼을 앞두고 있지.,"our third son, zen, is also about to get engaged.","The third son, Zen, is also engaged to be married soon."
상황이 이러니 네가 가는 게 좋겠구나.,so it’s best for you to go.,"Given the circumstances, it's best that you go."
사생아는 자격이 없다고 마법도 가르쳐 준 적 없으면서!,you never taught me magic because I’m a bastard child!,"You never even taught me magic, saying that a bastard like me didn't deserve it!"
매일 다락방에 가둬놓고 구박만 했잖아.,you locked me up in the attic and mistreated me every day.,You locked me up in the attic and did nothing but mistreat me every day.
마법을 쓰는 기본적인 방법은 알고 있지만.,"I know the basics of using magic, though.",I do know the basics of using magic.
저는…,I...,I...
그러니까 …전…,I mean...,"Well, I..."
"그래, 이건 애초에 선택지가 없는 문제였다.",that’s right. I never had a choice in the first place.,That's right. This was never a choice to begin with.
이 저택에 내 편 따위는 없다.,I have no one on my side in this house.,I have no allies in this mansion.
주연도 아니었던 피오나에게 주어진 과거 설정은 단 한 줄.,fiona’s past was only described in one line.,"Fiona, who wasn't even a main character, had only one line describing her past."
‘사생아로서 가족들에게 핍박을 받으며 자라왔다.’,“she grew up being mistreated by her family as a bastard child.”,“She grew up being mistreated by her family as an illegitimate child.”
…… 알겠습니다.,all right...,......All right.
캬,ah,Ah
아,ah,Ah
제가 나갈게요.,I’ll go.,I'll go.
만약 가족들을 없앤다고 해도 감옥에나 갇히겠지,"even if I kill them all, I’ll just end up in prison.","Even if I get rid of my family, I’ll just end up in prison."
가야 한다면 차라리 내 두 발로 나가자.,"if I have to go, I’ll go on my own two feet.","If I have to go, I’d rather walk out on my own."
"그래, 아주 좋은 선택이야.","yes, that’s a very good choice.","Yeah, that's a very good choice."
네가 자랑스럽다.,I’m proud of you.,I’m proud of you.
드디어 키워준 몫을 하는구나.,"finally, you’re paying back for being raised.","Finally, you're repaying the debt of being raised."
사람 취급도 안 하고 다락방에 가둬놓다 웬일로 가족 모임에 부르나 했다.,I was wondering why they called me to a family meeting when they don’t even treat me like a person and lock me up in the attic.,I was wondering why they suddenly called me to a family meeting when they never even treated me like a person and just locked me up in the attic.
1년 전 이 몸에 빙의했다는 걸 알았을 때도 이렇게 슬프진 않았어.,I wasn’t even this sad when I found out I was in this body a year ago.,I wasn't even this sad when I realized I had possessed this body a year ago.
본래 이 자리에 있었을 최종 악역 피오나도,"did the original fiona, the final boss,","Did the original Fiona, the final boss,"
이런 기분을 느꼈을까?,feel like this too?,Did she feel this way too?
일평생 누구에게도 사랑받지 못한 피오나는 세상을 원망했고,"fiona, who was never loved by anyone, resented the world,","Fiona, who was never loved by anyone her entire life, resented the world,"
결국 잘못된 선택으로 돌이킬 수 없는 늪에 빠지게 된다.,and eventually fell into an irreversible pit because of her wrong choices.,"and in the end, she made the wrong choice and fell into an irreversible abyss."
하지만 그녀와 달리 그 누구도 원망할 생각이 안 든다.,"but unlike her, I don’t feel like resenting anyone.","But unlike her, I have no desire to resent anyone."
"여기는, 내가 써 내린 세계니까.",because this is the world I wrote.,Because this is the world I created.
