hangle,first_translate,second_translate
줄곧 황후의 눈치를 보고 있었구나.,she was watching the empress’s reaction all along.,She had been keeping an eye on the Empress's reaction the whole time.
"그래,","yes,","Yeah,"
거슬리면 죽였을 테니까.,she would have killed her if she didn’t like her.,She would have killed her if she found her bothersome.
의외로 이 황가에 직계 황족은 그리 많지 않았다.,there aren’t that many direct descendants in the imperial family.,There aren't actually that many direct descendants in the imperial family.
보통은 애들이 태어날 때까지,"usually, the women don’t live...","Usually, women don’t live long enough to give birth."
여자가 살아 있는 경우가 거의 없어.,...until the children are born.,Most women don't survive.
황제가 손을 댄 여자와 그 아이를 처리한 것이다.,the empress got rid of the women and children the emperor had touched.,The emperor got rid of the women he was involved with and their children.
"하지만 황비는 어쨌든 하급이라고 해도 귀족이고,","but the empress was a noble, even if she was from a low-ranking family.",But the imperial consort was at least of low nobility.
그렇다고 뒷배경은 없으니 살려 둔 모양이야.,"she didn’t have anyone to back her up, so the empress probably let her live.","Since she didn’t have any backing, the emperor probably let her live."
"황자가 아닌 황녀였으니, 그냥 내버려 둔 거구나.","she was a princess, not a prince, so the empress just let her be.","she was a princess, not a prince, so the emperor just let her be."
게다가 납작 엎드려 있었다면 신경 쓸 가치도 없다 생각했겠지.,"on top of that, she probably thought she wasn’t worth paying attention to if she was lying low.","On top of that, if she was lying low, it was probably considered not even worth paying attention to her."
황녀 전하는 생각보다 똑똑한 모양이네.,it seems like the princess is smarter than I thought.,The princess seems to be smarter than I expected.
"눈치도 있고, 자존심을 굽히고 기어야 할 때도 알고 있다.",she’s perceptive and knows when to swallow her pride.,She's perceptive and knows when to lower herself.
"그래서,","so,","So,"
새로운 세력 구도가 생겼다고 하는 거야?,are you saying a new power structure has been formed?,Are you saying a new power dynamic has emerged?
프리실라 공작과 클로비스 후작.,duke priscilla and marquis clovis.,Duke of Priscilla and Marquis Clovis.
5 가문 중 중립을 지지하고 있는 귀족들이 수상해.,the nobles who are neutral among the five families are suspicious.,The nobles among the five families who support neutrality are suspicious.
그들이 과연 진정한 중립일까?,are they really neutral?,Are they truly neutral?
"…그러네, 두 가문의 수장은 무리하게 중립을 지키고 있지.",you’re right... the heads of the two families are trying too hard to remain neutral.,…You're right. The heads of the two families are forcing themselves to stay neutral.
"원작의 아렌트는 유니스에게 빠져, 지금과는 행보가 전혀 달랐다.","in the original story, arendt was in love with eunice, so he acted differently than he does now.","In the original story, Arendt was infatuated with Eunice, so his actions were completely different from now."
프리실라 공작도 마찬가지다.,the same goes for duke priscilla.,The same goes for Duke Priscilla.
그들이 다른 선택지를 노릴 가능성도,there is a possibility...,There is also a possibility that they are aiming for a different option.
확실히 존재한다.,...that they may choose a different option.,That possibility certainly exists.
"만약 가정이 사실이라면,","if that’s true,","If that assumption is true,"
미리 싹을 밟아야 할지도 몰라.,we may have to nip it in the bud.,We may need to nip it in the bud in advance.
넌 어떻게 하고 싶어?,what do you want to do?,What do you want to do?
"…난,",I...,...I...
조금 더 지켜보고 싶어.,...want to watch them a little longer.,I want to observe a little longer.
그래?,really?,Is that so?
그럼 마음대로 해.,then do as you wish.,Then do as you wish.
생각보다 신경 쓰지 않네.,he doesn’t seem to care as much as I thought.,He doesn't seem to be as concerned as I expected.
아마 너나 나나 권력에 미련이 없기 때문 아닐까.,it’s probably because neither of us is interested in power.,It’s probably because neither of us has any attachment to power.
"어디 보자, 다음 편지가…","let’s see, the next letter...",Let's see... the next letter...
나로서는 그냥 네가 행복했으면 좋겠거든.,I just want you to be happy.,I just want you to be happy.
그래도 저쪽의 의중은 모르는 법이니.,but we don’t know what they’re thinking.,But we can never be sure of their true intentions.
아벨이랑은 상의를 해야 할지도…,I may have to discuss this with abel...,I might need to discuss this with Abel...
피오나?,fiona?,Fiona?
…아벨이,they say...,Abel...
실종되었대…,...abel is missing...,...Abel is missing...
