hangle,first_translate,second_translate
저리 가!,go away!,Go away!
따라오지 마!,don’t follow me!,Don't follow me!
그런 게 아니라…,that’s not what I meant...,That's not it...
어… 음…,uh... hm...,Uh... hm...
…단 과자라도 가져다줄까.,should I bring her some sweets...?,…Should I bring her some sweets?
아가씨를 달래본 적이 별로 없다.,I’ve never really tried to comfort a lady before.,I've hardly ever tried to comfort a lady before.
날 몇 살이라고 생각하는 거야?,how old do you think I am?,How old do you think I am?
그보다 그냥 가던 길 가라니까.,"anyway, just go back to what you were doing.","Rather than that, just go back the way you came."
왜 따라온 거야.,why did you follow me?,Why did you follow me?
네가 울면서 창고로 도망치는데 어떻게 그냥 가나.,how could I just leave when you ran away to the storage room in tears?,How could I just walk away when you ran off to the storage room crying?
그런 소리를 다 할 줄 아네.,I’m surprised you’d say something like that.,I didn't expect you to say something like that.
…나,I...,...I
시그렌이랑 싸웠어.,...got into a fight with siegren.,I got into a fight with Siegren.
어둠과 관련된 일 때문이군.,it must be because of the darkness.,It must be because of something related to the darkness.
맞아. 내 행동은 충분히 옳았다고 생각하는데.,"yeah. I think what I did was right,",Yeah. I believe my actions were completely justified.
시그렌이 괜히 말을 밉게 하는 거야.,but siegren said something mean for no reason.,Siegren is just being needlessly mean.
날 걱정하는 거란 건 알겠지만…,"I know he’s just worried about me, but...","I know he's worried about me, but..."
눈물을 닦아줘야…,I should wipe away the tears...,I should wipe away her tears...
"아니,","no,","No,"
안 될 일이지…,I shouldn’t do that...,That wouldn't be right...
피오나 헤일론.,"fiona heylon,",fiona heylon.
너는 좋은 아가씨다.,you’re a good lady.,You're a good young lady.
좀 무모하긴 했지만 책임감도 있고.,"you’re a bit reckless, but you’re responsible.","You're a bit reckless, but you have a sense of responsibility."
내 생각에도 네 판단이 객관적으로 옳았다.,I also think your decision was objectively correct.,I also think your judgment was objectively correct.
그러니 시그렌이 뭐라고 했든 별로 신경 쓰지 않았으면 좋겠어.,so I hope you don’t care about what siegren said.,So I hope you don’t pay much attention to what Siegren said.
남자친구의 생각 하나에 이렇게 흔들리기엔…,it’s a shame for you to be swayed...,To be swayed just by a boyfriend's opinion is a waste.
네가 너무 아깝다.,...by your boyfriend’s opinion.,You're worth more than that.
