hangle,first_translate,second_translate
망했다…,I’m doomed...,I'm doomed...
이게 다 시그렌 때문이야.,this is all because of siegren.,This is all Siegren's fault.
자연사 위장 운운하는 아벨에게 상담할 수도 없고.,I can’t even talk to abel about it since he’s talking about making it look like a natural death.,I can't even consult Abel about it since he's going on about making it look like a natural death.
지금쯤이면 유니스와 서서히 연인이 되어야 하는 시점일 텐데.,"by now, eunice and siegren should be slowly becoming lovers.","By now, Eunice and Siegren should be gradually becoming a couple."
시그렌은 정작 나한테 고백이나 하고.,but siegren confessed to me instead.,"But instead, Siegren ended up confessing to me."
내가 그렇게 열심히 운명적인 사랑을 써 놨는데!,I worked so hard to write their fateful love story!,I put so much effort into writing their destined love story!
‘왜 유니스를 안 좋아해’ 라고 물을 수도 없고!,I can’t even ask him why he doesn’t like eunice!,"I can’t even ask, “Why don’t you like Eunice?”"
시그렌은 대체 왜 날 좋아하는 거지?,"why does siegren like me, anyway?",Why does Siegren even like me?
우리는 나름 좋은 친구였는데.,we were pretty good friends.,We were pretty good friends.
"아니, 더 정확히는 내가 시그렌의 좋은 친구로 있고 싶었어.","no, to be exact, I wanted to be a good friend to siegren.","No, to be exact, I wanted to remain a good friend to Siegren."
그게 어린 시그렌에게 정서적으로 도움이 될 거라 생각했으니까.,I thought that would be emotionally helpful to the young siegren.,I thought that would provide emotional support to young Siegren.
…돌이켜 보면 결국 모든 게 내 알량한 만족을 채우기 위한 것이었을지도.,"looking back, it might have been to satisfy my own ego.","…Looking back, maybe it was all just to satisfy my own petty sense of fulfillment."
"시그렌에게 잘 대해 주면서 정도 들고, 나름대로 내 죄책감도 덜었었지.","I grew fond of siegren while being nice to him, and I eased my guilt.","I grew attached to Siegren while treating him well, and in my own way, I also lessened my guilt."
"솔직히 시그렌의 행복을 바라고 있지만,","honestly, I want siegren to be happy,","Honestly, I do want Siegren to be happy,"
딱히 그를 온전하게 진심 어린 우정으로 대하고 있던 건 아니었어.,but I wasn’t treating him with genuine friendship.,I wasn't exactly treating him with genuine friendship.
이런 내 위선을 모르고 시그렌이 반했다면 미안한 일이야.,"if he fell for me without knowing my hypocrisy, I feel sorry for him.","If Siegren fell for me without knowing my hypocrisy, then I feel sorry for him."
그리고 상황 자체도 고민할 여지가 있어.,and the situation itself is something to think about.,And the situation itself is something worth considering.
"내 입장에서는 원작의 흐름대로 가도 문제고, 안 가도 문제잖아.","from my perspective, it’s a problem whether the story goes as it’s supposed to or not.","From my perspective, it's a problem whether the original story follows its course or deviates from it."
전자라면 당연히 내 결말은 영혼까지 고통받는 베드 엔딩이지.,"if it does, I’ll have a bad ending where I suffer even in the afterlife.","If things follow the original path, my fate will be a bad ending where even my soul suffers."
후자도 몇 가지 문제가 있는데…,"and if it doesn’t, there are a few problems...",The latter also has a few problems...
"후에 어둠은 계속 나타나고, 마물의 흉포화는 더욱 많이 진행될 거란 거지.","the darkness will continue to appear, and the demons will become even more violent.","Later on, the darkness will keep emerging, and the monsters will grow even more ferocious."
결국 시간이 지나면 막을 수 없을 게 분명해.,"in the end, it’ll be impossible to stop them.","In the end, it’ll clearly be impossible to stop it."
"어둠을 없애려면 유니스가 가진 힘이 필수인데,","eunice’s power is essential to get rid of the darkness,",Eunice's power is essential to eliminate the darkness.
그 유니스의 힘을 본격적으로 각성시키는 계기가 바로 시그렌과의 사랑이라고~!,and the trigger to awaken her power is her love with siegren!,And the key to fully awakening Eunice's power is her love for Siegren!
시그렌과 이어지지 않은 유니스가 영영 자신의 힘을 각성하지 못한다면…,"if eunice doesn’t end up with siegren and never awakens her power,","If Eunice doesn't end up with Siegren, she might never awaken her power..."
잘못하면 세계가 멸망할지도.,the world might end.,The world might be destroyed if things go wrong.
"유니스와 시그렌의 힘으로 어둠을 어느 정도 몰아내지만,",is it impossible for eunice and siegren to use their powers to drive out the darkness...,"Eunice and Siegren can drive out some of the darkness with their powers, but..."
내가 죽지는 않는 결말… 같은 건 불가능할까.,...and for me to not die?,...and is there no way for me to survive?
"아니, 그보다도 당장 눈앞에 닥친 일이 문제야~!","no, the problem is what’s right in front of me!","No, the bigger problem is what's right in front of me!"
시그렌한테 고백받은 거 어떻게 할 거냐구~,what am I going to do about siegren’s confession?,What should I do about Siegren's confession?
"생각해보면 결혼하자는 이야기를 들은 것도 아니고,","thinking about it, he didn’t ask me to marry him.","Thinking about it, it's not like he proposed or anything."
그냥 고백이잖아?,it was just a confession.,"It's just a confession, after all."
그냥 눈물을 머금고 뻥! 차버릴까?,should I just reject him with a heavy heart?,Should I just reject him outright with a heavy heart?
"피오나, 있어?","fiona, are you there?","Fiona, are you there?"
