hangle,first_translate,second_translate
내 눈에 흙이 들어가기 전까지는 안 된다.,over my dead body.,Over my dead body.
"조만간 진짜로 그놈의 흙, 뿌려버릴 거예요…",I’m going to bury you for real someday...,I’ll throw that dirt on you myself someday…
호오.,oh.,oh.
지름길이라 그런지 좀 외지네.,it’s a little remote since it’s a shortcut.,It's a bit secluded since it's a shortcut.
"주군께서 그렇게 헤일론으로 가 버리셨으니,","since his grace went back to heylon,","Since his grace left for Heylon like that,"
그동안 아가씨 몸에 생채기라도 나면 저희가 죽겠군요.,we’ll be dead if you get hurt in the meantime.,We'll be as good as dead if you get even a scratch in the meantime.
설마 헤일론에서처럼 막무가내로 돌아다니실 건 아니겠죠?,"you’re not going to wander around recklessly like you did in heylon, are you?","you're not planning to wander around recklessly like you did in Heylon, are you?"
"잠깐, 제가 언제 그랬어요?","wait, when did I ever do that?","Wait, when did I ever do that?"
"제 기억으로는 2, 4 성벽의 용병과 병사들을 쥐 잡듯이 잡으셨는걸요?","from what I remember, you cracked down on the mercenaries and soldiers of the second and fourth walls.","From what I remember, you cracked down hard on the mercenaries and soldiers of the second and fourth walls."
아,oh.,Oh.
그건 약간의 서열 정리였어요.,I was just putting them in their place.,It was just a bit of hierarchy adjustment.
그때의 피오나 아가씨는 최고였죠.,you were the best back then.,"Back then, you were truly the best, Lady Fiona."
귀여운 여자애가 싱글싱글 웃으면서 커다란 남자들을 휘어잡는 모습이란!,it was so cute to see a little girl smiling while controlling those big men!,It was so cute to see a little girl grinning while dominating those big men!
내가 그랬던가.,did I really do that?,Did I really do that?
"아, 아가씨를 비난하는 건 아닙니다.","I-I’m not criticizing you, my lady.","I-I’m not criticizing you, my lady."
오히려 그 모습에 반한 놈들도 있으니까요.,some people even fell for you because of that.,Some people even fell for you because of it.
반하다니…,fell for me...?,Fell for me...?
정말이라니까요.,I’m serious.,I'm telling the truth.
제 친구 중 하나도…,one of my friends--,One of my friends...
이자크 경?,sir isaac?,Sir Isaac?
누군가 접근하고 있습니다.,someone is approaching.,Someone is approaching.
제길!,damn it!,Damn it!
"아가씨, 절대 마차 밖으로 나오지 마세요!","my lady, don’t come out of the carriage!","My lady, please stay inside the carriage no matter what!"
수상쩍은 놈들이 있습니다!,there are some suspicious people!,There are some suspicious individuals!
습격입니다!,we’re under attack!,We're under attack!
