hangle,first_translate,second_translate
피오나는 5년간 시그렌을 제 몸처럼 아꼈다.,fiona cherished sigren like her own life for five years.,Fiona cherished Sigren as if he were a part of herself for five years.
시그렌~!,sigren!,Sigren~!
‘피오나가 시그렌을 좋아하는 게 아닐까?,there were rumors...,"People wondered, 'Does Fiona like Siegren?'"
…하는 소문이 돌 정도로.,...that fiona liked sigren.,...to the point where rumors spread that Fiona liked Sigren.
하지만,but...,But...
피오나는 시그렌조차 이곳에 내버려 두었다.,...fiona left sigren behind as well.,Fiona left Sigren behind as well.
"마치 이제 내 의무는 끝났어,","it was as if she was saying,","It was as if she was saying, ""My duty is done now."""
라고 말하는 것처럼.,“my duty is over now.”,"It's as if she's saying, ""My duty is over now."""
"…피오나는 어릴 적부터 이 사회의 어느 것에 속하거나,",fiona has always been reluctant to belong to society...,…Fiona has always been reluctant to belong to any part of this society...
인간관계에서 영향을 주고받는 것 자체를 꺼리는 듯해.,...or to be affected by human relationships.,...or to be influenced by human relationships.
이유는 알 수 없지만.,I don’t know why.,I don't know the reason.
아벨...,abel...,Abel...
……이 아니라 스승님.,"I mean, master...","...I mean, Master."
들어와라.,come in.,Come in.
늦었다.,you’re late.,You're late.
부르자마자 바로 온 겁니다.,I came as soon as you called.,I came right away when you called.
왜 부르셨는지는 모르겠지만요.,"I don’t know why you called me, though.",I don’t know why you called me.
어디 한번 계속 그런 식으로 굴어 보거라.,go ahead and keep acting that way.,Go ahead and keep behaving that way.
방금 피오나에게 편지가 온 참인데.,I just received a letter from fiona.,I just received a letter from Fiona.
정말 딱 용건만 있군요.,she got straight to the point.,She really got straight to the point.
너와 관련된 내용이 없다고 답지 않게 툴툴거릴 생각이냐?,are you going to complain that it doesn’t concern you?,Are you going to grumble about it even though that's not like you?
애초에 기대도 안 했습니다.,I didn’t expect it to.,I never expected anything in the first place.
그리고,and...,And...
이제는 아무래도 상관없습니다.,...it doesn’t matter anymore.,It doesn’t matter anymore.
제가 그녀를 만나러 갈 테니까요.,I’m going to go see her.,I'm going to meet her.
그래.,right.,Right.
"‘나는 현 황실과 사이가 좋지 않고,",I told you a few years ago...,I told you a few years ago that I don't have a good relationship with the current royal family.
더불어 네가 황가의 사생아란 사실도 알고 있다.’,...that I’m not on good terms with the imperial family...,"...that I’m not on good terms with the imperial family, and moreover, I also know that you are an illegitimate child of the imperial family."
…라고 몇 년 전에 이야기했었지.,...and that I know you’re an illegitimate child of the imperial family.,...and that I told you a few years ago that I know you’re an illegitimate child of the imperial family.
…네.,yes...,...Yes.
스승님은 정식 황자로 인정받는 게 어떠냐고 하셨죠.,you asked me if I wanted to be recognized as an official prince.,You asked me if I wanted to be acknowledged as a legitimate prince.
그래.,right.,That's right.
그 때 너는 아무런 대답도 하지 못했고.,you didn’t give me an answer back then.,You couldn't give me an answer back then.
그랬었죠.,that’s right.,That's right.
"복수와 삶, 평온을 두고 망설였으니까.",I was hesitating between revenge and a peaceful life.,"I hesitated between revenge, life, and peace."
그런 네가 최근,"but recently,","Yet recently,"
내 제안에 결정을 내렸다.,you made a decision about my offer.,You have made a decision about my offer.
"하지만 시그렌,","but sigren,","But, Sigren,"
네가 수도로 돌아가고 싶다면 그에 걸맞은 공적을 세워야 한다.,"if you want to go back to the capital, you need to make a contribution worthy of that.","If you want to return to the capital, you must achieve a merit befitting that."
너는 지금 아무것도없는 황가의 사생아야.,you’re an illegitimate child of the imperial family with nothing right now.,You’re an illegitimate child of the imperial family with nothing to your name right now.
"하지만 헤일론이란 가문을 등에 업고,",but if you have house hylon behind you...,But if you have the Hailon family backing you...
수도의 백성이 환호성을 지를 공적을 세운다면 상황은 달라진다.,"...and make a contribution that would make the people of the capital cheer, the situation will be different.","...and if you achieve a feat that would make the people of the capital cheer, the situation will change."
그러니,so...,So...
‘황자 시그렌’의 존재를 각인시킬 무언가가 필요해.,...you need something to make the existence of “prince sigren” known.,"You need something to make the existence of ""Prince Sigren"" stand out."
예를 들어…,"for example,",For example...
"척박한 영지 헤일론에서 마물의 우두머리 격인 존재를 잡아,",you could catch the leader of the demons in the barren land of hylon...,you could defeat the being that serves as the leader of the demons in the barren land of Hailon...
수많은 사람들을 구한 황자의 이야기라든가.,...and save countless people.,...the story of a prince who saved countless people.
"네가 조건만 다 갖춘다면,","if you meet all the conditions,","If you fulfill all the conditions,"
필요한 무대는 내가 마련해주마.,I’ll prepare the stage you need.,I'll prepare the stage you need.
그러니 황자의 자리를 되찾고,so if you want to reclaim your title as prince...,So if you want to reclaim your position as a prince...
고향으로 돌아가고 싶다면.,"...and go back to your hometown,","...and return to your homeland,"
"살아야 한다, 시그렌...","you need to live, sigren.","You must survive, Sigren..."
시그렌!,sigren!,Sigren!
"어디 한번 영웅이 돼 보거라, 시그렌.","go ahead and try to be a hero, sigren.","Go ahead and try to be a hero, Sigren."
