hangle,first_translate,second_translate
"귀여운 막내가 오랜만에 돌아왔으니,",I'm sure you'll give me a warm welcome...,I'm sure you'll give your adorable youngest a warm welcome after so long.
분명 환대해 주시겠죠?,...since your cute youngest daughter has come back.,"I'm sure you'll welcome me warmly, right?"
전 제 가족들이 변하지 않은 것 같아서 기쁘거든요.,I'm happy that my family hasn't changed.,I'm glad to see that my family hasn't changed.
진심으로요.,I really am.,I truly mean it.
…아.,oh...,...Ah.
뭔가 낯선데…,something feels strange...,Something feels unfamiliar...
"그러고 보니까 여기…,",that's right...,Now that I think about it...
헤일론 성이 아니라 그린 백작가구나…,"this is the green estate, not castle heylon...","This is the Green estate, not Heylon Castle..."
다행히 괜찮은 방을 줘서 잘 잤어.,I'm glad they gave me a nice room. I slept well.,"I'm glad they gave me a decent room, so I slept well."
예전처럼 다락방을 주면 뒤집어엎으려 했는데.,I was going to turn the place upside down if they gave me the attic like before.,I was planning to turn the place upside down if they gave me the attic again like before.
"어제 얼빠진 그 표정들,",I liked...,I liked their dumbfounded expressions yesterday.
마음에 들었었지.,...the look on their faces yesterday.,I liked the look on their faces yesterday.
"그 사람들,",it looks like...,"Those people,"
보아하니 상속 문제 때문에 분열하면서 싸울 것 같던데….,...they're going to fight over the inheritance...,Looks like they're going to end up fighting over the inheritance.
난 휘말리기 싫어.,I don't want to get involved.,I don't want to get caught up in this.
상속 포기 각서에 사인을 하고 오늘내일 안에 떠나는 게 좋겠다.,I should sign a waiver of inheritance and leave in the next day or two.,I should sign a waiver of inheritance and leave within a day or two.
피오나 아가씨.,miss fiona.,Miss Fiona.
세숫물을 가지고 왔습니다.,I brought some water for you to wash up.,I've brought water for you to wash up.
들어와요.,come in.,Come in.
…고마워요.,thank you...,...Thank you.
"아, 조심 좀 하지.","oh, be careful.","Oh, be careful."
확 내려놓는 바람에 물이 튀었잖아.,she put it down so hard that the water splashed.,"She slammed it down, making the water splash."
헤일론의 하녀들은 이런 실수를 하지 않는데.,the maids at heylon don't make mistakes like this.,The maids at Heylon don't make mistakes like this.
응…?,huh...?,Huh...?
세숫대야가 왜 이렇게 더럽지?,why is the washbasin so dirty?,Why is the washbasin this dirty?
물에서 찝찝한 냄새도 올라오고.,the water smells bad too.,The water has a nasty smell too.
"이거,",this is...,This is...
걸레 빤 물이잖아!,...water from a mop!,This is water used to rinse a mop!
