hangle,first_translate,second_translate
"네 몸이 너무 안 좋아서, 당장 영주의 성으로 이동할 수가 없었어.",you were in such bad shape that we couldn’t take you to the lord’s castle right away.,You were in such bad shape that we couldn't move you to the lord's castle immediately.
다른 사람들은 모두 무사하니까 걱정하지 마.,don’t worry. everyone else is safe.,"Don't worry, everyone else is safe."
그렇구나.,I see.,I see.
"…뭐해, 누워서 더 쉬어.",what are you doing? lie down and rest.,What are you doing? Lie down and rest some more.
"날 구하기 위해서 다른 사람들이 얼마나 고생했을지,",I want to find out how much trouble everyone went through to save me...,I want to find out how much everyone struggled to save me...
내가 어둠 속에서 본 게 뭔지…,...and what I saw in the darkness.,…and what I saw in the darkness.
당장이라도 알아보고 다니고 싶어서.,I want to know right away.,I want to go around and find out right away.
안돼.,no.,No way.
지금은 절대안정이야.,you need to rest now.,You must remain completely still for now.
알고 있어. 실은 돌아다닐 힘도 없다고.,I know. I don’t even have the strength to walk around.,"I know. Honestly, I don't even have the strength to move around."
그래도 꼭 하고 싶은 게 하나 있어.,but there’s one thing I want to do.,But there's still one thing I really want to do.
뭔데?,what is it?,What is it?
"…시그렌, 이리 와.","siegren, come here.","Siegren, come here."
…왜 그러는 거야?,what is it...?,...Why?
네가 우는 것 같아서.,it looked like you were crying.,It seemed like you were crying.
안아주고 싶어.,I wanted to hug you.,I want to hug you.
저러고 있으니까,he looks...,Seeing him like that...
꼭 어린아이 같아.,...like a little child.,Just like a little child.
옛날 생각나네.,it reminds me of the past.,It reminds me of the old days.
피오나.,fiona.,Fiona.
너 때문에 미칠 것 같아….,I feel like I’m going to go crazy because of you...,You're driving me crazy...
"이틀 뒤,","two days later,","Two days later,"
피해지역 근처 도시.,a city near the affected area.,A city near the disaster zone.
잘못될까 봐 진짜 걱정했어요.,I was so worried that something bad had happened to you.,I was really worried that something might go wrong.
의식도 없으셨고…,you were unconscious...,You were unconscious...
"혼수상태는 물론이고, 체온도 낮았죠.","you were in a coma, and your body temperature was low.","You were in a coma, and your body temperature was low as well."
"한마디로,","in other words,","In other words,"
반 시체였지.,you were half a corpse.,You were practically a corpse.
"무사하면 됐지, 뭐.","well, I’m fine now.","As long as I'm safe, that's what matters."
주군과 시그렌 전하도 그렇게 생각할까요?,do you think his grace and prince siegren will think the same?,Do you think His Grace and Prince Siegren would agree?
공작님에게는 비밀로 해주세요…,please don’t tell his grace...,Please don't tell the duke...
주군께 감히 비밀을 만들 수는 없죠.,I can’t keep secrets from my master.,I cannot dare to keep secrets from my lord.
하…,haa...,Ha...
"어쨌건,","anyway,","Anyway,"
그 후에 다른 사람들에게 감사 인사를 잔뜩 받았다.,I received a lot of thanks from other people after that.,"After that, I received many words of gratitude from others."
"아카데미 연구원들은 물론이고, 엑스트라 기사들도 날 찾아왔었지.","not only the academy researchers, but even the extra knights came to see me.","Not only the academy researchers, but even the extra knights sought me out."
영지의 주인인 렐턴 후작도 우리를 환대하며,"marquess relton, the owner of the land, also welcomed us...","Marquess Relton, the lord of the territory, also welcomed us..."
저녁 식사에까지 초대해 주었고.,...and invited us to dinner.,...and even invited us to dinner.
"이번 일로 유니스의 힘에 가능성이 있다는 것도 확인했으니,","we also confirmed that eunice’s powers have potential,",We also confirmed that Eunice's powers hold potential through this incident.
일이 꽤 잘 풀렸다 할 수 있겠어.,so I can say that things worked out quite well.,I can say that things worked out quite well.
후작의 저택으로 이동 중,on the way to the marquess’s manor,On the way to the marquis's manor
"하지만,","however,","However,"
풀리지 않는 의문도 여럿 있네…,there are still many unresolved mysteries...,There are still several unresolved mysteries...
어둠 속의 그 사람은 대체 누구일까?,who was that person in the darkness?,Who was that person in the darkness?
…그냥 환각이려나?,was it just a hallucination...?,…Was it just a hallucination?
어둠이 환각도 보여주던가…,does the darkness show hallucinations...?,Does the darkness create hallucinations too...?
고민해도 좀처럼 답이 안 나오네.,I just can’t seem to find an answer.,I just can't seem to find an answer.
그리고,and...,And...
또 하나의 의문점.,...there’s one more question.,There's one more mystery.
"어둠에 빨려 들어가기 직전,","right before I was sucked into the darkness,","Right before being sucked into the darkness,"
뒤!!,behind you!!,Behind you!!
"잠깐이지만,","it was just for a moment,","It was only for a brief moment,"
어둠이 다가오는걸 막을 수 있었어.,but I was able to stop the darkness from coming.,"I was able to stop the darkness from approaching, even if only for a moment."
"나는 혹시,",could it be...,Could it be that I...
어둠을 조종할 수 있는 걸까?,...that I can control the darkness?,Could I possibly control the darkness?
