hangle,first_translate,second_translate
이따가 네가 시간이 나면 같이 만들어 줄게.,I’ll make one with you later if I have time.,I'll make one with you later if you have time.
어차피 너 공작이 시킨 일 먼저 끝내야 하잖아.,"you have to finish the task the duke gave you first, right?","You have to finish the task the duke assigned you first anyway, right?"
좋아! 약속이야.,okay! it’s a promise.,Okay! It's a promise.
공작님이 시킨 일 빨리 끝나면 같이 놀자.,let’s play together after you finish the duke’s task.,Let's play together once you quickly finish the duke's task.
나 같은 놈이랑 노는 게 뭐가 재미있다고.,what’s so fun about playing with someone like me?,What's so fun about hanging out with someone like me?
난 또래 여자애들이 재밌어할 법한 건 모른단 말야.,I don’t know what girls my age find fun.,I don’t know what girls my age would typically find fun.
너한테 건넬 상냥한 말 한마디조차 떠오르지 않는다고.,I can’t even think of a single kind word to say to you.,I can't even think of a single kind word to say to you.
그리고 난 아직도….,and I still...,And I still...
저 녀석이 마법사란 게 믿기지 않아.,...can’t believe she’s a mage.,I can't believe she's a mage.
싸우는 걸 못 봐서 그런가.,maybe it’s because I haven’t seen her fight.,Maybe it's because I haven't seen her fight.
그도 그럴게,"then again,","Then again, that makes sense."
저렇게 동화 속에 나오는 겨울 요정같이 생겼는걸.,she looks like a winter fairy from a storybook.,She looks like a winter fairy straight out of a storybook.
쌓인 눈처럼 하얀 은발에,she has silver hair as white as the snow...,Her silver hair is as white as the fallen snow...
장미처럼 붉은색 눈동자,...and eyes as red as roses.,...and eyes as red as a rose.
피부도 뺨 빼고는 희다 못해 창백하고,"her skin is so pale, except for her cheeks...",Her skin is so pale—almost deathly—except for her cheeks.
…비현실적이야.,she’s unreal.,…She's unreal.
꼭 눈 위를 뛰어다니는,she’s like a white rabbit...,She’s like a white rabbit running on the snow.
흰 토끼 같아.,...running through the snow.,Like a white rabbit.
"그런데,",but...,"But,"
이런 작은 애가 제일 위험한 제2 성벽을 방어하는 마법사라고?,...this little girl is a mage who defends the most dangerous second wall?,This little girl is a mage defending the most dangerous Second Wall?
저런 애를 사지까지 내몰아버린 놈들한테 화가 나!,I’m angry at the people who sent her to such a dangerous place!,I'm angry at those who drove her to the brink of death!
그리고,and...,and...
서로 필요했을 뿐인 관곈데 왜 화가 나겠어?,"we only needed each other, so why would I be mad?","We only needed each other, so why should I be angry?"
그런 현실을 순순히 받아들이는 저 녀석에게도.,...at her for accepting that reality so easily.,...at her for accepting that reality so readily.
날 걱정할 시간에 본인 안위나 챙길 것이지.,she should worry about her own safety instead of mine.,She should worry about her own safety rather than mine.
응?,huh?,Huh?
피오나는 왜 나 따위를 걱정하는 걸까?,why does fiona worry about someone like me?,Why does Fiona worry about someone like me?
용병단의 고아 소년 따위를 챙겨 봤자인데.,there’s no point in caring for an orphan boy from a mercenary troop.,There's no point in looking after an orphan boy from a band of mercenaries.
혹시 피오나는 내가 황가의 핏줄이라는 걸 알고 있는 걸까?,does she know that I’m of imperial blood?,Does Fiona know that I’m of imperial blood?
"나를 죽이거나, 이용하기 위해서",is she approaching me...,Is she approaching me with the intent to kill or use me?
계획적으로 접근하고 있는 게 아닐까?,...to kill me or use me?,Is she deliberately approaching me?
피오나를 믿고 싶지만,"I want to trust fiona,","I want to trust Fiona,"
동시에 믿을 수 없다.,but I can’t.,"At the same time, I can't trust her."
배신당하면 견딜 수 없을테니까….,I won’t be able to handle it if she betrays me...,I wouldn't be able to bear it if she betrayed me...
시그렌.,siegren.,Siegren.
왜?,what?,Why?
용병들 사이에서 규율은 어떤 식으로 정해져?,how are rules set among mercenaries?,How are rules established among mercenaries?
그러니까 그들을 통제하는 방법 말이야.,"I mean, how are they controlled?","I mean, how do you control them?"
단순해. 약육강식이야.,it’s simple. it’s the survival of the fittest.,It’s simple. Survival of the fittest.
"자신보다 강한 자에게는 비굴해지고,",they’re submissive to those stronger than them...,They’re submissive to those stronger than themselves.
약한 상대에게는 당당해져.,...and confident against those weaker than them.,...and act dominant toward those weaker than them.
용병들을 통제하고 싶다면….,"if you want to control the mercenaries,","If you want to keep the mercenaries in check,"
목숨이 간당간당한 위협을 보여주는 수밖에 없지.,you have to show them that their lives are in danger.,You have to show them a threat severe enough to make them fear for their lives.
그렇구나.,I see.,I see.
전형적인 강약약강이다.,they’re strong against the weak and weak against the strong.,It's a textbook case of being strong against the weak and weak against the strong.
역시 처벌은 좀 센 게 좋겠네.,then I guess the punishment should be severe.,I suppose the punishment should be quite severe.
알겠어.,all right.,Got it.
그 어떤 모자란 자도 단번에 알아들을 수 있도록!,so that even the most foolish can understand!,So that even the most foolish will understand instantly!
"고마워, 시그렌.","thank you, siegren.","Thank you, Siegren."
도움이 됐어.,that was helpful.,That was helpful.
