hangle,first_translate,second_translate
사과 드리겠습니다. 황후 폐하.,"I apologize, your majesty.","I apologize, Your Majesty."
피오나 영애.,lady fiona.,lady fiona.
예?,yes?,Yes?
같이 시간을 보내는 걸 허락해 주겠나.,would you allow me to spend some time with you?,Would you allow me to spend some time with you?
날 빼주려는구나.,he’s trying to get me out of here.,He's trying to leave me out.
안 됩니다.,no.,No.
아벨?,abel?,Abel?
영애의 의견은?,"what do you think, my lady?","What is your opinion, my lady?"
…물론입니다.,of course.,…Of course.
영광이군.,it would be an honor.,It would be an honor.
"시, 시그렌?!",s-siegren?!,S-Siegren?!
"뭐지, 이 유혹당하는 느낌은?!",what is this? why do I feel like I’m being seduced?!,What is this feeling? Am I being seduced?!
"그럼,","then,","Then,"
이만 실례하겠습니다.,excuse us.,I'll take my leave now.
"시그렌,","siegren,","siegren,"
너 뭐 잘못 먹었어?,did you eat something bad?,Did you eat something weird?
뭐가?,what?,What?
아까 그 태도 말이야.,I’m talking about your behavior earlier.,I mean your behavior from earlier.
내가 어떤 태도였는데?,what behavior?,What kind of attitude are you talking about?
이걸 뭐라고 말해야 하나.,how should I put this?,How should I put this?
네가 날 홀리는 느낌?,it felt like you were trying to seduce me.,It felt like you were trying to charm me.
하지만 손등에 입을 맞추는 건 사교계에서는 늘 있는 일이고…,but kissing the back of the hand is a common gesture in high society...,But kissing the back of the hand is a common gesture in socialite circles...
피오나.,fiona.,fiona.
다른 놈들이 널 쳐다보고 있어서 일부러 그랬어.,I did it on purpose because other guys were looking at you.,I did it on purpose because other men were looking at you.
이제야 내 태도가 좀 눈에 들어오나 봐?,are you finally noticing my behavior?,Are you finally starting to notice my behavior?
아.,oh.,Oh.
오늘따라 정말 이상하네…,he’s really strange today...,He's acting really strange today...
피오나.,fiona.,fiona.
응?,yeah?,Huh?
넌 여기 왜 남은 거야?,why did you stay here?,Why are you still here?
저번에 네가 곁에서 도와달라고 했잖아.,you asked me to stay by your side and help you.,You asked me to stay by your side and help last time.
기억하고 있어.,I remember.,I remember.
하지만 내 부탁이라면 다 들어줄 생각이야?,but are you going to do everything I ask?,But would you do anything I ask?
내가 할 수 있는 거라면.,if it’s something I can do.,If it's something I can do.
네가 할 수 있는 거라…,something you can do...,"Something you can do, huh..."
또 타이가 답답한가… 풀어줘야지.,is his tie uncomfortable again? I’ll loosen it for him.,Is his tie feeling tight again? I should loosen it for him.
"그럼 피오나,","then fiona,","Then, Fiona,"
응?,yeah?,Huh?
왜 내 부탁을 들어주려는 거야?,why are you trying to help me?,Why are you willing to grant my request?
"그야,","well,","Well,"
"앗,","ah,","Ah,"
다 풀었다.,I finished.,I untied it all.
네가 소중하니까…,because you’re important to me...,Because you're precious to me...
"시, 시그렌?",s-siegren?,S-Siegren?
너…… 진짜.,you...,You... seriously.
정말 사람 헷갈리게 하는 데 일가견이 있어…,you really have a knack for confusing people...,You really have a knack for making people confused...
헷갈리게 한다니?,confusing?,What do you mean by confusing?
됐어.,never mind.,Never mind.
네가 자꾸 그러니 나도 마음대로 할 거야.,"since you keep doing that, I’ll do as I please too.","Since you keep doing that, I'll do as I please too."
…피오나.,fiona...,...Fiona.
내일모레 거리에서 큰 야시장이 열린대.,I heard there’s going to be a big night market in town the day after tomorrow.,I heard a big night market will be held in town the day after tomorrow.
"아, 정말?","oh, really?","Oh, really?"
재미있겠다.,that sounds fun.,That sounds fun.
"우리, 만나자.",let’s meet up.,Let's meet up.
너랑 단둘이서만 외출하고 싶어.,I want to go out with just the two of us.,I want to go out with you alone.
