hangle,first_translate,second_translate
용들이 있는 곳으로.,...to where the dragons are?,To where the dragons are.
"아, 아가씨. 그건 너무 위험합니다!","m-my lady, that’s too dangerous!","Ah, my lady, that’s too dangerous!"
용들을 직접 만날지도 모르는 위험은…!,you might run into the dragons...!,You might end up facing the dragons...!
좋아.,all right.,All right.
…위험한 일인데 이유도 안 물어봐?,it’s dangerous. aren’t you going to ask why?,…This is dangerous. Aren’t you even going to ask why?
네가 아까부터 뭔가 마음에 걸린다는 표정이었으니까.,you had a look that something was bothering you.,You had a look that something was bothering you earlier.
"가 보면,",I’m sure I’ll find out...,"If we go, we’ll find out."
네가 왜 그랬는지 알 수 있겠지.,...why you were like that if we go there.,We'll find out why you were like that if we go there.
"피오나, 여기.","fiona, over here.","Fiona, here."
불을 땐 흔적이야.,it’s the remains of a fire.,It's the traces of a fire.
그렇네. 정말 아벨 일행이 여기까지 왔나 봐.,you’re right. abel and his men must have come this far.,You’re right. Abel and his group must have come this far.
…시그렌.,siegren.,...Siegren.
아주 먼 옛날에는 용들이 인간과 교류했던 시절이 있었어.,"a long time ago, there was a time when dragons interacted with humans.","A long time ago, there was a time when dragons interacted with humans."
심지어 한 용은,one dragon was even praised...,One dragon was even praised...
세상의 모든 지혜를 가졌다고 칭송받기도 했지.,...for possessing all the wisdom of the world.,...for possessing all the wisdom of the world.
처음 듣는 이야기야.,I’ve never heard of that before.,I've never heard that story before.
넌 그런 걸 어떻게 알고 있어?,how do you know that?,How do you know that?
"아차, 세계관의 이야기를…","oops, I was talking about the world’s history...","Oops, I was talking about the world's lore..."
그건… 지금은 잊힌 시대의 역사니까….,well... it’s history from a forgotten era...,Well... it's history from an era that's now forgotten.
"…피오나, 잠시.","fiona, wait.","Fiona, wait a moment."
동굴 안쪽에 핏자국이 있어.,there’s blood inside the cave.,There are bloodstains inside the cave.
핏자국이 얼어있기는 하지만,"the blood is frozen,","The bloodstains are frozen,"
아주 오래 지나지는 않았어.,but it hasn’t been that long since it was spilled.,But it hasn’t been that long.
바람이 불어오는 쪽이야.,it’s coming from the direction of the wind.,It’s the direction the wind is blowing from.
마물들이 모여있는 것을 보니 확실해.,I’m sure of it because the demons are gathered there.,I'm sure because the monsters are gathered.
이 근처에 아벨 일행이 있었다.,abel and his men were around here.,Abel and his group were around here.
하지만…,"however,",But…
"마물이라면 아벨이 있는 곳에 몰려 있을 줄 알았는데,","I thought the demons would be gathered where abel was,","I thought the monsters would be swarming where Abel was,"
이 주변을 맴돌고만 있었어.,but they were just hovering around this area.,But they were just circling around this area.
차라리 아벨이 이미 이곳을 떠난 거라면 좋겠지만…,"I’d rather abel had already left this place,",I’d rather Abel had already left this place…
그게 아니라면….,but if that’s not the case...,But if not…
피오나.,fiona.,Fiona.
"시그렌, 그쪽은 괜찮아? 다친 곳은?","siegren, are you all right? are you hurt?","Siegren, are you all right? Are you hurt anywhere?"
"멀쩡해, 저쪽에 있던 마물은 다 해치웠어.",I’m fine. I took care of all the demons over there.,I'm fine. I took care of all the monsters over there.
"그보다, 저쪽에 마물이 잔뜩 몰려있던 곳이 있었는데.","by the way, there was a place where a lot of demons were gathered.","More importantly, there was a place over there where a lot of monsters had gathered."
혹시 모르니까 조금은 대기했다가…,we should wait a little just in case--,"We should wait a little, just in case..."
…!! 피오나!!!,fiona!!!,Fiona!!!
"젠장, 기다려!","damn it, wait!","Damn it, wait!"
그쪽은 동굴 끝…!,that’s the end of the cave...!,That’s the end of the cave...!
"아벨,","abel,","Abel,"
제발 멈춰 피오나!!,"please stop, fiona!!","Stop, Fiona!!"
아벨…!!!,abel...!!!,Abel...!!!
아벨…?,abel...?,Abel...?
