hangle,first_translate,second_translate
"그러고 보니, 아버지가 제게 할 말이 있다고 하셨죠.","come to think of it, father said he had something to tell me.","Come to think of it, Father mentioned he had something to tell me."
깜빡 잊고 있었네요.,I completely forgot.,I totally forgot.
"찾으러 와줘서 고마워요,","thank you for coming to find me,",Thank you for coming to find me.
피오나 영애.,lady fiona.,Lady Fiona.
예쁘긴 진짜 예쁘다.,she really is pretty.,She really is beautiful.
백 번이고 천 번이고 찾으러 올게요!,I would come find you a hundred or even a thousand times!,"I'd come find you a hundred times, even a thousand!"
그러면…,then...,Then...
"이런 연유로 실례하겠습니다, 전하","please excuse me, your highness.","Please excuse me for this reason, Your Highness."
뭐?,what?,What?
젠장!!,damn it!!,Damn it!!
"전하께서 따라올지도 모르니까, 조금만 더 팔짱 끼고 걸어요.","his highness might follow us, so let’s walk arm in arm a little longer.","His Highness might follow us, so let's keep walking arm in arm for a bit longer."
그리고…,and...,And...
아까 몰래 주웠어요.,I picked this up earlier.,I secretly picked this up earlier.
고마워요.,thank you.,Thank you.
예쁘다~!!,it’s so pretty!!,It's so pretty~!!
그럼 갈까요?,shall we go?,Shall we go then?
네.,yes.,Yes.
흐음…,hmm...,Hmm...
황태자는 정말 곤란했지만 예상 밖의 인연을 얻었네.,"the crown prince was really troublesome, but I made an unexpected friend.","The crown prince was in a difficult situation, but he gained an unexpected connection."
헤일론의 잔혹한 마법사라.,the ruthless mage of heylon.,the ruthless sorcerer of Heylon.
