hangle,first_translate,second_translate
아버지는 어디까지나 중립의 위치를 지키려 하시니까요.,"my father wants to remain neutral, after all.","My father intends to maintain a neutral stance, after all."
"그럼, 리비아 영애가 줄 수 있는 도움은 무엇인가요?","then what kind of help can you give me, lady livia?","Then, what kind of help can Lady Livia provide?"
피오나 영애와 제가 사교계에서 더 친밀한 사이가 되는 거겠죠.,it would be for you and me to become closer in high society.,It would mean you and I becoming closer in high society.
그렇다면 그건…,then...,Then wouldn't that mean...
그냥 친구가 되는 거 아닌가요?,...wouldn’t that mean we’re just becoming friends?,Wouldn't that just mean we're becoming friends?
"뭐지, 이 어색한 침묵은!!",what is this awkward silence?!,What’s with this awkward silence?!
"그, 그렇게 됐으니…","y-yes, that’s what it means...","Well, I guess that’s how it turned out..."
앞으로 잘 부탁합니다?,please take care of me from now on.,Let's get along well from now on.
친구.,friend.,Friend.
"저도 잘 부탁해요,","you too,","I look forward to getting along with you too, Lady Fiona."
피오나 영애.,lady fiona.,lady fiona.
"시그, 아,","sig-- I mean,","Sig-- I mean,"
전하.,your highness.,Your Highness.
오래 기다리셨나요?,did you wait long?,Did you wait long?
아니.,no.,No.
"들어봐, 시그렌.","listen, siegren.","Listen, Siegren."
리비아 영애가…,lady livia...,Lady Livia...
나랑 붙어 다니자고 했어.,...asked me to stay close to her.,...asked me to stick with her.
"정치적으로는 중립이지만,","she’s politically neutral,","She's politically neutral, but..."
그거랑 별개로 황태자가 너무 싫어서 내 쪽에 힘을 실어주고픈 모양이야.,but she hates the crown prince so much that she wants to support me.,"But aside from that, she hates the crown prince so much that she wants to support me."
누가 들을 수도 있으니 밖으로 가자.,someone might hear us. let’s go outside.,Someone might overhear us. Let's step outside.
나도 그놈은 싫어.,I hate that bastard too.,I hate that guy too.
"하지만,",but...,But...
너와 보낼 시간을 그 영애에게 빼앗기는 것도 싫은데.,...I don’t want her to take away the time I spend with you.,I don’t want to have the time I spend with you taken away by her.
뭐?,what?,What?
에이. 뭐 그런 농담을 하고 그래?,"hey, why would you joke about something like that?","Hey, why are you joking about that?"
농담 아니야.,I’m not joking.,I'm not joking.
리비아 영애보다 나와 노는 게 더 재밌을 거야.,it’ll be more fun to hang out with me than with lady livia.,It'll be more fun spending time with me than with Lady Livia.
내가 그러도록 노력할 테니까.,I’ll make sure of it.,I’ll do my best to make it that way.
…응?,huh?,...Uh?
피오나.,fiona.,fiona.
