hangle,first_translate,second_translate
"전하보다 신분도 낮고 약해 보이는 영애에게 말싸움도 지고,",tell them that you lost a verbal fight to a lady who is of lower status and weaker than you...,Go tell everyone that you lost a verbal fight to a lady of lower status who even looks weaker than you...
일방적으로 맞았다고.,...and that you got hit by her.,...and that you were beaten up one-sidedly.
큭…,ugh...,Ugh...
이봐.,hey.,Hey.
지금 뭐 하는 거지?,what are you doing?,What are you doing right now?
"당장 이거 놓지 못, 못해?!",let go of me right now!,L-Let go of me right now!
으아~ 큰일이다.,"oh, no.","Oh no, this is bad."
이대로 두면 황태자 팔뼈라도 부러트리겠어.,he’s going to break the crown prince’s arm if I don’t do something.,"At this rate, the crown prince’s arm might even get broken."
이런 문제는 나중에 조용히 되갚아 줘야 한다고!,you have to pay him back later!,Such matters must be paid back quietly later!
"자자, 이만 가자.",let’s go now.,Let's go now.
그리고 전하.,"and your highness,","And, Your Highness,"
다음에는 쓰레기가 아닌 말을 내뱉으시길 바랍니다.,I hope you speak words instead of garbage next time.,"Next time, I hope you speak words instead of garbage."
으윽…,ugh...,Ugh...
너 이… @&$&^&*!!,you... @&$&^&*!!,you... @&$&^&*!!
너무 도발했나.,maybe I provoked him too much.,Maybe I provoked him too much.
앞으로 더 성가셔지겠네…,he’s going to be more of a pain now...,Things are going to get more troublesome from now on...
그 자식은 왜 자꾸 네 곁에 집적거리는 거야?,why does that bastard keep bothering you?,Why does that bastard keep hanging around you?
나도 그게 궁금하다.,I’m curious about that too.,I'm wondering about that too.
어쨌든 잘 참았어.,"anyway, you did a good job holding back.","Anyway, you held back well."
저번에 이어 두 번째로 그놈의 손목을 부러뜨릴 뻔했어.,I almost broke his wrist for the second time.,I almost ended up breaking his wrist for the second time.
너라면 진짜 할 것 같아서 겁나.,I’m scared because I know you would actually do it.,I'm scared because I feel like you really would.
…피오나.,fiona...,...Fiona.
응? 왜?,hm? what is it?,Hm? Why?
혹시 화났어?,are you mad at me?,Are you angry?
아까 테라스에서 먼저 뛰쳐나갔잖아.,you ran out of the terrace earlier.,You stormed out of the terrace before I did.
시그렌이 보기에는 그랬겠구나.,I guess it would have looked like that to him.,I guess it would have looked like that to you.
그게…,well...,Well...
화난 게 아니었으면 좋겠어.,I hope you’re not mad at me.,I hope you're not angry.
난…,I...,I...
"…너에게 미움받는 게,",...don’t want you to hate me.,Being hated by you...
뭐라고 할까.,how should I say this?,How should I put this?
그러니까…,um...,So...
…너무 무서워.,I’m scared.,I'm so scared.
시그렌…,siegren...,siegren...
