hangle,first_translate,second_translate
"부족한 몸이나, 모쪼록 최선을 다하겠습니다.","I may be lacking, but I will do my best.","I may be lacking, but I will do my utmost."
뭐지?,what’s wrong...,What is it?
이 오버 떠는 놈은…?,...with this guy?,Who is this overreacting guy?
진짜로 정식 예법대로 인사하는 놈은 처음 보네.,I’ve never seen anyone bow according to the formal etiquette.,I've never actually seen someone greet with proper formal etiquette before.
왜… 아무 말이 없지?,why... isn’t he saying anything?,Why... isn't he saying anything?
황태자 궁,the crown prince’s palace,the Crown Prince's palace
제길!,damn it!,Damn it!
"그놈의 시그렌,",that bastard siegren...,That damn Siegren...
시그렌!,siegren!,Siegren!
여태까지…,"until now,",Until now...
내 인생은 완벽했어!,my life has been perfect!,My life was perfect!
"난 황제 폐하의 유일한 아들이었고,","I was the emperor’s only son,","I was the sole son of His Majesty the Emperor,"
내 심기를 거스르려는 사람은 하나도 없었단 말이다.,and no one dared to cross me.,And no one ever dared to go against me.
그런데…,but...,But...
"오늘,","today,","Today,"
이 자리에서 시그렌을 정식 황자로 책봉하겠다!,I will officially appoint siegren as a prince!,I hereby officially appoint Siegren as a prince!
사생아 새끼가 그딴 식으로 등장하는 바람에!,that bastard appeared out of nowhere!,That illegitimate bastard made an entrance like that!
최소한 쥐 죽은 듯 있었다면 참아줄 생각이었지만…,"I was going to tolerate him if he stayed completely silent,","I might have let it slide if he had just stayed completely silent,"
"보란 듯이 사교계에 참석하고,",but he attended the social gatherings as if to spite me...,But he made a point of attending social gatherings...
커헉!,kegh!,Gah!
감히 내 멱살을 잡기까지 했지.,...and even dared to grab me by the collar...,...and even dared to grab me by the collar.
고작 여자 한명에 대해 이야기 했다는 이유로!,...just because I talked about some girl!,Just because I talked about a single girl!
내가 황제가 되면 맨 먼저 그 자식을 단두대에 올릴 거다.,"when I become emperor, I will behead that bastard first.","When I become emperor, the first thing I'll do is send that bastard to the guillotine."
하지만…,but...,But...
그 날은 아직 멀었지.,...that day is still far away.,That day is still a long way off.
그놈을 어떻게 괴롭게 할 방법이 없을까.,how can I make him suffer?,Is there a way to make him suffer?
있다.,there is a way.,There is.
그 자식이 유일하게 감정적인 동요를 나타낸 여자.,the only girl who made him show his emotions...,The only girl who ever made him show emotion.
피오나 헤일론!,fiona heylon!,Fiona Heylon!
아주 만약에라도 그녀에게 손을 댄다면…,if I even lay a finger on her...,If I were to lay even a single finger on her...
보아하니 마음에 꽤 두고 있는 것 같은데.,it seems like he has feelings for her.,It looks like he has quite a lot of feelings for her.
좀 건드려볼까.,should I mess with her?,Should I provoke her a little?
헤일론 공작이 싸고도는 여자애를 대놓고 어떻게 하기는 힘들지만…,"it won’t be easy to do anything to her since duke heylon protects her,",It won’t be easy to do anything to her since Duke Heylon shields her.
"내가 직접 하기 힘들다면,","but if I can’t do it myself,","But if it's difficult for me to do it myself,"
이봐!,hey!,Hey!
남을 부려 먹으면 되는 거잖아?,I can make others do the work for me!,I can just make others do the work for me!
당장 보좌관을 이리로 불러!,call my aide here right now!,Call my aide here right now!
