hangle,first_translate,second_translate
그러니까 이게 맞는 거잖아.,so this is the right thing to do.,"So this is how it should be, right?"
내심 정해왔던 끝이 마침내 왔을 뿐.,the ending I had inwardly decided has finally come.,The ending I had inwardly decided on has finally come.
…하지만,but...,...But
정말 지금도 시그렌은 내게 원작의 남자 주인공 뿐인 걸까?,is siegren really just the male protagonist of the original story to me?,Is Siegren really still just the male protagonist of the original story to me?
피오나,fiona.,Fiona.
"내 존재가 네게 부담이라면,","if my existence is a burden to you,","If my existence is a burden to you,"
그만할게. 전부.,I’ll stop everything.,I’ll stop everything.
…그렇구나.,I see...,...I see.
내가 시그렌에게 상처를 받은 것처럼,"just like how I hurt siegren,","Just like how I was hurt by Siegren,"
시그렌도 나에게 상처를 받은 거야.,he also hurt me.,He was also hurt by me.
이미 정해져 있는 대답을 내가 괜히 물은 걸까.,maybe I asked him a question when I already knew the answer.,Maybe I asked a question I already knew the answer to.
…그럼.,then...,"Alright, then."
"…안녕,","goodbye,","…Goodbye,"
피오나.,fiona.,Fiona.
가지마.,don’t go.,Don't go.
가지마 시그렌.,"don’t go, siegren.","Don't go, Siegren."
너를 상처입히려던 건 아니었어.,I didn’t mean to hurt you.,I never intended to hurt you.
"나를 걱정해서, 나를 좋아하기 때문에 그런 말을 한 걸 알아.",I know you said that because you were worried and cared about me.,I know you said that because you were worried about me and liked me.
하지만 내가 써 내린 세계에 대한 책임이 있으니 네 걱정을 모른 척했어.,but I ignored your worries because I had a responsibility to the world I wrote.,But I pretended not to notice your worries because I had a responsibility to the world I have written.
"사실 난 그저. 겁이 난 것뿐일지도 몰라,","honestly, I was just... scared.","Honestly, I might have just been scared."
네가 한없이 좋아지는데,"I keep falling endlessly for you,",I keep falling for you endlessly.
"난 언젠가 널 놓아줘야 하고,",but I have to let you go one day.,"But I know that one day, I have to let you go."
너의 행복을 위한 길은 원작대로 돌아가게 만드는 것이라고 생각하고 또 생각했어.,I kept thinking that the way for you to be happy was to return to the original story.,I kept thinking over and over that the way for you to be happy was to return to the original story.
하지만,but...,But...
"정말,","really,","Really,"
내가 너를 떠나보내도 괜찮은 걸까?,will it be okay to let you go?,Will it really be okay to let you go?
어떻게 괜찮을 수가 있어.,how can it be okay...,How could it possibly be okay?
내가 바라왔던 엔딩이,...when I realized...,The ending I had hoped for...
내게 아무것도 아니지 않았다는 걸 알았는데.,...that the ending I wanted wasn’t nothing to me?,I realized that the ending I wanted wasn’t meaningless to me.
네 옆에 있고 싶어.,I want to be by your side.,I want to stay by your side.
"시그렌, 가지마.","don’t go, siegren.","Don't go, Siegren."
헤어지기 싫어.,I don’t want to break up.,I don't want to break up.
왜…,why...?,Why...?
나 때문에 울 정도로 고민하지 마.,don’t worry about me so much that you cry.,Don't agonize over me to the point of tears.
피오나.,fiona.,Fiona.
…괜찮을 리가 없잖아.,how can it be okay...?,How could it possibly be okay...?
괜찮지 않아.,it’s not okay.,It's not okay.
왜 날 붙잡는 거야?,why are you holding me back?,Why are you stopping me?
네가 부담스러운 게 아니야.,you’re not a burden to me.,You're not a burden.
"갈수록 너를 계속 원하는데,","I keep wanting you more and more,",I keep wanting you more and more as time goes by.
네가 이 마음을 알면 부담스러워 할 것 같았어.,but I thought you would be burdened if you knew how I felt.,I thought you might feel burdened if you knew how I felt.
…그럴 리 없잖아.,how could I be...?,That can't be true.
그렇다면,then...,Then...
"…내게,",please...,…Give yourself to me.
너를 줘.,...be mine.,...be mine.
"시그렌, 나 겁내지 않을게","siegren, I won’t be scared.","Siegren, I won’t be afraid."
나랑 계속 같이 있자.,stay with me.,"Stay with me, always."
내 옆에서 너를 행복하게 해줄게.,I’ll make you happy by my side.,I'll make you happy by staying by your side.
피오나…,fiona...,fiona...
…하하.,haha...,…Haha.
"웃, 웃는 거야?!",are you laughing?!,Are you... laughing?!
난 진지하게─,I’m being serious--,I'm serious--
피오나.,fiona.,fiona.
어린 시절 네가 나를 위해 울어줬을 때부터,I’ve liked you...,Since the time you cried for me when we were children...
그때부터 좋아하고 있어.,...since you cried for me when we were young.,I've liked you since then.
나도 너를 좋아해,I like you too.,I like you too.
이제 피하지 않을게,I won’t avoid you anymore.,I won’t run away anymore.
"걱정도 안 시키고, 네 옆에 꼭 붙어있을 거야","I won’t worry you, and I will stick by your side.","I won't make you worry, and I will stick by your side."
"나, 앞으로는 질투도 할 거야.",I’m going to get jealous from now on.,I'm going to be jealous from now on.
상대가 나보다 훨씬 좋은 여자라 해도 순순히 헤어져 주지 않을 거고.,I won’t break up with you even if the other person is a much better woman than me.,"I won’t let you go so easily, even if she is a much better woman than me."
전부 마음대로 해.,do whatever you want.,Do whatever you want with me.
난 네 것이야.,I’m yours.,I’m yours.
피오나.,fiona.,fiona.
너는 항상 나를 잘 가지고 있어야 해.,you always have to keep me by your side.,You always have to take good care of me.
마음속에서 차오르는 기쁨에 질식할 것 같다.,I feel like I might suffocate from the rising joy in my heart.,I feel like I might suffocate from the joy welling up inside me.
"너, 이제는 못 물러.",you can’t back out now.,You can't back out now.
바라던 바야.,this is what I wished for.,This is what I wished for.
이제는,"now,","From now on,"
그 무엇도 되돌릴 수 없다.,there’s no turning back.,There’s no turning back now.
독자님들의 사랑과 관심으로 <내 남자 주인공의 아내가 되었다> 시즌 2가 무사히 마무리되었습니다. 작가님들의 휴식과 재정비 기간을 가지고 더 아름답고 재밌는 시즌 3으로 찾아뵙겠습니다. 앞으로도 많은 기대와 사랑 부탁드립니다. 감사합니다.,Season 2 of “I Became the Wife of the Male Lead” has come to an end thanks to all the love and support from our readers. We will return with a more beautiful and fun season 3 after the author takes a break and gets ready. Please look forward to it and continue to show us your love. Thank you.,"Season 2 of “I Became the Wife of the Male Lead” has successfully come to an end thanks to the love and support of our readers. After a period of rest and preparation, we will return with an even more beautiful and exciting Season 3. Please continue to look forward to it and show your support. Thank you."
