hangle,first_translate,second_translate
"잘됐다, 잠깐 쉴까?","good, I’ll take a break.","Perfect timing, maybe I should take a short break."
무슨 일인데요?,what is it?,What's the matter?
셀린…,celine...,celine...
이거 평범한 외출용 드레스가 아니죠?,"this isn’t a normal dress, is it?","This isn't just an ordinary dress, is it?"
"무도회용이랍니다, 아가씨.","it’s for a ball, my lady.","It's for a ballroom event, my lady."
역시…,I knew it.,Just as I thought...
"드레스를 이미 잔뜩 맞췄는데 또 맞추자고 해서 뭔가 싶었는데,",I was wondering why she wanted to get another dress made when I already have so many.,I was wondering why she wanted to have another dress made when I already had plenty.
게다가 여긴…,and this place is...,And this place is...
마리안 의상실이잖아?,...marianne’s boutique.,Isn't this Marianne’s boutique?
마리안 의상실.,marianne’s boutique.,Marianne Boutique.
말 그대로 수도 귀족 영애들에게 동경의 대상인 곳이다.,it’s a place that all the noble ladies of the capital dream of going to.,It's a place that noble ladies of the capital admire.
왜 소설 속에서 그런 곳 있지 않은가.,you know how there’s always a place like this in novels?,You know how there's always a place like this in novels?
"모든 귀족 영애들이 원하는 곳이자,","the place that all the noble ladies want to go to,","The place all noble ladies dream of going to,"
드레스 한 벌 받으려면 몇 달은 기다려야 한다고 설명하는 그런 의상실.,but they have to wait months to get a single dress.,An atelier where one has to wait months just to get a single dress.
"하지만 여주인공은 예외라서,","but the heroine is an exception,",But the heroine is an exception.
밥 먹듯이 드레스를 맞추는 그런 장소.,and she gets dresses made there all the time.,A place where she gets dresses made as if it were an everyday thing.
불공평해!,it’s so unfair!,It's so unfair!
여주인 유니스도 이 의상실에서 드레스를 맞추곤 했다.,eunice also got her dresses made at this boutique.,Eunice also had her dresses made at this boutique.
아마 아렌트가 그녀를 유혹할 때 그런 장면이 있었던 걸로 기억한다.,I think there was a scene where arendt seduced her here.,I think there was a scene where Arendt tried to seduce her here.
그런 의상실을 이토록 쉽게 이용할 수 있다니.,I can’t believe I can use this boutique so easily.,I can't believe how easily I can use this boutique.
과연 헤일론 가문이라고 감탄해야 할 지.,should I be impressed by house haylon?,Should I be impressed by the Haylon family?
"아니 근데,",but...,"But wait,"
이 전개 뭔가 이상하지 않나?,...doesn’t this seem a bit strange?,Doesn't this development seem a bit strange?
뭔가 마음에 걸려.,something’s bothering me.,Something feels off.
아아… 피오나 아가씨…,"oh, lady fiona.",Ah... Lady Fiona...
아가씨와 이렇게 옷을 보고 있으니 손녀와 드레스를 보던게 생각나네요.,looking at dresses with you reminds me of when I used to look at dresses with my granddaughter.,Looking at dresses with you reminds me of when I used to do the same with my granddaughter.
이젠 손녀와 그러는 건 힘든 일이지만…,I can’t do that with her anymore...,It's difficult to do that with my granddaughter now...
그치만 셀린 때문에 이상해도 끽 소리 하나 낼 수가 없어~!!,but I can’t say anything because of celine!,"Even if it feels weird, I can't utter a single complaint because of Celine!"
…아가씨.,my lady.,...My lady.
"의상실 직원들과 할 이야기가 조금 남았는데,",I have some things to discuss with the boutique staff.,I still have a few things to discuss with the boutique staff.
맞은 편의 카페에서 기다려 주실 수 있을까요?,could you wait for me at the cafe across the street?,Could you wait for me at the café across the street?
"네, 알겠어요.",all right.,"Alright, I understand."
시원해라~,this is nice!,This is so refreshing!
"이렇게 차가운 걸 마시다니,",I can’t believe I’m drinking something cold.,I can't believe I'm drinking something this cold.
헤일론에선 상상도 못 했는데.,I couldn’t even imagine this at house haylon.,I couldn’t even imagine this in Haylon.
이렇게 맨날 추운 법이 어디 있어~!!,why is it so cold all the time?!,Why is it always this cold?!
"날씨도 좋고,","the weather’s nice,","The weather is nice,"
시원한 것도 마셨고…,and I’m drinking something refreshing.,And I had something refreshing to drink.
기분 전환 제대로 하네~,this is a perfect refresh!,This is really refreshing!
나오길 잘했…,I’m glad I came out--,I'm glad I decided to step out--
"이런,",oh my.,"Oh no,"
또 만났군요.,we meet again.,We meet again.
이 목소리는…,this voice...,This voice...
아렌트… 후작님.,lord arendt.,Marquis Arendt...
"반갑습니다,","it’s nice to meet you,",It's a pleasure to see you.
셀린 영애.,lady celine.,Lady Celine.
