hangle,first_translate,second_translate
나 혼자만의 착각인지도 모르지만.,"it might just be my imagination, though.","It might just be my own misunderstanding, though."
"뭐, 적어도 전처럼 만지지 말라고 쳐내진 않는다.","well, at least he doesn’t push me away like he used to.","Well, at least he doesn’t push me away like before."
장족의 발전이다.,that’s a significant improvement.,That’s a significant improvement.
애초에 시그렌이 지속적인 폭력을 당해왔다면,"if siegren has been abused all this time,","If Siegren had been subjected to constant violence from the start,"
타인의 손길에 민감해지는 건 당연한 일이었다.,it’s only natural that he would be sensitive to other people’s touch.,It was only natural for him to be sensitive to others' touch.
지금 생각해보면 내가 흉터를 눈치챌까 봐 더욱 손대지 못하게 한 것 같다.,"looking back, I think he didn’t want me to touch him because he was afraid I’d notice his scars.","Looking back, I think he avoided my touch even more because he was afraid I’d notice his scars."
어.,oh.,Oh.
엇.,ack.,Oh.
상처 덧나!,your wound will get worse!,Your wound will get worse!
움직이지 말라니까.,I told you not to move.,I said don't move.
이 정도는 괜찮아.,it’s fine.,This much is fine.
거의 다 나았다고.,it’s almost healed anyway.,It’s almost healed.
안 돼. 다 나을 때까지는 몰라.,"no, I don’t know that until it’s completely healed.","No, not until it's completely healed."
이 누나의 말을 들어.,listen to your older sister.,Listen to your big sister.
전부터 궁금했던 건데….,I’ve been wondering...,I've been curious about this for a while...
"자꾸 누나 누나 거리는 데, 대체 몇 살이야?",you keep calling yourself my older sister. how old are you?,you keep calling me 'noona'. how old are you?
윽.,ugh.,Ugh.
육체적인 나이는 내가 한 살 어리긴 하지.,"physically, I am a year younger than him.","In terms of physical age, I am a year younger."
… 열세 살….,I’m 13...,...13 years old...
생각보단 많네. 열 살쯤 되나 했는데.,you’re older than I thought. I thought you were around 10.,You're older than I expected. I thought you were about ten.
뭐라고?!,what?!,What?!
"아벨이 매일 작다, 작다 하긴 하는데.","abel does keep saying I’m small,",Abel does keep saying I'm small all the time.
내가 그렇게 보일 정도로 체구가 작나?,but am I really that small?,Am I really that small to others?
한창 클 시기에 다락방에서 밥도 못 먹었으니 어쩔 수 없는데.,"I couldn’t eat properly in the attic during my growth period, so it can’t be helped.","I couldn’t eat properly while growing up in the attic, so it couldn’t be helped."
어쨌든 내가 한 살 많았네.,"anyway, I’m a year older than you.","Anyway, I’m still a year older than you."
정신적으로는 내가 더 위일걸.,"mentally, I’m probably older than you.","Mentally, I'm probably more mature than you."
너 혼자만의 착각이겠지.,you’re probably just imagining things.,You're probably just deluding yourself.
"헤일론 공작이 널 열심히 먹이던데,",I saw duke hylon feeding you a lot.,Duke Hylon has been making sure you eat well.
대체 옆으로도 위로도 안 크고 뭐 하는 거야?,why aren’t you growing taller or wider?,"Why aren’t you growing at all, either up or out?"
그러게….,I don’t know...,Yeah...
사실 난 체력도 형편없다.,"honestly, I have no stamina.","Honestly, my stamina is terrible."
그래서 마법을 쓸 때도 오랫동안 사용하지는 못한다.,that’s why I can’t use magic for a long time.,That's why I can't use magic for an extended period.
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다.,it’s like how I’m good at short-distance running but bad at long-distance running.,It’s like being good at sprinting but bad at long-distance running.
앞으로 열심히 자랄 거니까 괜찮아.,it’s fine. I’ll work hard to grow from now on.,It's fine. I'll make sure to grow well from now on.
"그래, 열심히 자라라.","yeah, you do that.",Keep growing well.
시그렌….,siegren...,Siegren...
"상태 좋아지고, 날 선 분위기도 가라앉으니까","now that he’s in a better condition and his sharpness has softened,","Now that he's in better shape and his tense atmosphere has eased,"
꼭 상아처럼 빛나는 것 같아.,he’s shining like ivory.,"He looks like he's shining, just like ivory."
내 새끼지만 정말 몇 년 후가 기대되는걸.,"even though he’s my kid, I’m really looking forward to seeing him in a few years.","Even though he's my kid, I really can't wait to see how he turns out in a few years."
"짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라.","you little rascal, use that shining beauty well on the female lead.","You little rascal, make good use of that shining beauty on the female lead."
내 얼굴에 뭐라도 묻었어?,is there something on my face?,Is there something on my face?
응? 아니.,huh? no.,Huh? No.
그런데 왜 이렇게 빤히 쳐다봐?,then why are you staring at me?,Then why are you staring at me like that?
잘생긴 것 같아서.,I thought you were handsome.,I just thought you looked handsome.
"아, 그래도 나중에 꼭 지조를 지키며 연애하렴.","oh, but you should be faithful when you date later.","Oh, but make sure to stay loyal when you date in the future."
아무리 너라도 내 사랑스러운 여주인공의 눈에 눈물 나게 하면 용서 못 해.,"even if it’s you, I won’t forgive you if you make my lovely female lead cry.","Even if it's you, I won't forgive you if you make my lovely heroine cry."
늘 생각하는 거지만 너 가끔씩 진짜….,"I always think this, but sometimes you’re really...","I always think this, but sometimes you really..."
아니다.,never mind.,Never mind.
왜?,why?,Why?
누가 누구한테 정신 연령이 위라고 하는 건지 모르겠다고.,I don’t know how you can say you’re older than me mentally.,I don’t know who’s calling who more mature.
보니까 사람 무서운 줄도 모르던데.,you don’t even know how scary people can be.,You don’t even seem to understand how frightening people can be.
아니거든.,"yes, I do.",That's not true.
나는 엄연히-,I’m clearly--,I am clearly--
피오나 아가씨!,miss fiona!,Miss Fiona!
제2 성벽에 대규모의 마물이 접근하고 있다고 합니다.,a large group of monsters is approaching the second wall.,A large horde of monsters is approaching the second wall.
아무래도 지금 전투 인원은 전부 모여야 될 것 같습니다.,I think we need to gather all the combat personnel.,It seems that all combat personnel need to be assembled now.
알겠어요. 바로 갈게요.,all right. I’ll be right there.,All right. I’ll be there right away.
감사합니다.,thank you.,Thank you.
무슨 소리야?!,what are you talking about?!,What do you mean?!
네가 왜 거기에 가?,why would you go there?,Why are you going there?
맞다. 시그렌에게 말을 아직 안 했지.,"oh, I haven’t told siegren yet.","Oh, I haven't told Siegren yet."
내가 전쟁에 참전한 마법사란 걸.,I’m a mage fighting in the war.,I'm a mage who has participated in the war.
"나, 여기서 싸우는 마법사야.",I’m a mage fighting here.,I'm a mage who fights here.
주로 하는 일은 2 성벽을 지키는 거고.,my main job is to protect the second wall.,My main duty is to defend the second wall.
알겠지?,okay?,Got it?
그러니까 이것 좀 놔-,so let go of my--,So let go of this--
…말도 안돼.,that’s ridiculous...,…That’s impossible.
뭐가?,what is?,What do you mean?
"뭐가, 라는 소리가 지금 나와?",how can you say that?,How can you even say that right now?
2 성벽은 이곳에서도 제일 위험한 곳이야!,the second wall is the most dangerous place here!,The second wall is the most dangerous place around here!
알기나 해?,do you even know that?,Do you even realize that?
평생을 전장에서 보낸 용병이나 기사들도,even mercenaries and knights who have spent their whole lives on the battlefield...,Even mercenaries and knights who have spent their entire lives on the battlefield...
한순간에 죽어서 나자빠진다고.,...drop dead in an instant.,They drop dead in an instant.
그런 장소를 너 같은 작은 애가 지킨다고?,how can a small kid like you protect a place like that?,A small kid like you protecting a place like that?
말이 되는 소리를 해!,you’re not making any sense!,Make it make sense!
북부 최강의 방패인 헤일론 성에 그토록 사람이 없는 거야?,"how can there be so few people at hylon castle, the strongest shield in the north?","Are there really so few people at Hylon Castle, the strongest shield in the North?"
이런 조그마한 애가 지키지 않으면 안 되는 상황이냐고!,why does a small kid like you have to protect it?!,Is it really a situation where a small kid like you has to be the one protecting it?!
