hangle,first_translate,second_translate
첫 만남이 그래서 못 미더울지도 모르겠지만….,"I know you might not trust me because of our first meeting,","Since our first meeting went that way, you might not trust me."
이래 봬도 실력이 나쁜 편은 아니거든.,but I’m not that bad.,"Believe it or not, I'm not lacking in skill."
"응, 알아.","yeah, I know.","Yeah, I know."
근데 그건 같이 가는 거랑 별개의 일이잖아?,but that has nothing to do with you coming with me.,But that’s a separate matter from you coming along.
어차피 너랑은 상관없는 일 아냐?,it’s not like it has anything to do with you.,It’s not like this concerns you anyway.
"피오나,","fiona,","fiona,"
그 뜻이 아니라….,that’s not what I meant...,That's not what I meant...
"…그러니까, 내가 하고 싶은 말은!",what I’m trying to say is...,What I’m trying to say is...
여차할 때 방패막이 정도는 해줄 수 있다는 뜻이야.,I can at least be a shield for you if something happens.,I can at least be a shield for you if things go south.
여기 있는 녀석들은 대부분 너한테 호의적이지 않으니까.,most of the people here aren’t friendly toward you.,Most of the people here aren’t exactly friendly toward you.
그리고 혼자보다는 둘이 낫고….,and two is better than one...,"And besides, two are better than one..."
… 알아들었으면 빨리 가자.,"if you understand, let’s go.","…If you get it, let's go."
어? 어….,huh? oh...,Huh? Oh...
잘은 모르겠지만,"I’m not sure,","I'm not sure, but..."
걱정해주는 걸까?,but is he worried about me?,Is he worried about me?
"뭐, 아니면 할 수 없지만.","well, if he’s not, then there’s nothing I can do.","Well, if he's not, then there's nothing I can do about it."
알았어.,all right.,Got it.
