hangle,first_translate,second_translate
하지만 최근 어둠의 등장이 잦아져 다들 위기의식을 느낀 거겠지.,"however, the recent increase in darkness has made everyone feel a sense of crisis.","However, the recent frequent appearances of darkness have made everyone feel a sense of crisis."
제인처럼 어둠이 기승을 부리는 이유가 궁금한 사람이 많을 거다.,"many people will be curious about the reason for the surge in darkness, just like jane.","Many people, like Jane, are curious about why the darkness is becoming more rampant."
사람들 중 일부는 이렇게 말하더군요.,some people say...,Some people have said this.
근래 어둠이 자주 나타나게 된 건,...that the reason darkness has been appearing so often lately...,That the reason darkness has been appearing so frequently lately...
분명,...is because...,"Surely,"
신이 분노하였기 때문이라고.,...god is angry.,Because God is angry.
듣자 하니 관련된 종교도 생겼다는 모양이에요.,I heard that a religion related to this has also emerged.,I heard that a religion related to this has even emerged.
종교까지요.,a religion?,Even a religion?
"성녀님, 여기가 마을 북부입니다.","saint yoanna, this is the northern part of the village.","Saint, this is the northern part of the village."
숲과 마을… 어느 쪽을 먼저 정화하는 게 좋을까요?,"which should we purify first, the forest or the village?","Which should we purify first, the forest or the village?"
으음…,hm...,Hm...
역시 숲 쪽이 좋겠어요.,I think we should start with the forest.,I think the forest would be better.
신의 분노…,god’s anger...,God's wrath...
그리고 종교.,...and a religion.,And a religion.
이런 내용을 내가 썼던가.,did I write about this?,Did I write something like this?
이 일들은,are these events...,Are these events...
정말로 신이 화가 난 탓에 일어난 걸까?,...really happening because god is angry?,Is this really caused by God's anger?
"아니,","no,","No,"
애초에 신이란 건 있는지 없는지도 모르는걸.,I don’t even know if god exists in the first place.,I don’t even know if God exists in the first place.
그럼,then...,Then...
"…만약 신이 한 짓이 아니라면,","if it’s not the work of god,","…If this isn’t the work of God,"
인간의 짓일 수는 있는 걸까?,could it be the work of humans?,Could it have been caused by humans?
너 말이다.,you.,"Hey, you."
"조사 끝나고 돌아올 때는 무언가 복잡한 얼굴이었다가,","you looked troubled when you came back from the investigation,","You had a complicated look on your face when you returned from the investigation,"
날 발견하고선 빤히 바라본 끝에,"but after you saw me and stared at me for a while,","But after you saw me and stared intently for a while,"
지금의 그 히죽거리는 표정으로 변했는데.,you started smirking like that.,your expression changed into a smirk.
대체 뭐냐?,what’s going on?,What’s with you?
내가 웃고 있었어?,was I smiling?,Was I smiling?
똥개 중에서 가장 잘생긴 똥개라고 생각하니 그만.,I was just thinking that you’re the best-looking among the mutts.,"I just thought that you're the best-looking among the mutts, that's all."
별거 아냐.,it’s nothing.,It’s nothing special.
…내 얼굴에 뭐 묻었어?,do I have something on my face?,…Do I have something on my face?
뭘 웃는 거야.,what are you laughing at?,What are you laughing about?
새삼 놀라워서.,I’m just amazed.,I'm just surprised all over again.
"겨울의 수호자라길래, 처음에는 몸집이 태산만 한 사람일 거라 생각했거든…","when I first heard you were the protector of winter, I thought you’d be as big as a mountain...","When I first heard you were the Protector of Winter, I thought you’d be as big as a mountain..."
평범한 사람이라 미안하네.,sorry to disappoint you.,"Sorry to disappoint you, but I'm just an ordinary person."
평범하다니.,what do you mean?,Ordinary?
너만큼 특이한 인간도 없을…,there’s no one as unique as you--,There's no one as unusual as you...
아가씨.,my lady.,My lady.
어둠이 같은 곳에 두 번 올 수도 있나?,can the darkness come to the same place twice?,Can the darkness appear in the same place twice?
"도, 도망쳐!",r-run!,R-Run away!
어둠이 오고 있어!,the darkness is coming!,The darkness is coming!
짐 챙길 시간 없어!,there’s no time to pack!,There’s no time to gather our belongings!
말을 타고 최대한 빨리 움직여!,get on your horses and move as quickly as possible!,Get on your horse and move as fast as you can!
엑스트라 기사들은 비전투 인원에게 최대한 붙는다!,"extra knights, stay close to the non-combat personnel!","Extra knights, stick as close as possible to the non-combat personnel!"
예!,"yes, sir!","Yes, sir!"
어둠이 다가오는 속도가 너무 빨라.,the darkness is approaching too quickly.,The darkness is approaching too fast.
어쩌지…,what should I do...?,What should I do...?
이봐!,hey!,Hey!
말을 가져왔다.,I brought your horse.,I brought a horse.
고마워!,thanks!,Thanks!
시그렌은?,where’s siegren?,Where is Siegren?
북부 쪽에서 피난을 돕고 있어.,he’s helping with the evacuation in the north.,He’s helping with the evacuation in the northern area.
혹시 만나게 되면 몸조심하라고 전해줘!,"if you see him, tell him to be careful!","If you happen to see him, tell him to stay safe!"
잠깐.,wait.,Wait.
여기 남을 생각은 아니겠지.,"you’re not thinking of staying here, are you?","You're not planning to stay here, are you?"
아가씨도 바로 숲으로 대피하도록 해.,"you should evacuate to the forest right away too, my lady.","You should evacuate to the forest right away as well, my lady."
걱정은 됐어.,I’m worried about you.,I was worried.
권터야말로 돌아가!,"gunter, you should go back!","Gunter, you should be the one to go back!"
남는 건 자살이나 마찬가지야.,staying behind is as good as suicide.,Staying behind is as good as suicide.
정말 죽을 수도 있다.,you could really die.,You really could die.
"위험한 상황에서 윗대가리가 가장 먼저 내빼면,","if the higher-ups run away first in a dangerous situation,","If the higher-ups are the first to flee in a dangerous situation,"
혼란은 더 커질 뿐이야.,it will only cause more chaos.,It will only make things more chaotic.
미안하군.,"I’m sorry,",I'm sorry.
공작한테 부탁을 받은 게 있어서 말이다.,but I made a promise to the duke.,The duke asked me for a favor.
"“딸아이가 바보같이 죽음을 향해 뛰어든다면,","he said, “if my daughter foolishly runs toward death,","He said, ""If my daughter foolishly runs toward death,"
어떤 수를 써서라도 구해 내라.”,do whatever it takes to save her.”,"Do whatever it takes to save her, no matter what."
라더군.,so...,So that's what he said.
공격할 거면 마음대로 해.,attack me if you want.,Attack if you want.
이길 자신 있으니까.,I’m confident I can beat you.,I'm confident I can win.
뭐,"well,","Well,"
너무 걱정하지 마.,don’t worry too much.,Don't worry too much.
사람들을 전부 데리고 무사히 돌아갈게!,I’ll bring everyone back safely!,I'll make sure to bring everyone back safely!
