hangle,first_translate,second_translate
막상 네가 일희일비하니 별로인 것 같기도 하고.,"but now that you’re being swayed by every little thing, I’m not sure if I like it.","But now that you're being swayed by every little thing, I'm not sure I like it."
그래서 더 신경이 쓰여.,that’s why I’m more worried.,That’s why it bothers me even more.
"피오나, 너는 내가 필요할 거야.","fiona, I think you’ll need me.","Fiona, you will need me."
나는 그렇게 생각하는데.,that’s what I think.,That's what I think.
네가 말했던 최선의 선택.,you said it was the best choice.,The best choice you mentioned.
이제는 결론을 말해줘야 하지 않아?,shouldn’t you tell me your conclusion now?,Shouldn't you give me your answer now?
적어도 지금 곁에 붙어 계신 황자 전하보다,I’m sure I’ll be much more useful...,I’m sure I’ll be much more valuable than His Highness the Prince who is by your side right now.
분명 제가 훨씬 가치 있을 테니까요.,...than the crown prince who’s by your side right now.,I’m sure I’m far more valuable.
"나는,",I...,I...
네게도 같은 이야기를 하게 만든 걸까?,...made you say the same thing to me.,Did I make you say the same thing to me?
너는 존재만으로도 나뿐만 아니라,you’ll be a source of strength not only for me...,You’ll be a source of strength not only for me but also for the people there.
그곳의 사람들에게도 힘이 될 테니까.,...but also for the people there.,...but also a source of strength for the people there.
최선의 선택 중에서 널 두고 간다는 선택지는,...never included leaving you behind...,Leaving you behind was never an option among the best choices.
처음부터 없었을 거야.,...as one of my best choices.,Leaving you behind was never an option from the start.
하지만 그 선택의 이유가,but I didn’t want the reason for that choice...,"But I didn’t want that choice to be made because you were ""needed"" for this."
네가 이 일에 '필요'하기 때문은 아니었으면 했어.,...to be because I needed you for this.,I didn't want it to be because you were 'needed' for this.
이런 마음으로 시그렌과 함께하려는 게 아니었는데.,I didn’t want to be with siegren for this reason.,I didn't want to be with Siegren for a reason like this.
…너와 함께하고 싶은 다른 이유를 생각해 보려고 했어.,I tried to think of another reason why I wanted to be with you.,I tried to think of a different reason for wanting to be with you.
빌 커티스의 그 말이 더 거슬렸던 건.,what bill curtis said bothered me more...,What Bill Curtis said bothered me even more.
그걸 인정하고 싶지 않아서 였을지도 몰라.,...because I didn’t want to admit it.,...Maybe it was because I didn’t want to admit it.
"…피오나,","fiona,","...Fiona,"
그럼 나는 네게 옆에 있고 싶지만 필요는 없는 사람이야?,"does that mean you want me by your side, but you don’t need me?","Then, am I someone you want by your side but don't need?"
"아니, 지금 그런 뜻이 아니라…!","no, that’s not what I meant...!","No, that's not what I meant...!"
아….,oh...,Oh...
"필요가,",why do you think...,"Why do you think ""need"" is a bad word?"
왜 나쁜 말이라고 생각해?,...being needed is a bad thing?,"Why do you think ""being needed"" is a bad thing?"
나도 네가 내 곁에 필요해. 피오나.,"I need you by my side too, fiona.","I need you by my side too, Fiona."
아벨에게 지금 네가 필요한 것처럼.,just like how abel needs you right now.,Just like how Abel needs you right now.
그리고…,and...,And...
애초에 선택지 중에 나를 두고 가는 게 없었다면…,"if leaving me behind was never an option in the first place,","If leaving me behind was never even an option in the first place,"
우리는 같이 가는 거 맞지?,"that means we’re going together, right?","That means we're going together, right?"
또 휘말렸다….,I got caught up again...,Got caught up again...
취하지도 않았는데 왜 이렇게 되는 거야…,"I’m not even drunk, so why is this happening...?","I'm not even drunk, so why is this happening...?"
이 정도면 미인계가 아니라 무력…,this isn’t using his looks. it’s using force...,This isn’t a beauty trap anymore—it’s brute force…
권터….,gunter...,Gunter...
…권터가 있었어.,gunter was there...,...Gunter was there.
권터가 나중에 의뢰하면 뭐든 다 들어주겠다고…!,I told him I’d do anything he asked for later...!,Gunter said he'd do anything if he made a request later...!
"빨리 찾으러 가자, 시그렌!","let’s go find him, siegren!","Let's hurry and find him, Siegren!"
