hangle,first_translate,second_translate
"그날 우리는 제2 성벽을 무사히 지켜 냈고,","that day, we successfully defended the second wall,","That day, we successfully defended the second wall."
그 뒤로도 평범한 나날이 흘러갔다.,and normal days continued to pass by.,"And after that, ordinary days continued to pass."
그리고,and...,And then...
시그렌과 나 사이에는 미묘한 변화가 생겼다.,...something changed between siegren and me.,Something subtle changed between Siegren and me.
내가 마법사란 사실을 알게 된 후로,"after he found out I was a mage,","After he found out that I was a mage,"
시그렌은 더이상 빈정거리지 않는다.,siegren stopped speaking sarcastically to me.,Siegren no longer speaks sarcastically to me.
하지만,but...,But...
이야기하다가 이따금씩 혼란스럽다는 시선을 보낸다.,"...sometimes, he looks at me with a confused look while we’re talking.","Sometimes, while we're talking, he gives me a confused look."
내가 이상해 보이는 걸까?,do I seem weird to him?,Do I look strange to him?
드디어 시그렌의 상처도 다 나았다.,siegren’s wound is completely healed now.,Siegren's wound has finally healed.
헤일론 성에 머물게 할 핑계가 떨어진 셈이다.,I ran out of excuses to keep him at the castle.,I've run out of excuses to keep him at Heilon Castle.
그렇다고 그를 제4 성벽으로 돌려보내기에는 좀 찝찝했다.,but I don’t feel comfortable sending him back to the fourth wall...,But I felt uneasy about sending him back to the Fourth Fortress Wall.
그곳엔 시그렌을 괴롭힌 용병들이 여전히 있을 테니.,...because the mercenaries who bullied him are still there.,...because the mercenaries who tormented Siegren are still there.
어떻게 하지.,what should I do?,What should I do?
피오나 아가씨.,miss fiona.,Miss Fiona.
공작님께서 집무실로 부르십니다.,his grace is calling you to his office.,His Grace is summoning you to his office.
시킬 일이 있는건가?,does he have something for me to do?,Does he have a task for me?
어차피 뭘 해도 아벨도 항상 옆에서 같이 전투하면서….,abel always fights alongside me no matter what I do...,"No matter what I do, Abel is always fighting alongside me anyway..."
구태여 날 끼고 다니는 건….,so why does he have to keep me by his side...?,So why does he insist on keeping me around...?
"뭐, 신뢰하지 못하거나 못 미덥거나 겠지.","well, it’s probably because he doesn’t trust me or thinks I’m unreliable.","Well, he probably either doesn't trust me or thinks I'm unreliable."
들어와라.,come in.,Come in.
무슨 일로 부르셨어요?,why did you call for me?,Why did you call me?
얘기가 길어질 테니 우선 앉아라.,"this is going to be a long talk, so have a seat.","This will take a while, so have a seat."
피오나.,fiona.,Fiona.
웬일로 내 이름을 부르네.,he’s calling me by my name.,He's calling me by my name for once.
"의원에게 들어보니,",I heard from the doctor...,I heard from the physician...
네가 주운 꼬맹이의 상처가 거의 나았다던데.,...that the boy you brought is almost fully healed.,The boy you took in is almost fully healed.
"설, 설마 바로 쫓아내란 건가?!",i-is he going to tell me to kick him out right away?!,Is he seriously going to tell me to kick him out right away?!
아직 용병들을 어떻게 처리할지 못 정했는데.,I haven’t decided what to do with the mercenaries yet.,I still haven't decided what to do with the mercenaries.
…네.,yes.,...Yes.
"너도 알다시피,","as you know,","As you already know,"
나는 잘 모르는 사람을 성안에 들이는 성격이 아니다.,I’m not the type to let strangers into the castle.,I'm not the type to let people I don't know into the castle.
그렇죠.,"yes, that’s true.","Yes, that's true."
흐응.,hmm.,Hmm.
"뭐, 뭐지?",w-what is it?,W-What is this?
과연 네가 그 녀석의 정체를 알고,I’m curious if you knew who that boy was...,I'm curious whether you knew that boy's true identity when you brought him into the castle.
이 성에 들였는지 궁금하구나.,...when you brought him into the castle.,...whether you knew who he was when you brought him into the castle.
