hangle,first_translate,second_translate
"너와 손을 잡는 건 문제가 아냐, 피오나.","there’s nothing wrong with holding your hand, fiona.","Holding your hand isn't the problem, Fiona."
문제는,the problem...,The problem is...
바로 나지.,...is me.,The problem is me.
그게 무슨 의미야?,what does that mean?,What do you mean by that?
그건 이따가 알려 줄게.,I’ll tell you later.,"I'll tell you later, when the time comes."
"오늘, 헤어질 때.",when we part ways today.,When we say goodbye today.
시그렌이 이해가 안 가는 말을 하긴 해도,"even though siegren is saying things I don’t understand,","Even though Siegren says things that don’t make sense,"
축제는 꽤 재밌는 것 같다.,the festival is pretty fun.,The festival seems quite fun.
시그렌~ 주스 마시자.,"siegren, let’s get some juice.",Siegren~ let's have some juice.
그래.,okay.,Okay.
특히…,especially...,Especially...
"이런, 귀여운 아가씨~","oh my, what a cute lady!","oh my, what a cute young lady!"
이런 일도 다 생기고 말이다.,...when things like this happen.,...when things like this happen.
혼자 왔어?,are you here alone?,Are you here alone?
어…,oh...,Oh...
시그렌은 잠깐 과자 사러 갔는데.,siegren went to get some snacks.,Siegren went to buy some snacks for a moment.
혼자면 나랑 천천히 시장 구경이라도…,"if you’re alone, would you like to look around the market with me--","If you're alone, how about taking a leisurely look around the market with me--"
일행이라면 여기 있다.,"if she’s with someone, it’s me.","If you're asking about her companion, that's me."
크헉.,ack.,Ugh.
와… 신기하다.,wow... how interesting.,Wow... that's fascinating.
"시그렌,","siegren,","Siegren,"
의외로 난 수도에서 먹히는 얼굴인가 봐.,I guess I’m popular in the capital.,I guess I’m unexpectedly popular in the capital.
헤일론에서는 어쩐지 인기가 하나도 없었는데!,I wasn’t popular at all in hylon!,I wasn’t popular at all in Hailon for some reason!
인기 없게 만든 범인 중 하나,one of the reasons why she wasn’t popular,one of the culprits behind me being unpopular
…너 즐거워 보인다.,you look like you’re having fun.,…You look like you're having fun.
응.,yeah.,Yeah.
난 재미 없거든.,I’m not.,I'm not having fun.
어?,huh?,Huh?
"시그렌, 저기서 뭔가 하는 것 같아.","siegren, I think something’s happening over there.","Siegren, it looks like something's going on over there."
시그렌의 어머니는 가희였지.,siegren’s mother was a singer.,siegren’s mother was a renowned singer.
같이 보고 갈까?,should we go watch?,Should we watch together before we go?
…그래.,sure...,...Alright.
다행이다.,I’m glad.,I'm relieved.
시그렌도 축제를 즐기고 있는 것 같아.,it looks like siegren is enjoying the festival too.,It looks like Siegren is enjoying the festival too.
피오나.,fiona.,Fiona.
도착했어.,we’re here.,We've arrived.
조심해서 내려와.,be careful coming down.,Be careful as you come down.
으웅…,ugh...,Ugh...
이리 와 봐.,come here.,Come here.
불안해서 못 봐주겠다.,I can’t watch you struggle like that.,I can't just stand by and watch.
고마워…,thanks...,Thanks...
아.,oh.,Ah.
잠깐만.,wait.,Wait a second.
뭐야?,what?,What?
"아까 말해 준다는 거, 아직 말 안 해줬어. 손잡는 거 말이야.",you didn’t tell me what you were going to say earlier. about holding hands.,You haven't told me yet what you were going to say earlier—about holding hands.
네가 문제라는 건 무슨 의미야?,what did you mean when you said you were the problem?,What do you mean by saying that you're the problem?
"이제는 신분도 달라졌으니, 그 부분이 곤란한 걸까?",is it because our statuses have changed?,"Now that our statuses have changed, is that what's making it difficult?"
지금 들으면 자고 일어나서 까먹을 것 같은데.,"if you tell me now, I’ll forget it when I wake up.","If you tell me now, I might forget it after I sleep and wake up."
잠 거의 다 깼어.,I’m almost awake.,I'm almost fully awake.
말해줘.,tell me.,Tell me.
이런 게,this...,This is the problem.
문제라는 뜻이야.,...is what I meant.,"That's what I meant by ""problem."""
난 네 손을 잡으면―,"when I hold your hand,",When I hold your hand—
너와 달리 그 이상이 떠오르거든.,"I think of things beyond that, unlike you.","Unlike you, I think of more than just holding hands."
