hangle,first_translate,second_translate
흥!,hmph!,Hmph!
"급이 다른데도 놀아줬더니만, 귀찮게 구는군.","I played with you even though you’re beneath me, and now you’re being annoying.","I entertained you despite our difference in status, and now you're being a nuisance."
정말 나쁘지 않은데?,that’s not a bad idea.,Not bad at all.
전하.,your highness.,Your Highness.
여기서 뭐 하십니까?,what are you doing here?,What are you doing here?
깜짝이야…,he startled me.,Whoa…
뭐라도 보고 계셨습니까?,were you looking at something?,Were you looking at something?
이 형님에게 인사도 없이 말을 걸다니.,how dare you speak to me without even greeting me.,How dare you speak to your elder brother without even greeting him?
반쪽짜리라서 기본적인 것도 모르나 보군,you must not know the basics since you’re a half-blood.,You must not know even the basics since you're only a half-blood.
대답 안 해?!,are you not going to answer me?!,Aren't you going to answer?!
내가 이런 녀석의 눈치를 아주 잠시나마 봤다니.,I can’t believe I was even slightly intimidated by this guy.,I can't believe I was even momentarily wary of this guy.
"참, 너도 헤일론에서 왔다고 했지.","oh, you said you’re from heylon too, right?","Oh, you’re from Heylon too, right?"
그럼 저 여자에 관해 아는 게 있겠군.,then you must know something about that woman.,Then you must know something about her.
저 은발에 붉은 눈을 한 여자 말이다.,the one with silver hair and red eyes.,The woman with silver hair and red eyes.
무슨 의도로 하는 질문인지 모르겠습니다만.,"I don’t know why you’re asking me that,","I don’t know what your intention is with that question, but..."
"꽤 예쁜 여자니까,",but she’s quite pretty.,She’s quite a pretty woman.
잠깐 옆에 끼고 있을까 싶어서.,I’m thinking of keeping her by my side for a while.,I'm thinking of having her around for a while.
최근 심심하기도 했으니.,I’ve been bored lately.,I've been feeling bored lately.
대답할 가치조차 없는 한심한 이유군.,that’s a pathetic reason that’s not even worth responding to.,That's such a pathetic reason that it's not even worth responding to.
뭐라고?,what?,What did you just say?
"건방진 놈이,",you arrogant bastard.,You arrogant bastard.
감히 황태자인 이 형님에게 무슨 말버릇이냐!!,"how dare you speak to me, the crown prince, like that?!","How dare you speak to me, the crown prince, in such a manner?!"
"좀 더 힘내 보시죠, 형님?","you should try harder, brother.","Try a little harder, brother."
크윽…!,ugh!,Ugh...!
"마,",y-you...,D-damn...
망할 자식이…!,...damn bastard!,Damn bastard...!
이거 안 놔?!,let go of me!,Let go of this!
설마 벌써 제 차례입니까?,is it my turn already?,Is it my turn already?
"자, 잠깐,",w-wait.,W-Wait a second.
뭐 하려는…,what are you--,What are you trying to do--
커헉!,kegh!,Gah!
큭…,ugh.,Ugh...
크헉…,kegh.,Urgh…
경고 하나 하죠.,let me give you a warning.,Let me give you a warning.
"난 형님의 자리든,",I’m not interested in your position...,"I'm not interested in your position,"
황제의 자리든 딱히 관심이 없습니다.,...or the emperor’s position.,...or the position of emperor.
"으,극……,",ugh...,Ugh...
내가 이 세계에서 원하는 건,there’s only one thing I want in this world.,There's only one thing I want in this world.
단 하나뿐이거든.,there’s only one thing I want in this world.,There's only one thing I want in this world.
"하지만,","however,","However,"
커흑,kegh.,Guh.
아주 만약에라도 그녀에게 손을 댄다면…,"if you ever lay a finger on her,",If you ever dare to lay a hand on her...
"그 상대가 어떤 존재고,",no matter who you are...,no matter who they are...
무엇을 할 수 있든 간에.,"...or what you can do,","...or whatever you are capable of doing,"
가장 고통스럽게 죽이러 갈 것입니다.,"I will kill you in the most painful way possible, brother.",I will make sure you die in the most painful way possible.
형님.,"I will kill you in the most painful way possible, brother.",Brother.
