hangle,first_translate,second_translate
"그런데 코앞에서 사람 협박하고, 사랑과 전쟁을 실시간으로 찍어버렸네…",but I threatened someone right in front of her and had a dramatic love conflict in real-time...,But I threatened someone right in front of her and put on a dramatic love scene in real-time...
내 이미지가 어떻게 됐을지….,I wonder what she thinks of me now...,I wonder what happened to my reputation...
흐응.,hm...,Hmmm.
그 영애가 그렇게 좋나….,do you like her that much...?,Do you like that lady that much...?
귀엽잖아.,she's cute.,She's cute.
티 파티 이후로 우리를 볼 때마다 발그레 해지는 것도 그렇고.,she blushes every time she sees us after the tea party.,She blushes every time she sees us since the tea party.
난 전혀 모르겠는데.,I don't see it at all.,I don't get it at all.
응?,huh?,Huh?
뭐야?,what?,What the heck?
질투?,are you jealous?,Are you jealous?
사귀라고 만들어 놓은 애들이 이러다니…,"I made you two date each other, but...","I set you two up to be together, and yet..."
너희 둘이 사랑을 해야 유니스가 각성을 하고 세계를 구한다고….,you two have to fall in love so eunice can awaken and save the world...,You two need to fall in love for Eunice to awaken and save the world...
"그 방법이 안 될 것 같으니,","but since that won't work,","Since that method doesn't seem to be working,"
이번에 가는 죽은 땅에서 뭔가 힌트라도 얻길 바라는 수밖에….,I'll have to find some clues in the dead lands...,We'll just have to hope to find some clues in the dead lands this time...
"시그렌, 나 잠깐 어디 좀 다녀올게!","siegren, I'll be right back!","Siegren, I'm stepping out for a bit!"
뭐?,what?,What?
어디?,where are you going?,Where?
순진한 아가씨 구출하러!,to rescue a naive lady!,To rescue a naive lady!
좋다…,this is nice...,Feels nice...
혼자 있으니까 조금 마음이 편해지는 기분이야.,I feel more comfortable being alone.,I feel a bit more at ease being alone.
행렬에는 사람이 너무 많아서 괜히 지쳐….,"there are too many people in the procession, and it’s exhausting...","There are too many people in the procession, and it's unnecessarily exhausting..."
"아가씨, 여기서 뭐 해?","what are you doing here, my lady?","My lady, what are you doing here?"
잠깐 같이 놀까?,do you want to play with us?,How about having some fun with us for a bit?
"이, 이거 놔주세요!!",l-let me go!!,Let me go!!
"자자, 앙탈 부리지 말고.","now, now. don't be like that.","Come on, don't make a fuss."
이봐.,hey.,Hey.
"그 아가씨는 곱게 놔 드리고,","let the lady go,",Let the lady go nicely.
네 자리로 돌아가.,and go back to your place.,Go back to your place.
영애…,my lady...,My lady...
"푸,","pfft,","Pfft,"
푸핫.,ahaha.,"Pfft, hahaha!"
저건 또 뭐야.,what's that?,What's that now?
생긴 건 제법 괜찮은데…,he looks pretty good...,He looks pretty decent...
"자, 너도 이쪽으로 와!","now, come here too!","Now, you come over here too!"
나와 유니스를 못 알아보는 모양이네.,he must not recognize eunice and me.,looks like he doesn't recognize Eunice and me.
그러면 직접 누구인지 보여줄 수밖에.,then I'll have to show him who I am.,Then I'll have to show them who we are.
잠깐.,wait.,Wait.
아가씨가 손을 더럽힐 필요는 없어.,you don't have to get your hands dirty.,You don't need to dirty your hands.
용병왕…,"the king of mercenaries,",the Mercenary King...
권터,gunter,gunter
여기는 내가 해결하지.,I'll take care of this.,I'll handle this.
"아, 아하하.",a-ahaha.,A-ahaha.
권터 씨네 사람인 줄은 미처 몰랐습니다.,"I didn't know she was with you, gunter.",I didn't realize you were one of Gunter's men.
아가씨는 놔드릴 테니 한 번 봐주시죠.,"we'll let the lady go, so please let us go.","We'll let the lady go, so please overlook this."
"자, 얼른 가!","now, go!","Now, go on!"
얼른!,hurry!,Hurry up!
그러면 숙녀분도 돌려드렸으니 저희는 이만…,we'll be on our way now...,"Now that we've returned the lady, we'll be on our way."
너희를 이대로 보내면 내가 공작한테 더러운 꼴을 당해서.,"if I let you go, I'll have to deal with the duke.","If I let you go, I'll have to suffer the consequences from the duke."
"어이, 고용주님.","hey, employer.","Hey, boss."
"이놈들,",should I...,"These guys,"
가랑이에 달린걸 잘라 버릴까?,...castrate these guys?,Shall I cut off what’s between your legs?
