hangle,first_translate,second_translate
사교계에 새로운 파벌을 만들고 있기 때문이지만요.,but because he is creating a new faction in high society.,but because he is forming a new faction in the socialite circles.
파벌이요?,a faction?,A faction?
"네, 듣자 하니 무언가 비밀 클럽을 운영해서 귀족들을 부르고 있더군요.","yes, I heard that he is running a secret club and inviting nobles.","Yes, I heard that he is running a secret club and gathering nobles."
그게 꽤 수상하답니다.,it is quite suspicious.,It's quite suspicious.
그렇다면…,then...,So then...
그게 그 클럽의 초대장?,...is this an invitation to that club?,Is that an invitation to the club?
…상당히 신기한 주장을 펼치고 있다고 들었어요.,I heard that he is making some rather strange claims.,I've heard that he's making some rather peculiar claims.
"자기가 마물을 조종하는 방법을 알고 있다거나,",he says he knows how to control demons...,He claims to know how to control demons...
어둠에 당한 이들을 구원할 수 있다는 이야기죠.,...and that he can save those who have been harmed by the darkness.,...and that he can save those who have fallen victim to the darkness.
황궁 마법사와 성녀들조차 해내지 못했던 일들이니,"those are things that even the imperial mages and priestesses could not do,",Those are feats that even the imperial mages and priestesses couldn't accomplish.
그 말이 진실일 리가 없지만요.,so there is no way his words are true.,There's no way what he says is true.
어둠에 당한 피해자들을…,victims of the darkness...,Victims who have fallen to the darkness...
…그리고 마물?,and demons?,...and monsters?
의외로 귀족들에게는 인기가 많은 모양이에요.,he seems to be surprisingly popular among the nobles.,He seems to be unexpectedly popular among the nobles.
전 싫어하지만.,but I don’t like him.,But I don't like him.
오늘부로 저도 싫어하게 됐다면요?,what if I also started disliking him today?,"What if, as of today, I started disliking him too?"
…그렇다면 동지네요.,then we are allies.,Then we're comrades.
"그래서,","so,","So,"
피오나가 이렇게까지 취한 이유가…,are you saying that the reason fiona got so drunk...,Are you saying that Fiona got this drunk...
다른 '남자' 때문이라는 말인가 지금?,...is because of another man?,Are you saying this is because of another man?
인사불성,completely wasted,Dead drunk
"말씀드렸지만,","as I said,","As I said,"
영 별로인 남자를 만나서 영애의 기분이 상하셨거든요.,she met a very unpleasant man who upset her.,She met a rather unpleasant man who upset her.
그러니까 그게 누구지?,so who is he?,"So, who is it?"
무슨 일이래요?,what happened?,What's going on?
그게…,well...,Well...
그건 영애께 직접 물어보시는 게 어떨까요?,why don’t you ask her yourself?,Why don't you ask the lady yourself?
"아, 하지만 그렇게 술에 취한 건 황자 전하 때문이에요.","oh, but the reason she got so drunk is because of you, your highness.","Oh, but the reason she got that drunk is because of you, Your Highness."
무슨…,what...?,What...?
…내가 왜?,why me?,Why?
그것도…,that too...,That as well?
직접 물어보시는 게 어떨까요?,why don’t you ask her yourself?,Why don’t you ask her yourself?
역시 이상한 여자다.,she’s a strange woman.,She's definitely a strange woman.
피오나가 그 여자와 놀지 않았으면 좋겠는데….,I don’t want fiona to hang out with her...,I wish Fiona wouldn't spend time with her...
마음에 들어 하니까 어쩔 수 없나.,but I guess there’s nothing I can do since she likes her.,"But since she likes her, I guess there's nothing I can do."
어디서 바람을 피우고 있어요?,where have you been cheating on me?,Where have you been fooling around?
…누구 덕분에 지금도 머리 아파 죽겠는데.,I have a splitting headache because of someone.,"…Thanks to someone, I still have a splitting headache."
지금 누구와 사귀고 있는데…,who am I dating right now...?,Who am I seeing right now...?
…저와 약혼해야죠.,you have to get engaged to me.,…You have to be engaged to me.
전하는 제 거잖아요.,you’re mine.,"You're mine, Your Highness."
