hangle,first_translate,second_translate
"무슨…. 너, 몸 안에 깃털이라도 차 있는 거야?!",what... do you have feathers inside your body or something?!,What... do you have feathers inside your body or something?!
왜 이리 쉽게 밀쳐져―,how did you push me so easily--,Why did I get pushed away so easily—
"야, 떨어지면서 다쳤어?!","hey, did you get hurt when you fell?!","Hey, did you get hurt when you fell?!"
"아니, 울지만 말고 말 좀 해봐….","hey, stop crying and say something...",Stop crying and just say something...
어디가 아픈 건데. 어깨? 다리?,where does it hurt? your shoulder? your leg?,Where does it hurt? Your shoulder? Your leg?
"아니, 이럴 게 아니라 빨리 의원을 불러서-","no, I should call the doctor--","No, I should call the doctor right away--"
"뭐, 뭐야 또….",wh-what now...?,Wh-what is it now...?
...어.,uh...,...Uh.
다친 데 없어. 그냥….,I'm not hurt. I just...,I'm not injured. It's just...
"시그렌의 가슴, 팔, 옆구리를 가득 채운 흔적과 흉터.","siegren's chest, arms, and sides are covered with scars...","Siegren's chest, arms, and sides are covered with marks and scars."
그리고 푸른 멍들.,...and blue bruises.,And blue bruises.
단순히 부상으로 남은 것들이 아니다.,they're not just from injuries.,They're not just leftover wounds from injuries.
"고의로 불에 지져지고,",they're from being burned on purpose...,They were deliberately burned...
일방적인 폭력에 시달리면서 생긴 흔적들이다.,...and from being beaten.,...and from enduring unilateral violence.
상처에는 오랜 세월 동안 반복된 악의가 담겨 있었다.,the scars were from years of repeated malice.,The scars carried years of repeated malice.
시그렌.,siegren.,Siegren.
"네 상처, 누가 한 거야?",who gave you those scars?,Who gave you those scars?
의원에게 들었어?,did you hear it from the doctor?,Did you hear about it from the doctor?
그걸 확인하려고 내 옷을 벗기려고 한 거야?,is that why you tried to take my shirt off?,Is that why you tried to take my clothes off?
응.,yes.,Yeah.
"뭐야, 그거 때문에 운 거야?",what? is that why you were crying?,What? You were crying because of that?
그래서 내가 붕대 갈 때부터 나가 있으라고 했잖아.,I told you to leave when I was getting my bandages changed.,That's why I told you to leave while I was changing my bandages.
"본인이 굳이 봐 놓고 울기는,","you're the one who wanted to see it,","You're the one who insisted on seeing it, and now you're crying?"
하여간 완전 제멋대로―,"anyway, you're so self-centered--","Anyway, totally self-centered--"
시그렌의 몸에서는 소독약 냄새가 난다.,siegren's body smells like disinfectant.,Siegren's body smells of disinfectant.
지금은 그것마저 미안하다.,I feel sorry for that too.,"Now, even that makes me feel guilty."
그가 오랫동안 말도 안 되는 고통을 당한 것은 내 탓이었다.,it was my fault that he suffered for so long.,It was my fault that he had to endure such unimaginable suffering for so long.
"그저, 불운한 유년 시절을 보냈다는 간단하고 가볍게 쓰인 단 한 문장.",there was only one sentence in the novel that said he had an unfortunate childhood.,"Just a single, casually written sentence mentioned that he had an unfortunate childhood."
단순한 활자와 눈앞에 닥친 현실의 차이는 엄청났다.,the difference between the simple sentence and the reality in front of me was huge.,The difference between mere words and the reality before me was immense.
...왜 그렇게 된 거야?,why did that happen?,...How did that happen?
별거 아니야.,it's nothing.,It's nothing serious.
"용병 중에는 거친 놈들이 많고,","there are a lot of rough guys among the mercenaries,",There are a lot of rough guys among the mercenaries.
마침 제일 어리고 약한 내가 표적이 되었을 뿐이지.,"and I was the youngest and weakest, so I became their target.","I just happened to be the youngest and weakest, so I became their target."
"시그렌, 별거 아니라 여기지마.","siegren, don't think it's nothing.","Siegren, don't dismiss it as nothing."
...동정하는 거야?,are you pitying me?,...Are you pitying me?
이건 동정이 아니다 정확히는 죄책감에 가까웠다.,this isn't pity. it's more like guilt.,This isn't pity. It's closer to guilt.
"사실 지금까지 시그렌의 존재에 대해,","to be honest, I didn't realize...",I never truly grasped Siegren's existence until now.
이 세계에 대해 제대로 실감하지 못했다.,...that siegren and this world were real.,...that this world didn't feel real.
전장의 잔인함을 몸으로 체험했음에도 그랬다.,"even after experiencing the cruelty of the battlefield, I still felt that way.","Even after experiencing the brutality of the battlefield firsthand, I still felt that way."
모든 것이 마치 어딘가 먼 세계의 일처럼 느껴졌다.,everything felt like it was happening in a faraway world.,Everything felt like it was happening in some distant world.
"아니, 외면하려 했다는 게 더 정확한 표현일 것이다...","no, it would be more accurate to say that I was trying to ignore it...","No, it would be more accurate to say that I was trying to turn a blind eye to it..."
하지만 그의 상처를 보니 확 와닿았다.,but seeing his scars made it hit me hard.,But seeing his scars hit me hard.
어린 시그렌이 오랜 폭력에 시달린 것에는 내 탓이 함께 있다.,it was partly my fault that young siegren suffered for so long.,Young Siegren's prolonged suffering was partly my fault.
그런 주제에 친해지기 힘들다고 불평이나 하고 있던,"I was complaining that it was hard to get close to him,","And yet, I was complaining about how hard it was to get close to him."
스스로가 부끄럽다.,but now I feel ashamed of myself.,I feel ashamed of myself.
앞으로는 시그렌이 날 싫어하더라도,"from now on, even if siegren hates me,","From now on, even if Siegren dislikes me,"
항상 그의 편이 되어 줘야지.,I'm going to be on his side.,I'm always going to be on his side.
"그것이 지워지지 않는 그의 흉터에 대한,",that will be the best apology I can give...,That will be the best apology I can give for his indelible scars.
내가 할 수 있는 최대한의 사과일 것이다.,...for the scars that will never go away.,This is the best apology I can offer.
