hangle,first_translate,second_translate
"조만간 가문에서 작은 티 파티를 열 예정인데,",I’m planning to hold a small tea party at my estate soon.,Our family is planning to hold a small tea party soon.
거기에 영애를 초대해도 괜찮을까요?,would it be all right if I invited you?,Would it be all right to invite you to it?
"라는 말을 듣긴 했지만,","that’s what she said,","I did hear her say that, but"
정말로 초대장을 보낼 줄이야.,but I didn’t think she’d actually send me an invitation.,I didn't expect her to actually send me an invitation.
편히 즐기다 가면 좋겠네요.,I hope you enjoy yourself.,I hope you have a relaxing time.
…감사합니다.,thank you...,...Thank you.
리비아는 이유 없이 잘해주는 사람이 아닌데…,livia isn’t the type to be nice to someone for no reason...,Livia isn’t someone who treats others well without a reason...
대체 무슨 생각일까…,what is she thinking...?,What could she be thinking...?
"그러고 보니,","come to think of it,","Come to think of it,"
영애께서 어니스트 공작님과 내기를 하셨다면서요?,I heard you made a bet with duke ernest.,I heard you made a wager with Duke Ernest.
피오나 영애가요?,lady fiona did?,Lady Fiona did?
어떤 내기 인가요?,what kind of bet?,What kind of bet is it?
내기… 까지는 아니고요.,it’s not really a bet...,It’s not exactly a bet...
작은 약속을 하나 했어요.,I just made a small promise.,I made a small promise.
"이번 사냥 대회에서 우승하면,","if I win the upcoming hunting competition,","If I win the upcoming hunting tournament,"
어니스트 공작님께서 절 헤일론의 후계자라고 인정하시겠대요.,duke ernest will acknowledge me as the heir of house haylon.,duke ernest will acknowledge me as the successor of house haylon.
우승이라고요…?,win...?,Winning...?
위험하지 않나요?,isn’t that dangerous?,Isn't that dangerous?
"저희가 응원할게요, 피오나 영애.","we’ll be rooting for you, lady fiona.","We'll be cheering for you, Lady Fiona."
"가문의 후계자로 인정받기 위해서라니, 멋있어요!",it’s amazing that you’re doing that to be acknowledged as the heir of your house!,It's amazing that you're doing this to be recognized as your family's heir!
고마워요.,thank you.,Thank you.
"아, 피오나 영애.","oh, lady fiona.","Oh, Lady Fiona."
궁금한 게 있어요!,I’m curious about something!,I have a question!
헤일론에는 아주 무서운 마법사가 산다면서요?,they say there’s a very scary sorcerer in haylon.,They say there's a terrifying sorcerer living in Haylon.
네?,what?,Huh?
저도 들었어요!,I heard that too!,I heard that as well!
웃으면서 마물을 도륙해서 주변이 온통 피바다가 된다고…,"they say he smiles while slaughtering demons, turning the area into a sea of blood...","They say he slaughters monsters with a smile, turning the surroundings into a sea of blood..."
대체 무슨 소문이 퍼진 거야.,what kind of rumors are these?,What kind of rumors are going around?
제가 들은 소문은 다른 내용인걸요?,the rumor I heard was different.,The rumor I heard was different from that.
1년 내내 겨울뿐인 헤일론을 수호하는 마법사.,"they say he’s the sorcerer who protects haylon, where it’s winter all year round.","They say he's the sorcerer who protects Haylon, a land where it's winter all year round."
헤일론의 사람들은 그 마법사를 이렇게 칭송한다고 하더군요.,people of haylon praise him like this.,People of Haylon praise the mage this way.
바로,they call him...,They call him...
겨울의 수호자라고요.,...the guardian of winter.,The Guardian of Winter.
