hangle,first_translate,second_translate
피오나 영애는 괜찮으신건가요?,but is she all right?,Is Lady Fiona all right?
큭큭…,hehe...,Hehe...
후후훗…,haha...,Heh...
저도 약간은 걱정했습니다만…,"I was a bit worried too,","I was a little worried too,"
생각보다 압도적인 힘을 가진 분이군요.,but she’s much more powerful than I thought.,She possesses more overwhelming power than I expected.
피오나 영애는.,lady fiona.,Lady Fiona.
당신 말이 맞아요.,you’re right.,You're right.
압도적이네요.,she’s overwhelming.,She’s truly overwhelming.
불꽃 한가운데서 저렇게나 고고하게…,"she’s so elegant, standing in the middle of the flames like that...",Standing so gracefully in the midst of the flames like that...
"사람이라면 불에 타는게 당연할 텐데,","a normal person would be burned by the fire,","A normal person would naturally be burned by the fire,"
두려울만큼 비인간적인 모습이야…,but she looks so inhuman that it’s terrifying...,"She looks so inhuman, it's terrifying..."
정말 무식한 계획이야.,it’s a really reckless plan.,It's a really reckless plan.
하지만 단순히 두렵지만은 않아.,but it’s not just terrifying.,But it's not just fear.
오히려 그 이상으로…,it’s even more than that...,It's something even beyond that...
압도적으로 매혹적이야.,it’s overwhelmingly captivating.,It’s overwhelmingly captivating.
"때때로 사람들은 이질적인 것을 배척하면서도,","people sometimes reject things that are different,","People sometimes reject things that are different,"
모순적으로 끌릴 때가 있다.,but they are paradoxically drawn to them.,"Sometimes, people are paradoxically drawn to what they reject."
"긴 은발과 함께 휘날리는 주홍빛 불티,","sparks of crimson flames dance with her long silver hair,","Sparks of crimson flames dance along with her long silver hair,"
그러나 머리카락 한 올 조차 타지않는,but not a single strand is burned.,but not a single strand of her hair is burned.
경이롭고 기묘한 사람.,she’s an awe-inspiring and mysterious person.,An awe-inspiring and enigmatic person.
이 자리에 있던 사람들은 훗날 이렇게 회상한다.,those who were there later recalled...,Those who were present later recalled...
"타오르는 불꽃이 머리카락에 보석처럼 장식되던 그 광경은,",...that the sight of the blazing flames adorning her hair like jewels...,that the sight of the blazing flames adorning her hair like jewels...
매우 압도적이면서도,"...was not only overwhelming,","...was not only overwhelming,"
동시에 두려울 정도로 매혹적이었다고.,but also terrifyingly captivating.,but also mesmerizing to the point of fear.
"저 사람이, 피오나 헤일론!",that’s fiona heylon!,That's Fiona Heylon!
