hangle,first_translate,second_translate
그러고 보면,"come to think of it,","Come to think of it,"
이 하녀는 나와 똑바로 눈을 마주친다.,this maid is looking me straight in the eye.,This maid is looking me straight in the eyes.
일반적인 귀족 집안이라면 쉬이 허용될 리 없는 일이야.,this isn’t something that would be allowed in a normal noble family.,This isn't something that would normally be allowed in a noble household.
이렇게 방만히 구는 것도,she’s acting like this...,She's acting so carelessly...
"백작 부인의 총애를 믿고, 그녀의 의사를 대변하고 있기 때문이겠지.",...because she trusts that the countess will protect her.,...because she trusts in the countess's favor and acts as her mouthpiece.
백작 부인은 원래도 나를 혐오스럽게 여겼으니…,"the countess has always hated me,",The countess has always found me repulsive...
상속 문제가 있는 지금은 더더욱 내가 눈엣가시로 보일 거다.,so I’m sure she sees me as a thorn in her side now that there’s an inheritance issue.,"Now that there's an inheritance issue, I'm sure she sees me as even more of a thorn in her side."
"천한 사생아에게 보석 한 알이라도 빼앗길까,",I’m sure she’s worried that I’ll take even a single jewel from her.,She and the entire Green family must be fretting over the possibility of a lowly bastard like me taking even a single jewel.
그녀뿐 아니라 그린 가문 전체가 그걸로 전전긍긍하고 있을 테지.,the entire green family is probably worried about that.,"Not just her, but the entire Green family is probably in a state of anxiety over the thought of losing even a single gem to a lowly illegitimate child."
"뭐지, 이 심심한 반응은",why isn’t she reacting?,Why is her reaction so dull?
이 멍청한 사생아가 설마 본인이 모욕당한 줄도 모르는 건가?,does this stupid girl not know that she’s been insulted?,Could this stupid illegitimate child really not realize that she’s been insulted?
몰라도 알아먹게 해주지.,I’ll make sure she knows.,"I’ll make sure she understands, whether she wants to or not."
백작 부인은 눈물을 쏙 빼서 쫓아내기를 원하신다.,the countess wants to kick her out in tears.,The countess wants to drive her out in tears.
"피오나 그린,",fiona green.,"Fiona Green,"
고작해야 이제 갓 성인이 된 여자애.,she’s just a girl who’s just become an adult.,She's merely a girl who has just come of age.
"운 좋게 살아 돌아와선 가문에 빌붙을 생각인가본데,","she’s lucky to be alive, but she’s trying to leech off the family.","She’s lucky to have survived, and now she’s trying to leech off the family."
어림 없는 소리!,there’s no way that’s going to happen!,Not a chance!
천한 사생아 따위… 넌 나에 대한 마님의 신임을 두텁게 해줄 기회에 불과해.,you’re just an illegitimate child... you’re just an opportunity for me to gain the countess’ trust.,You're just a lowly illegitimate child... nothing more than a chance for me to strengthen my lady's trust in me.
이 가문에 네 자리따윈 없다는 걸 똑똑히 알려주지!,I’ll make sure you know that you have no place in this family!,I'll make sure you understand that you have no place in this family!
메이.,mae.,May.
네 의도는 잘 알겠어.,I know what you’re trying to do.,I understand your intentions clearly.
무얼 말씀하시는 거죠?,what are you talking about?,What are you talking about?
흥.,hmph.,Hmph.
고작 이 정도로 울기라도 하려는 건가?,is she going to cry?,Is she really about to cry over something this trivial?
자기가 진짜 귀족이라고 착각하고 있던 거 아니…,did she think she was a real noble--,Did she actually think she was a real noble--
…어?,huh?,…Huh?
이게 방금…,did she just...,Did that just happen...?
"나를, 쳤어…?!",...hit me?!,...hit me?!
내내 기죽어서 저택 바닥을 기어 다니던 그 피오나 따위가?!,"fiona, who used to crawl around the house like a bug?!","Fiona, who was always cowering and crawling around the mansion floor?!"
"어제도 말했지만,","like I said yesterday,","Like I said yesterday,"
난 이 집안이 변하지 않은 것 같아서 기뻐.,I’m glad that this house hasn’t changed.,I'm glad this family hasn't changed.
"이,이게 무슨 짓인가요!!",w-what are you doing?!,what is the meaning of this?!
메이.,mae.,May.
네가 뭘 잘못했는지 아니?,do you know what you did wrong?,Do you know what you did wrong?
"이상해, 분명 사생아의…",it’s just an illegitimate child...,"It's strange, it's clearly an illegitimate child..."
"심지어 웃는 얼굴인데,","she’s even smiling,",She’s even smiling.
그런데 어째서,but why...,But why...
이렇게 숨 막히는 공포가 느껴지는 걸까?!,...do I feel so scared?!,Why do I feel this suffocating fear?!
"이,",y...,Y...
이러면 곤란해지는 건 피오나 아가씨 일걸요?,"you’re going to get in trouble, miss fiona!",It'll be miss Fiona who gets in trouble for this.
당장 백작 부인께 보고드리겠어요!,I’m going to tell the countess!,I'll report this to the countess immediately!
부인께서 이 사실을 아시면,she won’t let you get away with this--,"If the Countess finds out about this, she won't let you off the hook."
절대로 가만히 있지 않-,she won’t let you get away with this--,She absolutely won't stand for this--
아악!,aah!,Aah!
나는 네 잘못을 물었어.,I asked you what you did wrong.,I asked what you did wrong.
"메이, 네가 가져온 게 뭘까.","what did you bring me, mae?","What did you bring, Allen?"
"그, 그거야",th-that’s...,Th-That’s...
피오나 아가씨의……,"...for you, miss fiona...",It's... Miss Fiona's...
꺄악!,aaah!,Aaah!
아아…,ah...,Ah...
"이, 이게 대체…?!",w-what is this...?!,W-What on earth is this?!
"뭐하니, 메이.","what are you doing, mae?","What are you doing, May?"
어서 대답하지 않고.,why aren’t you answering me?,Why aren't you answering me?
네 잘못이 뭐냐니까?,what did you do wrong?,What did you do wrong?
"제대로 답할 의사가 없다면,","if you’re not going to answer me,","If you have no intention of answering properly,"
내가 지내온 헤일론의 방식으로 대화를 나눠볼까.,should I talk to you the way I did in the army?,Should I talk to you the way I did in Heilron?
헤일론에선 함부로 주인에게 입을 놀리는 사용인의 혀를 자르고는 해.,"in the army, we cut off the tongues of servants who spoke out of turn.","In Hailon, we cut off the tongues of servants who spoke out of turn."
수도에서는 어떤 처벌을 내리니?,what kind of punishment do they give in the capital?,What kind of punishment do they enforce in the capital?
아……,ah...,Ah...
"이런,",oh my.,Oh my.
말이 없으니 어쩔 수 없이 헤일론의 방식대로 혀를 자를까?,should I cut off your tongue the way we did in the army?,Should I cut off your tongue the way it's done in Heilron?
"죄, 죄송합...",I-I’m sorry...,I-I'm sor...
끅!,ack!,ack!
"메이,",mae.,Mae.
내가 누구지?,who am I?,Who am I?
"그, 그린 백작가의 피오나 아가씨 이십니다…….",y-you’re miss fiona of house green...,Y-you're Miss Fiona of the Green Count's family...
그럼 넌 어떻게 해야 할까?,then what should you do?,"Then, what should you do?"
"두, 두 번 다시 주제넘은 짓은 하지 않겠습니다.",I-I’ll never do anything like this again.,I-I’ll never overstep my bounds again.
부디 용서를…,please forgive me...,Please... forgive me...
"그래, 그렇게 해야지.","yes, that’s what you should do.","Yes, that's what you should do."
기분을 풀었나?,is she done?,Have you calmed down?
당장 가서 이 사실을 마님께 보고하자.,I’ll go tell the countess right away.,I'll go report this to the countess immediately.
그러면,then...,Then...
마님께서 단단히 손써주실게 분명해!,...I’m sure she’ll take care of this!,I’m sure she’ll make sure to handle this firmly!
어디 가니?,where are you going?,Where are you going?
이건 처리해야지.,you should clean this up.,This needs to be taken care of.
명심해둬.,remember this.,Keep this in mind.
또다시 재미없는 수작질을 한다면…,"if you try to do something like this again,",If you pull another boring stunt like this...
그땐 정말 대가를 치러야 할 거야.,you’ll have to pay for it.,You'll truly have to pay the price then.
잘 알아들었길 바라.,I hope you understand.,I hope you got that.
