hangle,first_translate,second_translate
자르는 게 아니면……,if I’m not going to cut anything off...,"If not cutting, then..."
"그래, 이 두 가지 중에 선택하라고 하자.","yeah, I’ll let them choose between these two options.","Yeah, I'll have them choose between these two options."
피오나.,fiona.,Fiona.
다 오긴 했어.,we’re here.,Everyone's here.
"어머, 정말 작네….","oh my, she’s so small...","Oh my, she's really tiny..."
영주님도 무슨 생각을 하시는 건지….,what was the feudal lord thinking...?,What was the lord thinking...?
진짜 공작 대리 맞아?,is she really the duke’s proxy?,Is she really the duke’s representative?
…이봐.,hey...,...Hey.
길을 비켜주시겠어요?,could you please move out of the way?,Could you please step aside?
"진정해, 시그렌.","calm down, siegren.","Calm down, Siegren."
뭐…. 그러도록 하지.,sure...,Well... I suppose so.
감사합니다….,thank you...,Thank you...
이 상황에 넌 화도 안 나?,aren’t you mad at them?,You're not even mad about this?
화내봤자 해결되는 일은 없잖아.,getting mad won’t solve anything.,Getting mad won’t change anything.
"저, 저기!",e-excuse me!,"Uh, um, excuse me!"
잠깐만요!,wait!,Hold on a second!
뭐야?,what?,What?
괜찮아. 시그렌….,"it’s okay, siegren...","It's okay, Siegren..."
"아가씨,","miss,","Miss,"
어쩌다 이런 거친 일을 맡게 된 건지 모르겠지만….,"I don’t know how you ended up with this rough job,","I don't know how you ended up taking on such a tough job,"
저들은 호락호락하지 않아요.,but those men won’t go down without a fight.,They won't go down without a fight.
하지만 저런 자들이 마을에서 활개 치면,but don’t you feel uncomfortable...,"But if people like them roam freely in town, doesn’t that make you uncomfortable?"
당신도 불편하지 않아요?,...with those men running around town?,Doesn't that bother you too?
아무리 그래도….,"even so,",Even so...
어린애가 위험한 자들을 상대하는 걸 보고만 있을 수는 없어요.,I can’t just stand by and watch a child deal with dangerous men.,I can't just stand by and watch a kid face dangerous people.
…이름이 뭔지 물어봐도 될까요?,may I ask your name?,May I ask what your name is?
"샤, 살럿이요.",i-it’s charlotte.,I-It's Charlotte.
"걱정해 줘서 고마워요, 샬럿.","thank you for worrying about me, charlotte.","Thank you for your concern, Charlotte."
"가자, 시그렌.","let’s go, siegren.","Let's go, Siegren."
"젠장, 이거 놔!","damn it, let me go!","Damn it, let go of me!"
우리들이 없으면 마물의 밥이나 될 것들이!!,you’ll just be monster fodder without us!,"Without us, you'd just be monster fodder!"
"가, 가만히 있으라니까!",s-stay still!,J-just stay still!
저리 안 비켜?!,get out of the way!,Get out of the way!
갑자기 처벌은 무슨 처벌이야!!,why are we being punished all of a sudden?!,What's with this sudden punishment?!
"꺼져, 이 자식들아!!","f*ck off, you bastards!","F*ck off, you punks!!"
저 사람들이군.,it’s them.,They're the ones.
어마어마한 완력이야….,they’re so strong...,They have incredible strength...
병사 두세 명으로도 감당하기 힘들어 보여.,they’re too much for just two or three soldiers to handle.,Even two or three soldiers would have a hard time handling them.
저 꼬맹이는 또 뭐야?!,who’s that kid?!,Who's that brat?!
으응?,huh?,Huh?
"뭐야, 밥버러지도 있잖아?","oh, the freeloader is here too?",What? The freeloader is here too?
아직도 살아있었냐?,you’re still alive?,You're still alive?
"진정해, 시그렌….","calm down, siegren...","Calm down, Siegren…"
"이런 커다란 몸으로 영지민을 괴롭히고,",they harassed the townspeople...,"Using that huge body, they harassed the townspeople..."
어린 시그렌을 때렸다고?,...and hit young siegren with those big bodies?,...and even hit young Siegren with those big bodies?
"거기다 강탈, 폭행, 아녀자 희롱….","they also robbed, assaulted, and harassed women...","They also committed robbery, assault, and harassed women..."
살인 외에 저지를 수 있는 건 다 저질렀다지.,they did everything except murder.,They did everything short of murder.
나쁜 자식들….,those bastards...,Those bastards...
아벨 헤일론 공작님의 명으로 왔습니다.,I’m here under the orders of duke abel heylon.,I'm here under the orders of Duke Abel Heylon.
부디 무의미한 저항은 그만둬 주세요.,please stop resisting.,Please stop this meaningless resistance.
허어?,huh?,Huh?
으억!!,ugh!,Ugh!!
네까짓 애새끼가 뭔데 명령 질이야?!,"who do you think you are, ordering us around?!","who do you think you are, you little brat, ordering us around?!"
"우리를 이런 식으로 대했다가, 어?",you’ll regret treating us like this!,You'll regret treating us this way!
용병단이 전부 마을을 떠나면 너희들도 다 끝장이야.,"if the mercenaries leave town, you’re all dead.","If the entire mercenary group leaves town, you're all finished."
마물이 쳐들어올 때 막아준 게 누군데!,who do you think protected you when the monsters attacked?!,Who do you think protected you when the monsters attacked?!
맞아!,that’s right!,That’s right!
은혜를 모르는 놈들!,you ungrateful wretches!,Ungrateful wretches!
…저 나쁜 자식!,those bastards!,that bastard!
맞다…. 대화는 말이 통해야 하는 거지?,"that’s right... conversation only works if the other side listens, right?",That's right... Conversation only works if the other side listens.
"히, 히익…!",eek!,Eek...!
말로 했을 때 들으면 얼마나 좋아.,you should’ve listened when I asked nicely.,It would've been so much better if you'd just listened the first time.
좋아요. 모두 이렇게 자리에 착석….,"all right, everyone take a seat...","All right, everyone, take your seats..."
은 아니구나.,"oh, I guess not.","Oh, I guess not."
히이이익!!!,aaah!,Eeeek!!!
자….,now...,Now then...
여기까지만 할게요.,that’s enough.,I'll stop here.
"얌전히, 무릎 꿇고 있으세요.",please stay on your knees.,please stay still on your knees.
