hangle,first_translate,second_translate,label
알고 있어. 실은 돌아다닐 힘도 없다고.,I know. I don’t have the energy to walk around.,"I know. To be honest, I don’t even have the strength to walk around.","I know. I don't even have the energy to go out, anyway."
그래도 꼭 하고 싶은 게 하나 있어.,"still, there’s something I want to do.","Still, there's something I really want to do.",but there’s something I really want to do.
뭔데?,what is it?,What is it?,what's that?
"…시그렌, 이리 와.","siegren, come here.","…Siegren, come here.","come here, siegren."
…왜 그러는 거야?,what are you doing...?,...why are you doing this?,what are you doing...?
네가 우는 것 같아서.,it seemed like you were crying.,It seemed like you were crying.,"it seems like you were crying,"
안아주고 싶어.,I want to hug you.,I want to hug you.,so I'd like to give you a hug.
저러고 있으니까,he seems...,"Seeing him like that,",seeing him like this...
꼭 어린아이 같아.,...like a child.,Just like a child.,...reminds me of when he was a kid.
옛날 생각나네.,it reminds me of the past.,This brings back old memories.,the good old days...
피오나.,fiona.,fiona.,"fiona,"
너 때문에 미칠 것 같아….,you’re driving me crazy...,I feel like I'm going insane because of you...,you're driving me crazy...
"이틀 뒤,","two days later,","Two days later,","two days later,"
피해지역 근처 도시.,a city near the affected area,A city near the affected area.,we arrived at a city near the affected area.
잘못될까 봐 진짜 걱정했어요.,I was so worried that something bad had happened to you.,I was really worried that something bad might happen.,I was so worried something might have happened to you.
의식도 없으셨고…,you were unconscious...,You were unconscious...,you even lost consciousness...
"혼수상태는 물론이고, 체온도 낮았죠.","you were in a coma, and your body temperature was low.","Not only were you in a coma, but your body temperature was also low.","you were in a coma, and your body temperature was dangerously low."
"한마디로,","in short,","In short,","in one word,"
반 시체였지.,you were half-dead.,you were half-dead.,you were like a corpse.
"무사하면 됐지, 뭐.","well, I’m fine now.","As long as I’m safe, that’s all that matters.","well, as long as I'm okay now..."
주군과 시그렌 전하도 그렇게 생각할까요?,do you think his grace and prince siegren will think that way?,Do you think His Grace and Prince Siegren think that way?,do you think duke heylon and prince siegren would feel the same?
공작님에게는 비밀로 해주세요…,please don’t tell his grace...,Please keep it a secret from His Grace.,please don't say anything about this to the duke...
주군께 감히 비밀을 만들 수는 없죠.,we can’t keep secrets from our master.,We dare not keep secrets from our master.,you know I can't keep secrets from his grace.
하…,haa...,Haa...,haa...
"어쨌건,","anyway,","Anyway,","in any case,"
그 후에 다른 사람들에게 감사 인사를 잔뜩 받았다.,I received a lot of thanks from other people after that.,I received a lot of thanks from other people after that.,many people came to thank me after that day.
"아카데미 연구원들은 물론이고, 엑스트라 기사들도 날 찾아왔었지.","not only the academy researchers, but even the extra knights came to see me.",Not only the academy researchers but also the extra knights came looking for me.,"not only academy researchers, but even soldiers and knights came to extend their gratitude."
영지의 주인인 렐턴 후작도 우리를 환대하며,"marquess relton, the owner of the land, also welcomed us...","Marquess Relton, the lord of the territory, warmly welcomed us.","even marquess relton, the leader of the region, gave us a warm welcome..."
저녁 식사에까지 초대해 주었고.,...and invited us to dinner.,...and even invited us to dinner.,...and invited us to dinner.
"이번 일로 유니스의 힘에 가능성이 있다는 것도 확인했으니,","we also confirmed the potential of eunice’s power through this incident,",We also confirmed the potential of Eunice’s power from this incident.,"and since I got to see the potential in eunice's powers,"
일이 꽤 잘 풀렸다 할 수 있겠어.,so I can say things worked out pretty well.,So I can say things worked out pretty well.,I can say that this incident worked out pretty well.
후작의 저택으로 이동 중,on the way to the marquess’s manor,on the way to the marquess’s manor,en route to the marquess's manor
"하지만,","however,","However,","however,"
풀리지 않는 의문도 여럿 있네…,there are still many unanswered questions...,There are still many unanswered questions.,there’s still a question that’s unanswered...
어둠 속의 그 사람은 대체 누구일까?,who was that person in the darkness?,Who was that person in the darkness?,who was that in the darkness?
…그냥 환각이려나?,was it just a hallucination?,Could it have just been a hallucination?,was it just a hallucination?
어둠이 환각도 보여주던가…,does the darkness show hallucinations...?,Does the darkness create hallucinations too...?,does the darkness make you hallucinate...?
고민해도 좀처럼 답이 안 나오네.,"no matter how much I think about it, I can’t find an answer.","No matter how much I think about it, I can’t easily find an answer.","no matter how hard I try to wrap my head around it, I can't seem to find an answer."
그리고,and...,And,"also,"
또 하나의 의문점.,...there’s another question.,...there’s another mystery.,there's another thing I'm wondering about.
"어둠에 빨려 들어가기 직전,","right before I was sucked into the darkness,","Right before I was pulled into the darkness,","before I got sucked into the darkness,"
뒤!!,behind you!!,Behind!!,behind you!!
"잠깐이지만,","it was only for a moment,","it was only for a moment,","it was only for a second,"
어둠이 다가오는걸 막을 수 있었어.,but I was able to stop the darkness from approaching.,I was able to stop the darkness from approaching.,but I was able to stop the darkness from coming closer.
"나는 혹시,",could it be...,Could I be...,could it be that...
어둠을 조종할 수 있는 걸까?,...that I can control the darkness?,Can I control the darkness?,...I have the power to control the darkness?
