hangle,first_translate,second_translate,label
이번에 가는 죽은 땅에서 뭔가 힌트라도 얻길 바라는 수밖에….,so I’ll have to find a hint in the dead lands...,I have no choice but to hope for a hint in the dead lands this time.,I'll have to find some kind of hint about her powers in the dead lands...
"시그렌, 나 잠깐 어디 좀 다녀올게!","siegren, I’ll be right back!","Siegren, I’m going out for a bit!","siegren, I'll be right back!"
뭐?,what?,What?,what?
어디?,where are you going?,Where?,where are you going?
순진한 아가씨 구출하러!,I’m going to save the innocent lady!,Going to rescue the innocent lady!,I'm off to save an innocent young lady!
좋다…,this is nice...,this is nice...,this is nice...
혼자 있으니까 조금 마음이 편해지는 기분이야.,I feel a little more comfortable being alone.,I feel a little more comfortable being alone.,it's so peaceful having some time alone like this.
행렬에는 사람이 너무 많아서 괜히 지쳐….,"there are too many people in the procession, so it’s exhausting...","There are too many people in the procession, and it just wears me out.","with such a large caravan of people, it can get quite tiring..."
"아가씨, 여기서 뭐 해?","what are you doing here, my lady?","What are you doing here, my lady?","what are you doing here, miss?"
잠깐 같이 놀까?,do you want to play with us?,Want to have some fun for a bit?,you wanna have some fun?
"이, 이거 놔주세요!!",l-let go of me!!,L-Let me go!!,p-please let me go!!
"자자, 앙탈 부리지 말고.","now, now. don’t be like that.","Now, now. Don't put up a fight.","now, now. don't make a fuss."
이봐.,hey.,Hey.,hey.
"그 아가씨는 곱게 놔 드리고,",let the lady go...,Let the lady go without trouble.,let go of her...
네 자리로 돌아가.,...and go back to your place.,Go back to your place.,...and return to your positions.
영애…,my lady...,My lady...,lady fiona...
"푸,","pfft,","pfft,",pfft...
푸핫.,ahaha.,"Pfft, haha!",pahaha.
저건 또 뭐야.,what’s that?,What is it this time?,what's this now?
생긴 건 제법 괜찮은데…,he’s quite handsome...,He looks pretty decent...,you’re quite the looker too...
"자, 너도 이쪽으로 와!",come here too!,"Come on, you come over here too!","all right, you can join us!"
나와 유니스를 못 알아보는 모양이네.,he doesn’t recognize me or eunice.,Looks like he doesn’t recognize me or Eunice.,it looks like they don't know who eunice and I are.
그러면 직접 누구인지 보여줄 수밖에.,then I’ll have to show him who I am.,Then I’ll just have to show them who we are.,"I guess I'll have to show them, then."
잠깐.,wait.,Wait.,hang on.
아가씨가 손을 더럽힐 필요는 없어.,"there’s no need for you to get your hands dirty, my lady.","there’s no need for you to get your hands dirty, my lady.",we don't need you to dirty your hands.
용병왕…,the king of mercenaries...,The Mercenary King...,"the king of mercenaries,"
권터,gunter,gunter,gunter...!
여기는 내가 해결하지.,I’ll take care of this.,I’ll take care of this.,I'll take it from here.
"아, 아하하.",a-ahaha.,A-Ahaha.,ah... ahaha.
권터 씨네 사람인 줄은 미처 몰랐습니다.,"I didn’t know she was with you, sir gunter.",I didn’t realize they were one of Gunter’s people.,"we didn't know they were with you, gunter... sir."
아가씨는 놔드릴 테니 한 번 봐주시죠.,"I’ll let her go, so please forgive me.","I'll let her go, so please overlook this.","we'll let the ladies go, so please leave us alone."
"자, 얼른 가!","now, go!","Alright, go on!","well, go on!"
얼른!,hurry!,quickly!,hurry!
그러면 숙녀분도 돌려드렸으니 저희는 이만…,we’ll be going now that we’ve returned the lady--,"Then, since we've returned the lady, we'll take our leave...","we’ve let them go now, so please--"
너희를 이대로 보내면 내가 공작한테 더러운 꼴을 당해서.,"if I let you go, I’ll suffer humiliation from the duke.","If I let you go just like this, I'll end up suffering disgrace by the duke.","well, the duke will give me hell if I just let you go."
"어이, 고용주님.","hey, employer.","hey, employer.","hey, boss."
"이놈들,",should I...,"You bastards,",would you like me to...
가랑이에 달린걸 잘라 버릴까?,...cut off what’s between their legs?,Cut off what’s between your legs?,...cut the things dangling between their legs?
