hangle,first_translate,second_translate,label
"…괜찮아, 다 나았어.",I'm fine. I'm all better now.,I'm fine. I'm all better now.,I'm fine. I'm all better now.
다행이네.,that's good.,That's a relief.,I'm glad to hear that.
춤이 끝나면 이야기 좀 해.,I want to talk to you after this dance.,Let's talk after the dance.,we need to talk after this dance.
…싫어.,no...,I don't want to.,no...
"그럼,",then...,"Well then,",then...
지금 당장 할까?,...should we talk now?,Should we do it right now?,..do you want to talk right here and now?
꺅!!,aah!!,Eek!!,ah!!
"하, 할게!",o-okay!,"Hah, I'll do it!","okay, we'll talk!"
사람들 보니까 내려줘…!,put me down. people are watching...!,Put me down... People are watching!,just put me down. people are looking!
어디로 가는 거야?,where are we going?,Where are we going?,where are we going?
조용히 이야기할 수 있는 곳.,somewhere we can talk quietly.,Somewhere we can talk quietly.,somewhere quiet where we can talk.
어쩐지 불길한 기분이…,I have a bad feeling about this...,I have a bad feeling about this...,I'm getting a bad feeling about this...
만지작,fidget,fiddle,fidget
추워?,are you cold?,Are you cold?,are you cold?
"앗, 괜찮아.","ah, it's okay.","Ah, it's okay.","oh, I'm fine."
너도 춥잖아.,you're cold too.,Aren't you cold too?,you must be cold too.
안으로 들어갈 걸 그랬나.,maybe we should have gone inside.,Maybe we should've gone inside.,perhaps we should have stayed inside.
네 방에는 안 갈래.,I don't want to go to your room.,I don't want to go to your room.,I'm not going to your room.
데려가지도 않을 거야.,I wasn't going to take you there.,I'm not going to take you there.,I wasn't going to take you there.
아벨이 알면 귀찮아질걸.,it'll be a hassle if abel finds out.,Abel will make a fuss if he finds out.,things could turn messy if abel found out.
앉아.,sit down.,Sit.,have a seat.
오래 서 있으면 발 아프니까.,your feet will hurt if you stand for too long.,Your feet will hurt if you stand for too long.,your feet must be hurting from standing for so long.
…길게 이야기할 거야?,is this going to take a long time?,Is this going to take long?,is this going to take a while?
나도 모르겠어.,I don't know.,I don't know either.,I'm not sure.
피오나.,fiona.,Fiona.,"fiona,"
"딱, 한 번만 물을 거야. 대답해줘.",I'm only going to ask you this once. please answer me.,I'm only going to ask once. Answer me.,"I'm only going to ask you this once, so I need you to answer me."
"…아까부터 왜 그래, 정말.",what's wrong with you today?,What's with you since earlier?,"geez, what's going on with you?"
분위기 잔뜩 잡고…,you're setting the mood so seriously...,You're really setting the mood...,you're being so serious today.
우리…,should we...,we...,should we...
그만할까.,...break up?,Should we stop?,...end this?
