hangle,first_translate,second_translate,label
순진한 아가씨 구출하러!,I’m going to rescue a damsel in distress!,I'm off to rescue a damsel in distress!,I'm off to save an innocent young lady!
좋다…,this is nice...,Nice...,this is nice...
혼자 있으니까 조금 마음이 편해지는 기분이야.,I feel more at ease now that I’m alone.,I feel a bit more at ease being alone.,it's so peaceful having some time alone like this.
행렬에는 사람이 너무 많아서 괜히 지쳐….,"there are too many people in the procession, so it’s exhausting...","There are too many people in the procession, and it’s unnecessarily exhausting…","with such a large caravan of people, it can get quite tiring..."
"아가씨, 여기서 뭐 해?","what are you doing here, miss?","Miss, what are you doing here?","what are you doing here, miss?"
잠깐 같이 놀까?,do you want to play with us?,How about playing with us for a bit?,you wanna have some fun?
"이, 이거 놔주세요!!",l-let me go!!,L-Let me go!!,p-please let me go!!
"자자, 앙탈 부리지 말고.","now, now. don’t be like that.","Now, now. Don’t throw a tantrum.","now, now. don't make a fuss."
이봐.,hey.,Hey.,hey.
"그 아가씨는 곱게 놔 드리고,",let the lady go...,Let the lady go nicely.,let go of her...
네 자리로 돌아가.,...and get back to your post.,Get back to your post.,...and return to your positions.
영애…,my lady...,My lady...,lady fiona...
"푸,",pfft.,Pfft.,pfft...
푸핫.,ahaha.,Pfft.,pahaha.
저건 또 뭐야.,what’s this now?,What's that now?,what's this now?
생긴 건 제법 괜찮은데…,you’re quite handsome...,You don’t look too bad...,you’re quite the looker too...
"자, 너도 이쪽으로 와!",come here too!,Come over here too!,"all right, you can join us!"
나와 유니스를 못 알아보는 모양이네.,they don’t seem to recognize eunice and me.,They don’t seem to recognize me and Eunice.,it looks like they don't know who eunice and I are.
그러면 직접 누구인지 보여줄 수밖에.,then I’ll have to show them who we are.,Then I'll have to show them who I am.,"I guess I'll have to show them, then."
잠깐.,wait.,Wait.,hang on.
아가씨가 손을 더럽힐 필요는 없어.,"you don’t have to get your hands dirty, my lady.","My lady, you don’t have to get your hands dirty.",we don't need you to dirty your hands.
용병왕…,the king of mercenaries...,the Mercenary King...,"the king of mercenaries,"
권터,gunter,gunter,gunter...!
여기는 내가 해결하지.,I’ll take care of this.,I'll handle this here.,I'll take it from here.
"아, 아하하.",a-ahaha.,A-ahaha.,ah... ahaha.
권터 씨네 사람인 줄은 미처 몰랐습니다.,"I didn’t know she was with you, sir.",I didn’t realize they were Gunter’s people.,"we didn't know they were with you, gunter... sir."
아가씨는 놔드릴 테니 한 번 봐주시죠.,"I’ll let her go, so please forgive me.","I'll let the lady go, so please look the other way.","we'll let the ladies go, so please leave us alone."
"자, 얼른 가!","now, go!","Now, hurry up and go!","well, go on!"
얼른!,hurry!,Hurry up!,hurry!
그러면 숙녀분도 돌려드렸으니 저희는 이만…,we’ll be going now that we’ve returned the lady--,We'll be going now that we've returned the lady.,"we’ve let them go now, so please--"
너희를 이대로 보내면 내가 공작한테 더러운 꼴을 당해서.,I’ll suffer humiliation from the duke if I let you go like this.,"If I let you go like this, I’ll suffer humiliation from the duke.","well, the duke will give me hell if I just let you go."
"어이, 고용주님.","hey, boss.","Hey, employer.","hey, boss."
"이놈들,",should I...,"These guys,",would you like me to...
가랑이에 달린걸 잘라 버릴까?,...cut off what’s between their legs?,Cut off what’s between their legs?,...cut the things dangling between their legs?
