hangle,first_translate,second_translate,label
…미안.,I’m sorry.,…Sorry.,sorry...
"그런데, 여기는 어디야?",but where are we?,Where is this place?,but where are we?
숲에 친 임시 막사.,an emergency tent in the forest.,A temporary camp set up in the forest.,inside a makeshift shelter in the forest.
본부 쪽은 어둠이 와서 초토화가 되었으니까.,the darkness destroyed the base camp.,The base camp was completely devastated when the darkness came.,darkness descended upon our base and destroyed it.
"네 몸이 너무 안 좋아서, 당장 영주의 성으로 이동할 수가 없었어.",you were in such bad shape that we couldn’t move you to the lord’s castle.,Your condition was too bad to move you to the lord’s castle right away.,we couldn't take you to a feudal castle because you seemed to be in critical condition.
다른 사람들은 모두 무사하니까 걱정하지 마.,"everyone else is safe, so don’t worry.","Everyone else is safe, so don’t worry.","everyone else is fine, so don't worry."
그렇구나.,I see.,I see.,I see.
"…뭐해, 누워서 더 쉬어.",what are you doing? lie down and rest some more.,What are you doing? Lie down and rest some more.,what are you doing? you should lie back down.
"날 구하기 위해서 다른 사람들이 얼마나 고생했을지,",I want to know how much trouble everyone went through to save me...,I wonder how much everyone struggled to save me.,"I need to see how everyone is after trying to save me,"
내가 어둠 속에서 본 게 뭔지…,...and what I saw in the darkness.,What I saw in the darkness...,and I need to find out about what I saw in the darkness.
당장이라도 알아보고 다니고 싶어서.,I want to go find out right now.,I want to go find out right now.,I have a lot of questions that need to be answered.
안돼.,no.,No.,no.
지금은 절대안정이야.,you need to rest.,You need absolute rest for now.,"right now, you need to get some rest."
알고 있어. 실은 돌아다닐 힘도 없다고.,I know. I don’t even have the strength to walk around.,"I know. Actually, I don't even have the strength to walk around.","I know. I don't even have the energy to go out, anyway."
그래도 꼭 하고 싶은 게 하나 있어.,but there’s one thing I want to do.,But there's one thing I really want to do.,but there’s something I really want to do.
뭔데?,what is it?,What is it?,what's that?
"…시그렌, 이리 와.","siegren, come here.","Siegren, come here.","come here, siegren."
…왜 그러는 거야?,what is it?,Why are you doing this?,what are you doing...?
네가 우는 것 같아서.,it sounds like you’re crying.,It seems like you're crying.,"it seems like you were crying,"
안아주고 싶어.,I want to hold you.,I want to hug you.,so I'd like to give you a hug.
저러고 있으니까,he looks...,Seeing him like that...,seeing him like this...
꼭 어린아이 같아.,...just like a child.,Just like a little kid.,...reminds me of when he was a kid.
옛날 생각나네.,it reminds me of the past.,This reminds me of the past.,the good old days...
피오나.,fiona.,fiona.,"fiona,"
너 때문에 미칠 것 같아….,you’re driving me crazy.,I feel like I’m going crazy because of you.,you're driving me crazy...
"이틀 뒤,","two days later,","Two days later,","two days later,"
피해지역 근처 도시.,a city near the affected area,A city near the affected region.,we arrived at a city near the affected area.
잘못될까 봐 진짜 걱정했어요.,I was so worried that something had happened to you.,I was really worried that something might have gone wrong.,I was so worried something might have happened to you.
의식도 없으셨고…,you were unconscious...,You were unconscious as well...,you even lost consciousness...
"혼수상태는 물론이고, 체온도 낮았죠.","you were in a coma, and your body temperature was low.","Not only were you in a coma, but your body temperature was also low.","you were in a coma, and your body temperature was dangerously low."
"한마디로,","in other words,","In other words,","in one word,"
반 시체였지.,you were half dead.,You were like a half-corpse.,you were like a corpse.
"무사하면 됐지, 뭐.","well, I’m fine now.",What matters is that I’m safe.,"well, as long as I'm okay now..."
주군과 시그렌 전하도 그렇게 생각할까요?,do you think his grace and prince siegren will feel the same way?,Would his lordship and Prince Siegren think the same way?,do you think duke heylon and prince siegren would feel the same?
공작님에게는 비밀로 해주세요…,please don’t tell his grace...,Please keep it a secret from His Grace...,please don't say anything about this to the duke...
주군께 감히 비밀을 만들 수는 없죠.,we can’t keep secrets from our lord.,We can’t possibly keep secrets from our lord.,you know I can't keep secrets from his grace.
하…,haa...,Ha...,haa...
"어쨌건,","anyway,","anyway,","in any case,"
그 후에 다른 사람들에게 감사 인사를 잔뜩 받았다.,I received a lot of thanks from everyone afterward.,"After that, I received many words of gratitude from others.",many people came to thank me after that day.
"아카데미 연구원들은 물론이고, 엑스트라 기사들도 날 찾아왔었지.",not only the academy researchers but also the extra knights came to see me.,Not only the academy researchers but also the extra knights came to see me.,"not only academy researchers, but even soldiers and knights came to extend their gratitude."
영지의 주인인 렐턴 후작도 우리를 환대하며,"marquess relton, the owner of the territory, also welcomed us...","Marquess Relton, the lord of the territory, also welcomed us...","even marquess relton, the leader of the region, gave us a warm welcome..."
저녁 식사에까지 초대해 주었고.,...and invited us to dinner.,...and even invited us to dinner.,...and invited us to dinner.
"이번 일로 유니스의 힘에 가능성이 있다는 것도 확인했으니,","we also confirmed that eunice’s power has potential,",We also confirmed that Eunice's power has potential through this incident.,"and since I got to see the potential in eunice's powers,"
일이 꽤 잘 풀렸다 할 수 있겠어.,so I’d say things turned out pretty well.,So I’d say things turned out pretty well.,I can say that this incident worked out pretty well.
후작의 저택으로 이동 중,on the way to the marquess’s manor,On the way to the marquis's manor.,en route to the marquess's manor
"하지만,","however,","However,","however,"
풀리지 않는 의문도 여럿 있네…,there are still many unanswered questions.,There are still many unanswered questions.,there’s still a question that’s unanswered...
어둠 속의 그 사람은 대체 누구일까?,who was that person in the darkness?,Who was that person in the darkness?,who was that in the darkness?
…그냥 환각이려나?,was it just a hallucination?,…Was it just a hallucination?,was it just a hallucination?
어둠이 환각도 보여주던가…,does the darkness show hallucinations?,Does the darkness create hallucinations too?,does the darkness make you hallucinate...?
고민해도 좀처럼 답이 안 나오네.,I can’t find an answer no matter how much I think about it.,"No matter how much I think about it, the answer just won’t come to me.","no matter how hard I try to wrap my head around it, I can't seem to find an answer."
그리고,and...,And,"also,"
또 하나의 의문점.,...there’s one more question.,Another mystery.,there's another thing I'm wondering about.
"어둠에 빨려 들어가기 직전,","right before I was sucked into the darkness,","right before I was sucked into the darkness,","before I got sucked into the darkness,"
뒤!!,behind you!,behind!,behind you!!
"잠깐이지만,","it was only for a moment,","It was only for a moment,","it was only for a second,"
어둠이 다가오는걸 막을 수 있었어.,but I was able to stop the darkness from coming.,I was able to stop the darkness from approaching.,but I was able to stop the darkness from coming closer.
"나는 혹시,",could it be...,Could I be...,could it be that...
어둠을 조종할 수 있는 걸까?,...that I can control the darkness?,Could I control the darkness?,...I have the power to control the darkness?
