hangle,first_translate,second_translate,label
"헤일론 영애, 이걸 안 물을 수가 없는데요.","lady fiona, I have to ask you this.","Lady Heylon, I can't not ask this.","lady fiona, there's something I must ask."
영애께서는 어둠이 최근에 활발해진 이유가 뭐라고 생각하시나요?,why do you think the darkness has become more active recently?,"My lady, why do you think the darkness has become more active recently?",why do you think the darkness has been so active lately?
음,um...,Hmm...,um
…어려운 질문이네요.,that’s a difficult question.,That's a difficult question.,that's a difficult question...
실은 나도 그게 궁금하단 말이지…,I’m curious about that too.,I'm actually curious about that too...,"to be honest, that's something I've been wondering about myself..."
이 세계의 사람들은 어둠을 자연재해와 비슷하게 생각한다.,people in this world think of darkness as a natural disaster.,People in this world think of darkness as something similar to a natural disaster.,people in this world think of the darkness as a kind of natural disaster.
"일 년에 한두 번 강한 태풍이 오면 일대가 엉망이 되어버리지만,","strong typhoons come once or twice a year and destroy the area,","When a strong typhoon hits once or twice a year, the entire area is devastated,","just like how certain regions come back to life after hurricanes devastate them once or twice a year,"
죽은 땅도 긴 시간이 지나면 어느 정도 회복된다.,but the land recovers after a long time.,Even barren land recovers to some extent over time.,the dead lands are also revived to some extent after a long time.
하지만 최근 어둠의 등장이 잦아져 다들 위기의식을 느낀 거겠지.,"but the darkness has been appearing more often, so people are feeling a sense of crisis.","But lately, the darkness has been appearing more frequently, making everyone feel a sense of crisis.",but people are feeling ill at ease because the darkness has been appearing more often lately.
제인처럼 어둠이 기승을 부리는 이유가 궁금한 사람이 많을 거다.,there are probably a lot of people like jane who are curious about why the darkness is becoming more active.,There are probably many people like Jane who are curious about why the darkness is running rampant.,"like jane, I'm sure many people are wondering why the darkness has been so active lately."
사람들 중 일부는 이렇게 말하더군요.,some people say...,Some people have said this.,some people have been saying...
근래 어둠이 자주 나타나게 된 건,...that the darkness has been appearing more often...,"Recently, the darkness has been appearing more often.",...that the darkness has been appearing more often...
분명,...because...,Surely,...because...
신이 분노하였기 때문이라고.,...god is angry.,Because God is angry.,...god is angry.
듣자 하니 관련된 종교도 생겼다는 모양이에요.,I heard that a religion related to this has also been created.,I heard that a religion related to this has emerged.,they say there's even a religion that has formed from this notion.
종교까지요.,a religion?,Even a religion?,a religion?
"성녀님, 여기가 마을 북부입니다.","your holiness, we’ve arrived at the northern part of the village.","Your Holiness, this is the northern part of the village.","your holiness, we're  in the northern part of the village now."
숲과 마을… 어느 쪽을 먼저 정화하는 게 좋을까요?,should we purify the forest or the village first?,Should we purify the forest or the village first?,"between the forest and the village, which should we purify first?"
으음…,um...,Hmm...,um...
역시 숲 쪽이 좋겠어요.,I think we should start with the forest.,I knew the forest would be the better choice.,I think we should work on the forest first.
신의 분노…,god’s anger...,God's wrath...,did I write about...
그리고 종교.,...and a religion.,And religion.,...god's wrath...
이런 내용을 내가 썼던가.,did I write about this?,Did I write something like this?,...and religion?
이 일들은,are these events...,these things...,have these things...
정말로 신이 화가 난 탓에 일어난 걸까?,...really happening because god is angry?,Did this really happen because God is angry?,...been happening because of the wrath of god?
"아니,","no,","No,","no,"
애초에 신이란 건 있는지 없는지도 모르는걸.,I don’t even know if god exists.,I don’t even know if God exists.,god may not even exist to begin with.
그럼,then...,Then.,then...
"…만약 신이 한 짓이 아니라면,","if it’s not god’s doing,","…If it’s not God's doing,","...if this isn't an act of god,"
인간의 짓일 수는 있는 걸까?,could it be the work of humans?,Could it be the work of humans?,could this be the work of a human?
너 말이다.,you.,I'm talking about you.,I'm onto you.
"조사 끝나고 돌아올 때는 무언가 복잡한 얼굴이었다가,","you looked troubled when you came back from the investigation,","When you came back from the investigation, you looked troubled.","you came back from the search looking like you had a lot on your mind,"
날 발견하고선 빤히 바라본 끝에,"but when you saw me, you stared at me...","But when you saw me, you stared at me for a while before...",but then you saw me and stared for a while...
지금의 그 히죽거리는 표정으로 변했는데.,...and then started smirking.,...and then changed to that smirking expression.,...and suddenly broke out into a smile.
대체 뭐냐?,what’s wrong with you?,What’s up with you?,what's that about?
내가 웃고 있었어?,was I smiling?,Was I smiling?,was I smiling?
똥개 중에서 가장 잘생긴 똥개라고 생각하니 그만.,I was just thinking that you’re the best-looking among the mutts.,I was just thinking that you're the best-looking among the mutts.,I couldn't help it because I thought you were the cutest mutt I'd ever seen.
별거 아냐.,it’s nothing.,It’s nothing special.,it's nothing.
…내 얼굴에 뭐 묻었어?,do I have something on my face?,Do I have something on my face?,do I have something on my face...?
뭘 웃는 거야.,what are you smiling about?,What are you laughing at?,what's he laughing at?
새삼 놀라워서.,I’m just amazed.,I’m just amazed.,I'm just surprised.
"겨울의 수호자라길래, 처음에는 몸집이 태산만 한 사람일 거라 생각했거든…","when I heard you were the guardian of winter, I thought you’d be as big as a mountain.","When I heard you were the guardian of winter, I thought you’d be as big as a mountain.","when they said you're the winter guardian, I thought you'd be the size of a mountain..."
평범한 사람이라 미안하네.,sorry to disappoint you.,Sorry for being just an ordinary person.,"I'm sorry, but I'm just a normal girl."
평범하다니.,what do you mean?,You call that ordinary?,"on the contrary,"
너만큼 특이한 인간도 없을…,there’s no one as unique as you--,There’s no one as unique as you--,you're the farthest from normal I've ever seen...
아가씨.,my lady.,My lady.,"fiona,"
어둠이 같은 곳에 두 번 올 수도 있나?,can the darkness come to the same place twice?,Can the darkness come to the same place twice?,is it possible for the darkness to come to the same place twice?
"도, 도망쳐!",r-run!,R-run away!,r-run!
어둠이 오고 있어!,the darkness is coming!,The darkness is coming!,the darkness is coming!
짐 챙길 시간 없어!,there’s no time to pack!,There’s no time to gather our belongings!,there's no time to pack your things!
말을 타고 최대한 빨리 움직여!,get on your horses and move as fast as you can!,Get on your horse and move as fast as you can!,find a horse and ride away as fast as you can!
엑스트라 기사들은 비전투 인원에게 최대한 붙는다!,"knights, stay close to the non-combatants!","Extra knights, stay close to the non-combatants!","soldiers and knights, try to stay as close to civilians as possible!"
예!,"yes, sir!",Yes!,"yes, ma'am!"
어둠이 다가오는 속도가 너무 빨라.,the darkness is approaching too quickly.,The darkness is approaching too quickly.,the darkness is approaching too fast.
어쩌지…,what should I do?,What should I do…,what should I do...?
이봐!,hey!,Hey!,hey!
말을 가져왔다.,I brought your horse.,I brought a horse.,I brought you a horse.
고마워!,thanks!,Thanks!,thank you!
시그렌은?,where’s siegren?,Where's Siegren?,what about siegren?
북부 쪽에서 피난을 돕고 있어.,he’s helping people evacuate from the north.,He’s helping with the evacuation in the north.,he's helping people escape in the north.
혹시 만나게 되면 몸조심하라고 전해줘!,"if you see him, tell him to be careful!","If you happen to meet him, tell him to be careful!","if you see him, tell him to take care of himself!"
잠깐.,wait.,Wait.,wait.
여기 남을 생각은 아니겠지.,"you’re not thinking of staying here, are you?","You're not planning to stay here, are you?","you're not thinking of staying behind, are you?"
아가씨도 바로 숲으로 대피하도록 해.,"you should evacuate to the forest too, my lady.","You should evacuate to the forest as well, my lady.","you need to evacuate into the forest as fast as you can too, don’t you?"
걱정은 됐어.,I’m worried about you.,I was worried.,don't worry about me.
권터야말로 돌아가!,"you should go back, gunter!","You should be the one to go back, Gunter!","take cover, gunter!"
남는 건 자살이나 마찬가지야.,staying behind is as good as suicide.,Staying behind is as good as suicide.,staying behind is suicide.
정말 죽을 수도 있다.,you could really die.,You really could die.,you could seriously end up dead.
"위험한 상황에서 윗대가리가 가장 먼저 내빼면,","if the ones in charge run away first in a crisis,","If the ones in charge run away first in a crisis,","if the one in command backs down in a dangerous situation,"
혼란은 더 커질 뿐이야.,it will only cause more chaos.,It will only make things more chaotic.,it will only create more chaos.
미안하군.,"I’m sorry,",I'm sorry.,"I'm sorry,"
공작한테 부탁을 받은 게 있어서 말이다.,but the duke asked me to do something.,I received a request from the duke.,but I was given orders by the duke.
"“딸아이가 바보같이 죽음을 향해 뛰어든다면,","he said, “if my daughter foolishly runs toward death,","He said, ""If my daughter foolishly throws herself into death,","""if my daughter rushes to her death like a fool,"""
어떤 수를 써서라도 구해 내라.”,save her no matter what it takes.”,"""Save her no matter what it takes.""","""you must do whatever it takes to save her."""
라더군.,that’s what he said.,That’s what he said.,that’s what he said.
공격할 거면 마음대로 해.,you can attack me if you want.,Attack if you want.,"fight me if you must,"
이길 자신 있으니까.,I’m confident I can win.,I'm confident I'll win.,but we  both know I'm gonna win.
뭐,"well,","Well,","well,"
너무 걱정하지 마.,don’t worry too much.,Don't worry too much.,don't worry about me too much.
사람들을 전부 데리고 무사히 돌아갈게!,I’ll bring everyone back safely!,I’ll bring everyone back safely!,I'll make sure everyone I find is safe and sound!
