hangle,first_translate,second_translate,label
"눈치도 있고, 자존심을 굽히고 기어야 할 때도 알고 있다.",she’s perceptive and knows when to swallow her pride.,She’s perceptive and knows when to lower herself.,"not only would she have tact, but she'd also know when to swallow her pride and kneel when needed."
"그래서,","so,","So,",so...
새로운 세력 구도가 생겼다고 하는 거야?,are you saying that a new power structure has been formed?,Are you saying that a new power structure has emerged?,...is that  why you're saying there's a new power dynamic?
프리실라 공작과 클로비스 후작.,duke priscilla and marquis clovis.,Duke Priscilla and Marquis Clovis.,marquess priscilla and marquess clovis...
5 가문 중 중립을 지지하고 있는 귀족들이 수상해.,the nobles who are neutral among the five families are suspicious.,The nobles supporting neutrality among the five families seem suspicious.,"...are the two  neutral ones of  the five noble families, and that makes them suspicious."
그들이 과연 진정한 중립일까?,are they truly neutral?,are they truly maintaining neutrality?,do you think they really are neutral?
"…그러네, 두 가문의 수장은 무리하게 중립을 지키고 있지.",you’re right. the heads of those two families are trying hard to remain neutral.,…you’re right. the heads of those two families are forcing themselves to remain neutral.,you're right.  the heads of two families have been trying too hard to maintain a neutral position.
"원작의 아렌트는 유니스에게 빠져, 지금과는 행보가 전혀 달랐다.","in the original story, arendt was in love with eunice, so his actions were completely different from now.","In the original story, Arendt was in love with Eunice, so his actions were completely different from now.","in the novel,  arendt falls for eunice, and his actions are quite different from what they  are now."
프리실라 공작도 마찬가지다.,the same goes for duke priscilla.,The same goes for Duke Priscilla.,the same is true for marquess priscilla.
그들이 다른 선택지를 노릴 가능성도,there is a possibility...,There is also a possibility that they are considering another option.,there is definitely a chance that they are aiming...
확실히 존재한다.,...that they’re aiming for a different option.,It definitely exists.,...for a different outcome.
"만약 가정이 사실이라면,","if that’s true,","If the assumption is true,","if my speculations are correct,"
미리 싹을 밟아야 할지도 몰라.,we may have to nip it in the bud.,We may have to nip it in the bud.,we may have to nip this in the bud.
넌 어떻게 하고 싶어?,what do you want to do?,What do you want to do?,what do  you want to do about it?
"…난,",I...,I...,I...
조금 더 지켜보고 싶어.,...want to watch them a bit longer.,I want to observe a little longer.,...want to wait and see what happens a bit more.
그래?,really?,Yeah?,really?
그럼 마음대로 해.,then do as you wish.,Then do as you wish.,then go ahead.
생각보다 신경 쓰지 않네.,he doesn’t seem to care as much as I thought.,He doesn’t seem to care as much as expected.,you don't seem as worried about it as I thought you’d be.
아마 너나 나나 권력에 미련이 없기 때문 아닐까.,it’s probably because neither of us has any lingering attachment to power.,It's probably because neither of us is attached to power.,that's probably because neither of us has an interest in gaining power.
"어디 보자, 다음 편지가…","let’s see, the next letter...",Let's see... the next letter...,let's take  a look at the next letter...
나로서는 그냥 네가 행복했으면 좋겠거든.,I just want you to be happy.,I just want you to be happy.,"besides, all I want is your happiness."
그래도 저쪽의 의중은 모르는 법이니.,but we don’t know what they’re thinking.,"Still, we never know what the other side is thinking.","but still,  since we don't know what they want,"
아벨이랑은 상의를 해야 할지도…,I should discuss this with abel--,I might need to consult with Abel...,we may have to discuss this with abel...
피오나?,fiona?,fiona?,fiona?
…아벨이,abel...,abel is...,this says that abel...
실종되었대…,they say he’s missing...,They say Abel is missing...,...has gone missing.
