hangle,first_translate,second_translate,label
제대로 눈을 뜨니까 확실히 잘생겼네.,"now that he’s awake, I can see that he’s really handsome.","Now that he’s fully opened his eyes, I can see that he’s really handsome.",he’s so much more handsome with his eyes wide open.
그런데 어려서 그런지 날 선 고양이 같아.,"but he looks like a wary cat, probably because he’s still young.","But he looks like a wary cat, probably because he’s still young.",but he also looks like a wary kitten.
구해줘서 고마워.,thank you for saving me.,Thanks for saving me.,thank you for saving me.
주인공이니까 뭔가 여유로울 줄 알았는데.,I thought he’d be more relaxed since he’s the male lead.,I thought the protagonist would be more composed.,"as the male protagonist, I thought he’d be more at ease."
…여긴 어디야?,where am I?,Where am I...?,where am I?
헤일론 성이야.,you’re at castle hallon.,This is Hallon Castle.,you’re in heylon castle.
넌 누군데?,who are you?,Who are you?,who are you?
내 이름은 피오나. 너는?,my name is fiona. what’s yours?,My name is Fiona. And you?,my name is fiona. what’s your name?
"시, 그렌.",s-siegren.,S-Siegren.,s-siegren.
…난 어떻게 살아있는 거지?,how am I still alive?,...How am I still alive?,how... am I still alive?
날 안고 구른 게 생각나지 않나?,doesn’t he remember rolling on the ground while holding me?,Don't you remember rolling on the ground while holding me?,doesn’t he remember dodging that monster with me in his arms?
"무의식중에 사람을 돕다니, 과연 남자 주인공.",he helped someone even when he was unconscious. he really is the male lead.,Helping someone unconsciously—he really is the male lead.,"oh, he saved me instinctively, huh? as expected of the male  lead!"
내가 데려와서 의원에게 치료해달라고 했어.,I brought you here and asked the doctor to treat you.,I brought you here and asked the physician to treat you.,I called for a physician and had you treated.
뭐?,what?,What?,what?
"그렇게 이상하단 표정 지어도,","you can look at me like that all you want,","Even if you make such a strange face,","you can look surprised all you want,"
난 네 몸 상태가 더 신경 쓰인단다.,but I’m more worried about your condition.,But I’m more worried about your physical condition.,but I’m more worried about your health.
"말이 남자 주인공이지, 아직 어린애다.","he may be the male lead, but he’s still a kid.","He may be the male lead, but he's still just a child.","he may be the male protagonist, but he’s still a child."
막연한 상상과 당장 눈앞의 현실의 차이는 엄청났다.,there’s a huge difference between my imagination and the reality in front of me.,There’s a huge difference between vague imagination and the reality right in front of me.,my fantasy of  him turned out to be drastically different from reality.
시그렌이 다친 모습을 보니 죄책감이 장난이 아니다.,seeing siegren hurt like this makes me feel overwhelming guilt.,Seeing Siegren hurt like this makes me feel overwhelming guilt.,I feel incredibly guilty seeing siegren hurt like this.
난 왜 남주 과거를 불행하다고 설정해서….,why did I have to make the male lead’s backstory so tragic...?,Why did I have to make the male lead's past so tragic...?,why did I have to give the male protagonist such a miserable backstory?
