hangle,first_translate,idiom_translate,label,idiom
엥?,huh?,huh?,huh?,쥐 죽은 듯 : as quiet as a mouse
이게 대체 무슨 일이지…?,what in the world is going on...?,what in the world is going on...?,what in the world is going on here…?,쥐 죽은 듯 : as quiet as a mouse
아이고오 . . .,ugh...,ugh...,ah…,쥐 죽은 듯 : as quiet as a mouse
흐어 어 . . .,haa...,ugh...,ugh…,쥐 죽은 듯 : as quiet as a mouse
"여 , 케인 . . .","h-hey, cain...","h-hey, cain...","hey, cain…",쥐 죽은 듯 : as quiet as a mouse
여기로 복귀한다고 하더니 진짜구나 . . .,so you really are returning here...,so you really are coming back here...,"I heard you were coming back, and now you’re really here…",쥐 죽은 듯 : as quiet as a mouse
다들 왜 이러고 있는 거야?,why is everyone like this?,why is everyone like this?,what happened to everyone?,쥐 죽은 듯 : as quiet as a mouse
훈련이 너무 힘들어서…,the training was too hard...,the training is too hard...,the training is too hard…,쥐 죽은 듯 : as quiet as a mouse
기사가 훈련이 힘들다고 하면 어떻게 해?,how can a knight say that training is hard?,how can a knight say that?,what kind of knight complains about training?,쥐 죽은 듯 : as quiet as a mouse
네가 아직 이곳을 못 겪어 봐서 그래!!,that’s because you haven’t experienced this place yet!!,it’s because you haven’t experienced this place yet!!,that’s because you haven’t been here!!,쥐 죽은 듯 : as quiet as a mouse
"에이, 달라봤자지.","oh, how different could it be?","oh, how different could it be?",what could have possibly changed?,쥐 죽은 듯 : as quiet as a mouse
다들 왜 누워 있는 건가?,why is everyone lying down?,why is everyone lying down?,what is everyone doing on the ground?,쥐 죽은 듯 : as quiet as a mouse
흠?,hm?,hm?,hm?,쥐 죽은 듯 : as quiet as a mouse
너는 누구지?,who are you?,who are you?,who are you?,쥐 죽은 듯 : as quiet as a mouse
아.,oh.,oh.,oh.,쥐 죽은 듯 : as quiet as a mouse
실례했습니다.,pardon me.,forgive me.,forgive me.,쥐 죽은 듯 : as quiet as a mouse
"케인 에레즈, 시그렌 황자 전하를 처음으로 뵙습니다.","I am cain ereze. it is an honor to meet you, your highness.","I am cain ereze. it is an honor to meet you, prince siegren.","I am cain ereze. it’s an honor to meet you, prince siegren.",쥐 죽은 듯 : as quiet as a mouse
폐하의 지고한 명에 따라,"under the supreme command of his majesty,","by the emperor’s command,","as per his majesty’s noble command,",쥐 죽은 듯 : as quiet as a mouse
오늘부터 황자 전하의 궁을 지키는 임무를 수행하게 됐습니다.,I have been assigned to guard your palace starting today.,I have been assigned to guard your palace starting today.,I have been  assigned to this palace  to protect your highness starting today.,쥐 죽은 듯 : as quiet as a mouse
"부족한 몸이나, 모쪼록 최선을 다하겠습니다.","I may be lacking, but I will do my best.","I may be lacking, but I will do my best.","I may be lacking, but I will do my best to serve you.",쥐 죽은 듯 : as quiet as a mouse
뭐지?,what’s wrong...,what’s with this guy?,what’s with this guy?,쥐 죽은 듯 : as quiet as a mouse
이 오버 떠는 놈은…?,...with this guy?,why is he being so dramatic...?,he’s really going overboard…,쥐 죽은 듯 : as quiet as a mouse
진짜로 정식 예법대로 인사하는 놈은 처음 보네.,I’ve never seen anyone bow according to the formal etiquette.,I’ve never seen anyone greet me with such formal etiquette.,"no one has actually greeted me in the proper, customary way before.",쥐 죽은 듯 : as quiet as a mouse
왜… 아무 말이 없지?,why isn’t he saying anything...?,why isn’t he saying anything...?,why isn’t he saying anything…?,쥐 죽은 듯 : as quiet as a mouse
황태자 궁,the crown prince’s palace,the crown prince’s palace,the crown prince’s palace,쥐 죽은 듯 : as quiet as a mouse
제길!,damn it!,damn it!,damn it!,쥐 죽은 듯 : as quiet as a mouse
"그놈의 시그렌,",that bastard siegren...,that bastard siegren...,"that bastard,",쥐 죽은 듯 : as quiet as a mouse
시그렌!,siegren!,siegren!,siegren!!,쥐 죽은 듯 : as quiet as a mouse
여태까지…,"until now,","until now,","up until now,",쥐 죽은 듯 : as quiet as a mouse
내 인생은 완벽했어!,my life was perfect!,my life was perfect!,my life has been perfect!,쥐 죽은 듯 : as quiet as a mouse
"난 황제 폐하의 유일한 아들이었고,","I was the only son of the emperor,","I was the emperor’s only son,","I was the emperor’s only son,",쥐 죽은 듯 : as quiet as a mouse
내 심기를 거스르려는 사람은 하나도 없었단 말이다.,and no one dared to go against me.,and no one dared to go against me.,and no one ever dared to oppose me.,쥐 죽은 듯 : as quiet as a mouse
그런데…,but...,but...,but…,쥐 죽은 듯 : as quiet as a mouse
"오늘,","today,","today,","from this day forward,",쥐 죽은 듯 : as quiet as a mouse
이 자리에서 시그렌을 정식 황자로 책봉하겠다!,I will officially appoint siegren as an imperial prince!,I will officially appoint siegren as an imperial prince!,I appoint siegren as an imperial prince!,쥐 죽은 듯 : as quiet as a mouse
사생아 새끼가 그딴 식으로 등장하는 바람에!,that bastard of a child had to make an entrance like that!,that bastard showed up out of nowhere!,that bastard child had to appear!,쥐 죽은 듯 : as quiet as a mouse
최소한 쥐 죽은 듯 있었다면 참아줄 생각이었지만…,I was willing to tolerate him if he stayed quiet...,"I was willing to tolerate him if he stayed as quiet as a mouse,",I was even going to leave him alone if he had quietly gone on with his life without making a peep…,쥐 죽은 듯 : as quiet as a mouse
"보란 듯이 사교계에 참석하고,","but he attended the social events as if to show off,",but he attended the social events as if he was showing off...,he’s attended social events for all to see.,쥐 죽은 듯 : as quiet as a mouse
커헉!,kegh!,kegh!,keugh!,쥐 죽은 듯 : as quiet as a mouse
감히 내 멱살을 잡기까지 했지.,and he even dared to grab me by the collar...,...and even dared to grab me by the collar...,he’s even dared to grab me by the collar.,쥐 죽은 듯 : as quiet as a mouse
고작 여자 한명에 대해 이야기 했다는 이유로!,...just because I talked about some girl!,...just because I said something about a girl!,all because I talked to a girl!,쥐 죽은 듯 : as quiet as a mouse
내가 황제가 되면 맨 먼저 그 자식을 단두대에 올릴 거다.,"when I become emperor, I’ll behead him first.","when I become emperor, I will behead him first.","when I become emperor, his head will be the first to go on the guillotine.",쥐 죽은 듯 : as quiet as a mouse
하지만…,but...,but...,but…,쥐 죽은 듯 : as quiet as a mouse
그 날은 아직 멀었지.,...that day is still far off.,...that day is still far off.,...that day is still too far away.,쥐 죽은 듯 : as quiet as a mouse
그놈을 어떻게 괴롭게 할 방법이 없을까.,how can I make him suffer?,how can I make that bastard suffer?,how can I make his life miserable?,쥐 죽은 듯 : as quiet as a mouse
있다.,there is a way.,there is a way.,I’ve got it.,쥐 죽은 듯 : as quiet as a mouse
그 자식이 유일하게 감정적인 동요를 나타낸 여자.,the only girl who stirred his emotions.,the only girl who has stirred up his emotions.,"there’s that girl who seemed to be the only one that could make him emotional,",쥐 죽은 듯 : as quiet as a mouse
피오나 헤일론!,fiona heylon!,fiona heylon!,fiona heylon!,쥐 죽은 듯 : as quiet as a mouse
아주 만약에라도 그녀에게 손을 댄다면…,if he even lays a finger on her...,if I even lay a finger on her...,if anyone ever lays a finger on her even by chance...,쥐 죽은 듯 : as quiet as a mouse
보아하니 마음에 꽤 두고 있는 것 같은데.,it seems like he has feelings for her.,it seems like he has feelings for her.,it looked like he was very fond of her.,쥐 죽은 듯 : as quiet as a mouse
좀 건드려볼까.,should I mess with her?,should I mess with her?,maybe I should prod him a little.,쥐 죽은 듯 : as quiet as a mouse
헤일론 공작이 싸고도는 여자애를 대놓고 어떻게 하기는 힘들지만…,it won’t be easy to do anything to her since duke heylon is protecting her...,it won’t be easy to do anything to her since duke heylon is protecting her...,it would be hard to do anything against the girl who duke heylon cherishes like his own.,쥐 죽은 듯 : as quiet as a mouse
"내가 직접 하기 힘들다면,","if I can’t do it myself,","if I can’t do it myself,","but if I can’t do it myself,",쥐 죽은 듯 : as quiet as a mouse
이봐!,hey!,hey!,hey!,쥐 죽은 듯 : as quiet as a mouse
남을 부려 먹으면 되는 거잖아?,I can just make someone else do it for me.,"I can just have someone else do it for me, right?",I could always make someone else do my dirty work!,쥐 죽은 듯 : as quiet as a mouse
당장 보좌관을 이리로 불러!,call my aide here right now!,call my aide here right now!,tell my aide to get over here right now!,쥐 죽은 듯 : as quiet as a mouse
