hangle,first_translate,second_translate,label
…그래도 마차에도 와 주세요.,please come to the carriage too.,"…Still, please come to the carriage as well.",you should come visit me in my carriage sometime.
혼자서는 심심해서….,it’s boring by myself...,I'm lonely by myself...,it can get quite boring being alone...
주변에 온통 기사랑 병사라서 쓸쓸했나 봐.,she must have felt lonely with all the knights and soldiers around her.,She must have felt lonely with all the knights and soldiers around.,"she must have been lonely, surrounded by knights and soldiers."
어서 오십시오.,welcome.,Welcome.,welcome.
이쪽이 온실입니다.,this way to the greenhouse.,This is the way to the greenhouse.,the conservatory is this way.
아가씨께서는 안쪽에서 기다리고 계십니다.,my lady is waiting inside.,My lady is waiting further inside.,the other ladies are waiting for you inside.
"어머나,","oh my,","Oh my,","oh my goodness,"
"피오나 영애,","lady fiona,","Lady Fiona,","lady fiona,"
유니스 영애…,lady eunice...,Lady Eunice...,lady eunice...
초대에 응해주셔서 감사해요.,thank you for accepting my invitation.,Thank you for accepting my invitation.,thank you for accepting my invitation.
기다리고 있었답니다.,I’ve been waiting for you.,I've been expecting you.,I've been waiting for you.
"와, 역시 화려한 미인이야.","wow, she really is a stunning beauty.","Wow, she really is as stunning as expected.","wow, I knew she’d be a glamorous beauty."
이런 사람이 시그렌에게 달려들었단 말이지.,she’s the one who threw herself at siegren.,"So, someone like her went after Siegren.","this gorgeous lady tried to make a pass at siegren, huh?"
"자, 어서 앉으세요.","please, have a seat.","Please, have a seat.",please have a seat.
"네, 고마워요.","yes, thank you.","Yes, thank you.",thank you.
이쪽은 근처 영지의 영애들이에요.,these are ladies from nearby territories.,These are young ladies from nearby territories.,these are ladies from the nearby territories.
명성이 자자한 두 분을 만나서 영광이에요.,it’s an honor to meet you both.,"It's an honor to meet you both, who are so renowned.",it's such an honor to meet such prestigious guests.
네…,yes...,Yes...,thank you...
잘 부탁해요.,pleased to meet you.,I look forward to getting along with you.,it's lovely to meet you too.
뭐지?,what?,What is this?,what is this?
묘하게 시선이 불온한 것 같은 느낌이….,I feel like they’re giving me strange looks...,I feel like their gazes are oddly unsettling...,there's something unwholesome in her gaze...
헤일론 영애는 북부에 있었다면서요.,"I heard you were in the north, lady fiona.","Lady Heilron, I understand you were in the north.","I heard you're from the north, lady heylon."
맞아요.,that’s right.,That's right.,that's right.
힘들지는 않았나요?,wasn’t it difficult?,Wasn't it difficult for you?,wasn't it hard living there?
거기에는 굉장히 야만적이고 잔혹한 마법사가 산다고 들었는데….,I heard a very savage and cruel mage lives there...,I heard that a very barbaric and cruel mage lives there...,they say a very savage and cruel mage lives in those parts...
사람 사는 곳이라 다들 비슷하답니다.,it’s just like any other place where people live.,People are the same wherever you go.,it's not that different from any other village.
"아니, 이 소문 여기까지 돌았냐!","wait, this rumor has spread all the way here?!","Wait, this rumor has spread all the way here?!",the rumors have spread all the way down here too?!
"소문 이야기가 나와서 말인데요,","speaking of rumors,","Speaking of rumors,","speaking of rumors,"
듣자 하니…,I heard...,I've heard...,I hear...
영애의 핏줄은 조금 특별하다면서요?,...your bloodline is a bit special.,I've heard that your lineage is somewhat unique.,"...you have a rather peculiar family history, lady fiona."
본래는 헤일론 쪽이 아니라고 들었어요.,I heard you’re not originally from the house of baroness.,I heard you’re not originally from Heilron.,I heard you're not originally from heylon.
"제가 알기로는,","as far as I know,","As far as I know,","from what I know,"
사생아라던데.,you’re an illegitimate child.,They say you're an illegitimate child.,you're an illegitimate child.
"네, 맞는 말이에요.","yes, that’s correct.","Yes, that's correct.","yes, that's true."
전 사생아입니다.,I am an illegitimate child.,I am an illegitimate child.,I am an illegitimate child.
정확히 알고 계시네요.,you know exactly who I am.,You know exactly.,you’re absolutely right.
웃어?,she’s smiling?,Are you laughing?,is she smiling?
게다가 그 본가는…,and your original family...,"And besides, your original family...","also, your original family was--"
네. 마약 사업 혐의로 재산을 몰수당했죠.,"yes, their assets were confiscated on charges of drug trafficking.",Yes. Their assets were confiscated on charges of drug business.,"yes, they had all their wealth seized and were charged with drug smuggling,"
제가 직접 고발한 일이고요.,I was the one who reported them.,I was the one who reported it myself.,and I'm the one who reported them.
"세상에, 저라면 도저히 못할 거예요.","my goodness, I could never do that.","My goodness, I could never do that.","my goodness, I could never do such a thing."
무슨 이유에서든 가족을 자기 손으로 배신하는 건…,betraying your own family for any reason...,Betraying your own family for any reason...,betraying one's own family for whatever reason is...
짐승이나 할 짓이죠.,...is something only a beast would do.,...is something only a beast would do.,...something only savages do.
"자, 잠깐만요!",w-wait!,W-Wait a moment!,"n-now, hang on a minute!"
피오나 영애…,lady fiona...,Lady Fiona...,lady fiona...
"그래서,","so,","So,",so...
하고 싶은 말이 뭔가요?,what are you trying to say?,What is it that you want to say?,...what are you trying to say?
적당히 하라는 소리예요!,I’m telling you to know your place!,I'm telling you to stop.,I’m saying that you should know your place!
"운 좋게 양녀가 되었다고 해도,","even if you were lucky enough to be adopted,","Even if you were fortunate enough to be adopted,","you may have gotten lucky enough to be adopted by a duke,"
귀족 영애라면 정도를 지켜야죠.,you should know your place as a noble lady.,"As a noble lady, you should act with propriety.",but a noble lady should have some common decency.
"…해서, …",so...,And so...,so...
영애도……,...you...,You too…,...you should...
시그렌.,siegren.,siegren.,siegren.
피오나 영애 왜 딴 곳을 보시죠.,"lady fiona, why are you looking elsewhere?","Lady Fiona, why are you looking away?","lady fiona, what are you looking at?"
지금 제가 말하고 있는 게 안 보이나요?,can’t you see I’m talking to you?,Can't you see that I'm speaking right now?,can't you see I'm talking to you?
아직 할 말이 더 있답니다.,I still have more to say.,I still have more to say.,I haven’t finished speaking.
"영애,",you...,"Lady,","lady fiona,"
남의 저택에서 신세를 지고 있는 와중에 전하께 꼬리를 치셨죠?,"...even had the audacity to seduce his highness while staying at someone else’s manor, didn’t you?","You even flirted with His Highness while staying at someone else's manor, didn't you?","you tried to seduce his highness while he was spending the night at our manor, didn't you?"
제 하녀가 말해주었단 말이에요. 어젯밤에-,my maid told me about what happened last night--,My maid told me. Last night—,"my personal maid told me that last night, you--"
잠깐.,wait.,Wait.,hold on.
"아덴 영애, 말이 심하세요!","lady arden, you’re going too far!","lady arden, your words are too harsh!","lady heather, that’s absurd!"
심하긴 뭐가 심해요.,"what do you mean, too far?",What's so harsh about it?,what’s absurd about it?
저는 그저 사실을 말하는 것뿐…,I’m just stating the facts--,I'm just stating the facts.,I'm only telling the truth--
"꺄,","ah,","Ah,",ah...
꺄아아악!,aaah!,Aaaah!,aaaah!
영애의 말은 다 맞아요.,you’re right about everything.,"You're right about everything, my lady.","you’re right about everything, lady heather."
"전 사생아고, 제가 태어난 가문도 직접 부수었죠.","I’m an illegitimate child, and I destroyed the family I was born into.","I'm an illegitimate child, and I destroyed the family I was born into.","I am an illegitimate child, and I personally ruined my family."
하지만 똑똑한 아덴 영애가 하나 파악하지 못한 게 있네요.,but there’s one thing a smart lady like you failed to realize.,"But there’s one thing a smart lady like you, Lady Arden, failed to realize.",but there's one thing that someone as bright as you hasn’t figured out yet.
"저는 그 덕분에 권력과 힘,","thanks to that, I now have both power...","Thanks to that, I now have both power and strength.","thanks to all those things, I now possess..."
두 개 다 가지고 있답니다.,...and authority.,I have both power and strength.,...both power and strength.
지금 이 자리에서 제가 영애의 머리카락을 불태워도,"that means even if I burn your hair right here,","Even if I burn your hair right here,","I could set your hair on fire right here and now,"
아덴 자작님은 제 아버지께 항의서 몇 장 보내는 게 고작일 거란 뜻이죠.,the most your father could do is send a few letters of complaint to my father.,The most Viscount Aden could do is send a few letters of complaint to my father.,and all viscount ardel could do is write a few letters of complaint to my father.
망아지처럼 구는 것도 상대를 보면서 하세요.,you should know who you’re dealing with before you act recklessly.,Don't act recklessly without considering your opponent.,"you picked the wrong person to butt heads with, lady heather."
그러다 목 잘려요.,you might get your head chopped off.,That could get you killed.,"next time, it’ll be your throat I slice."
"그리고,",and...,"And,",also...
"화,",your...,Your...,your...
황자 전하….,your highness...,Your Highness...,...highness...
티파티가 꽤나 즐거워 보이는군.,"it looks like you’re having a very enjoyable tea party,",It looks like you're having quite an enjoyable tea party.,"I see you're having a wonderful tea party,"
헤더 아덴 영애.,lady eunice heather arden.,Lady Heather Arden.,"lady heather,"
"그, 그게…",I-I...,W-Well...,w-well...
어제 그런 일이 있었으니 고개를 못 들겠지.,"after what happened yesterday, she can’t even lift her head.","After what happened yesterday, she probably can't even lift her head.",I'm sure she can't look him in the eye after what she did last night.
마지막으로 충고 하나 할게요.,let me give you one last piece of advice.,Let me give you one last piece of advice.,let me give you one last word of warning.
남의 남자 탐내지 마세요.,don’t covet someone else’s man.,Don't covet someone else's man.,stay away from my man.
이건 지금 내 거거든.,because he’s mine.,This is mine now.,because he's mine now.
