hangle,first_translate
"그나저나, 당신은 후열에 가도 되지 않아?","anyway, shouldn’t you move toward the rear?"
행렬 배치도,positioning chart
나야 유니스 때문에 중앙이라지만,"even though I get to ride in the middle thanks to eunice,"
용병왕이라며.,aren’t you supposed to be the king of mercenaries?
일단 네 호위로 왔으니까.,I came here to escort you first.
"흠, 생각보다 성실하네.",hmm... looks like you’re pretty diligent after all.
갑자기 궁금해지는데…,come to think of it...
"권터, 공작님이 당신을 어떻게 협박했는지 물어도 돼?","gunter, am I allowed to ask how the duke blackmailed you?"
"뭐, 별거 아냐.",it’s nothing big.
그냥 내가 귀족을 하나 죽여서.,"let's just say I killed one nobleman,"
공작이 그걸 은폐해줬거든.,and the duke covered up the incident for me.
뭐…,well...
"변명하자면,","if I were to make excuses,"
아녀자를 납치해서 끔찍한 짓을 저지른 쓰레기였다.,this guy kidnapped women and committed unspeakable crimes against them.
"피해자가 스스로 목숨을 끊으려 하는데,","when the victim tried to kill herself out of despair,"
아무리 봐도 죽을 사람은 피해자가 아니라 내가 나섰지.,I stepped forward since she seemed closer to dying than anyone else.
그걸 공작님이 적당히 숨겨주신 거고?,and then the duke helped cover everything up?
"…그렇지, 반응이 덤덤하군.",your reaction seems rather calm.
당신이 선택한 일인데 타인의 평가가 필요해?,should others’ opinions matter when you made the choice yourself?
…시그렌이 네게 왜 그리 전전긍긍하는지 알겠다.,I understand now why siegren acts so nervously around you.
무슨 의미야…,what do you mean by that...?
중간 휴식지 아덴 자작령,break stop aden county
어서 오십시오.,"welcome, everyone."
황자 전하를 대접하게 되어 무한한 영광입니다.,it is an honor to serve prince bernhart.
아델 자작,viscount ardel
아델 자작 부인,viscountess ardel
이쪽은 딸들입니다.,these are our daughters.
"뵙게 되어 영광입니다, 전하.","an honor to meet you, your highness."
오늘은 신세 지겠습니다.,we appreciate your hospitality today.
"자, 피곤하실 테니 바로 방으로 안내해드리겠습니다.","right this way, please."
이리로 오시죠!,please follow me!
후…,haa...
…오늘은 피오나와 제대로 대화 한 번 못했군.,I couldn’t even talk properly with fiona today...
피오나…,fiona...
안 되겠다.,I give up.
가서 키스해도 되는지 물어보자.,I guess I'll just have to ask whether I can kiss her.
"어머,","oh dear,"
전하…,your highness...
늦은 시간에 어딜 가셔요?,where might you be heading off to at this hour?
…자작 영애?,adel’s daughter...?
무슨 일이지.,what business do you have with me?
…전하.,your highness...
오늘 밤은,would you care to spend tonight...
저와 함께하지 않으시겠어요?,...with me?
