hangle,first_translate
어디가 아픈 건데. 어깨? 다리?,where does it hurt? your shoulder? leg?
"아니, 이럴 게 아니라 빨리 의원을 불러서-","no, wait. forget that. I need to call the physician first--"
"뭐, 뭐야 또….",wh-what again...?
...어.,uh...
다친 데 없어. 그냥….,I’m fine. I just...
"시그렌의 가슴, 팔, 옆구리를 가득 채운 흔적과 흉터.","scars covered siegren’s chest, arms, and sides."
그리고 푸른 멍들.,"on top of everything else, there were also blue bruises."
단순히 부상으로 남은 것들이 아니다.,these weren’t simply injuries left behind after healing.
"고의로 불에 지져지고,","they were traces of burns inflicted intentionally,"
일방적인 폭력에 시달리면서 생긴 흔적들이다.,as well as signs of violence suffered unilaterally.
상처에는 오랜 세월 동안 반복된 악의가 담겨 있었다.,malicious intent repeated over many years was embedded into these wounds.
시그렌.,siegren.
"네 상처, 누가 한 거야?",who caused these scars?
의원에게 들었어?,did you hear that from the physician?
그걸 확인하려고 내 옷을 벗기려고 한 거야?,is that why you tried to undress me earlier?
응.,yep.
"뭐야, 그거 때문에 운 거야?",seriously? you cried because of that?
그래서 내가 붕대 갈 때부터 나가 있으라고 했잖아.,that’s why I told you to leave before I changed my bandages.
"본인이 굳이 봐 놓고 울기는,",you saw them yourself and then started crying?
하여간 완전 제멋대로―,"anyway, you always act however you want--"
시그렌의 몸에서는 소독약 냄새가 난다.,"right now, antiseptic smells wafted from siegren’s body."
지금은 그것마저 미안하다.,"at this very moment, even that makes me feel guilty."
그가 오랫동안 말도 안 되는 고통을 당한 것은 내 탓이었다.,"for a long time, he went through unimaginable pain because of me."
"그저, 불운한 유년 시절을 보냈다는 간단하고 가볍게 쓰인 단 한 문장.","in the original story,  it was mentioned briefly and lightly that siegren spent an unfortunate childhood."
단순한 활자와 눈앞에 닥친 현실의 차이는 엄청났다.,there was a huge difference between reading mere words and seeing reality unfold before my own two eyes.
...왜 그렇게 된 거야?,how did this happen?
별거 아니야.,it wasn’t a big deal.
"용병 중에는 거친 놈들이 많고,","many of the mercenaries were rough men,"
마침 제일 어리고 약한 내가 표적이 되었을 뿐이지.,"and since I was the youngest and weakest among them, I became their target."
"시그렌, 별거 아니라 여기지마.","siegren, don’t treat this as though it’s nothing."
...동정하는 거야?,do you pity me?
이건 동정이 아니다 정확히는 죄책감에 가까웠다.,pity wouldn’t describe this accurately. it felt more like guilt.
"사실 지금까지 시그렌의 존재에 대해,","until now, I hadn’t fully realized..."
이 세계에 대해 제대로 실감하지 못했다.,...the existence of siegren nor this world itself.
전장의 잔인함을 몸으로 체험했음에도 그랬다.,not even despite experiencing firsthand the cruelty of war myself.
모든 것이 마치 어딘가 먼 세계의 일처럼 느껴졌다.,everything seemed to belong somewhere far off in another universe.
"아니, 외면하려 했다는 게 더 정확한 표현일 것이다...","or rather, perhaps it'd be more accurate to say that I chose to turn a blind eye toward it..."
하지만 그의 상처를 보니 확 와닿았다.,"but upon witnessing his scars, I finally understood."
어린 시그렌이 오랜 폭력에 시달린 것에는 내 탓이 함께 있다.,I share part of the blame for having allowed young siegren to suffer prolonged abuse.
그런 주제에 친해지기 힘들다고 불평이나 하고 있던,"and still, I complained about how hard it was getting close to him."
스스로가 부끄럽다.,I’m ashamed of myself.
앞으로는 시그렌이 날 싫어하더라도,"from now on, even if siegren dislikes me,"
항상 그의 편이 되어 줘야지.,I'll always stand by his side.
"그것이 지워지지 않는 그의 흉터에 대한,",that’s probably the best apology I can give...
내가 할 수 있는 최대한의 사과일 것이다.,...for the permanent scars etched onto his body.
