hangle,first_translate
외모가 범상치 않음 = 주요 인물,unusual appearance = important character
이 공식이 적용된다!,that formula applies here!
"얼굴에 광이 나는 걸 보니 이 작자, 주연이 확실하다!","judging by how radiant his face is, he definitely plays a major role!"
그런데 대체 누구지?!,but exactly who is he?!
괜찮으신 겁니까?,are you okay?
눈 피함,avoids eye contact
"네, 괜찮아요,","yes, I’m fine."
저야말로 죄송합니다…,I apologize for bumping into you...
…앗?,ah...?
"이 넥타이핀,",this tie pin...
저 때문에 떨어진 모양이네요.,it fell because of me.
이게 무슨…,what is th--?
신경 쓰지 않으셔도 됩니다.,you don’t have to concern yourself with it.
이건 단순한 보석이 아니라…,this isn’t simply a jewel...
마석이니까요.,it’s a mana stone.
마석.,mana stones...
"일반 사람이나 마력 운용이 불안정한 마법사들을 돕는 보조기구로서,",...react to magicians since they’re used as tools to assist ordinary people or mages whose control over mana is unstable.
마법사에게 반응한다는 설정이 있다.,mana stones react to magicians since they’re used as tools to assist ordinary people or mages whose control over mana is unstable.
난 마력 운용에 능숙한 편이라 마석을 사용해 본 적이 없었다.,I’ve never had any experience with them before since I’m skilled at controlling mana.
이게 반응하는 걸 보니…,"if it reacted to him,"
아가씨는 마법사이신 모양이군요.,"then you must be a magician, miss."
…마법사라고 칭하기에도 부끄러운 솜씨지만요.,I’m not quite worthy of being called a magician yet though.
겸손하시군요.,how humble of you.
가볍게 손댄 것만으로 이 정도라면 평범한 실력이 아니실 터인데.,"for it to respond like that with your mere touch, you must possess extraordinary skills."
게다가 이토록 선명한 붉은빛이라니…,"furthermore, its color turned bright red..."
그러고보니 마석의 색이 뚜렷하게 변할수록,"come to think of it, I did create a setting where the stronger the magician,"
그 마법사가 강하다는 설정도 했었지 참…,the clearer the change in color becomes...
굉장히 훌륭한 재능을 지니신 분이군요.,you truly have remarkable talent.
네… 감사합니다…,thank you...
그럼 저는 이만…,excuse me now...
잠시만요.,wait.
제 이름은,my name is...
아렌트 클로비스라고 합니다.,arendt clovis.
기억났다.,I remember now.
네가 누구인지.,I recall who you are.
실례지만 아가씨의 이름을 물어도 괜찮을까요?,"do pardon me, may I ask for your name, miss?"
"…누군지 알게 된 이상, 내 이름을 알려줄 순 없겠어.","now that he knows who I am, I can’t tell him my real name."
"세, 셀린이라고 합니다.",i-it’s celine.
"…만나 뵈어서 영광이었습니다, 셀린 양.","it was nice meeting you, miss celine."
또 뵐 기회가 있었으면 좋겠군요.,I hope our paths cross again someday.
"네, 저도…",me too...
클로비스 후작님을 뵐 수 있어서 영광이었습니다.,it was an honor to meet marquess clovis.
그럼 이만.,goodbye now.
내가 저 녀석을 잊고 있었다니.,I forgot about him.
"미쳤지, 미쳤어.",this is insane.
장부 때문에 바빠서 잊고 있었어.,I was so caught up with the accounts that I totally forgot about him.
이전에 떠올린 재무부에 있는 유능한 인물이 바로 저놈이잖아!,aren’t you the talented person working under the ministry of finance whom I previously recalled?!
아렌트 클로비스.,arendt clovis.
"키워드는 나쁜 남자, 계략남.",keywords include bad guy and schemer.
포지션은 서브 남주.,he’s a sub-male lead.
물론 여주인공인 유니스 앞에서는,"of course, he acts extremely kind and courteous..."
한없이 다정하고 정중하게 굴지.,"...in front of the heroine, eunice."
그러나,but...
중요한 건 이런 것들이 아니다.,none of that matters right now.
현재 내가 빙의해버린 몸의 주인은 피오나.,the body I took possession of belongs to fiona.
아렌트…,arendt...
아렌트는 작중 피오나가 최종 보스에 이르게 된 결정적인 요인이었다.,...was the decisive factor which made fiona turn into the final boss later in the story.
