hangle,first_translate
보통 귀족가라도 이렇게 성대하게 환영해주진 않는데.,"normally, nobles wouldn’t greet guests this extravagantly."
오시느라 피곤하시죠?,must you be exhausted after traveling such a distance?
방을 준비해두었습니다.,your room has been prepared for you.
원하시는 식사가 있다면 얼마든지 말씀해 주세요.,let us know if there’s anything specific you'd like to eat.
전부 맛있어.,it all tastes delicious.
역시 인간이란 먹기 위해 사는 게 틀림없어.,people definitely live to eat.
내가 좋아하는 음식이 뭔지 어떻게 안 걸까?,how did they find out what foods I liked?
"아니지, 그보다도…","wait, but more importantly..."
나에겐 여기에 온 목적이 있었어.,I had come here for a reason.
셀린.,selin.
저는 아벨의 명에 따라 이 저택을 둘러보러 왔는데요.,duke abel ordered me to inspect this place while I stayed here.
물론 준비해 두었답니다.,of course! we'll show you around immediately after dinner.
식사 후 바로 안내해 드릴게요.,of course! we'll show you around immediately after dinner.
―해서 여기까지 저택의 주요 장소는 안내를 마쳤습니다.,"with that, we conclude showing you around the main areas of the manor."
이제는…,next...
"아,","ah,"
저택의 장부라도 확인해 보시겠어요?,would you perhaps like to see the ledgers?
고마워요.,thank you very much.
두꺼워.,this is thick.
더 있으니 가져다 드릴게요.,"there are plenty more books, so please allow me to fetch them for you."
일단 태도는 무척 호의적인데….,at least they seem friendly enough...
사람을 겉만 보고 판단할 수는 없어.,but you shouldn’t judge a book by its cover.
"…라는 생각에 꼼꼼하게 훑어보고 있는데,","while thinking that, I decided to read through each page carefully."
이중장부의 낌새는 없네…,I haven’t found any signs of double-entry accounting yet...
아직은.,or maybe I missed it.
"가장 쉽게 일어날 수 있는 일이 바로 횡령이다 보니,","embezzlement happens easily when dealing with money,"
대충 넘어갈 수도 없는 노릇인데…,which makes it difficult to overlook...
"장부가 너무 세세히, 많이 적혀있다구!",these records are extremely detailed!
전부 보는 데만 몇 달이 걸릴지도 몰라!,it could take months to read through every single entry!
"…혹시 아벨,",isn’t this...
장부 보기 싫어서 날 보낸 거 아냐?!?,why abel sent me here instead of coming himself?!?
"녀석, 한동안은 발이 묶일 거다.",looks like he’ll be stuck here for a bit longer.
"이렇게 된 거,","well since I’m here anyway,"
빠르게 해치운다!!,I might as well hurry up and finish reading!!!
라고,"that’s what I thought,"
생각했는데…,but...
왜 이렇게 된 거지?!,why did it turn into this mess?!?!??!!?!!!
