hangle,first_translate
생각보단 많네. 열 살쯤 되나 했는데.,"whoa, you’re older than I thought. I assumed you were only ten or so."
뭐라고?!,excuse me?!
"아벨이 매일 작다, 작다 하긴 하는데.","abel does say how small I am every single day, but..."
내가 그렇게 보일 정도로 체구가 작나?,do I seriously appear that young-looking?
한창 클 시기에 다락방에서 밥도 못 먹었으니 어쩔 수 없는데.,"well, I couldn’t eat properly while living in the attic during puberty, so it can’t be helped."
어쨌든 내가 한 살 많았네.,"at any rate, I guess I'm one year older than you."
정신적으로는 내가 더 위일걸.,I bet I’m more mature mentally too.
너 혼자만의 착각이겠지.,that must be your own opinion.
"헤일론 공작이 널 열심히 먹이던데,","duke haylon feeds you well enough,"
대체 옆으로도 위로도 안 크고 뭐 하는 거야?,so why aren’t you growing taller?
그러게….,good question...
사실 난 체력도 형편없다.,"to be honest, I have terrible stamina."
그래서 마법을 쓸 때도 오랫동안 사용하지는 못한다.,that’s also why I can’t use magic for long periods either.
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다.,"it’s similar to running short distances versus marathons. I excel at sprinting, but suck at distance races."
앞으로 열심히 자랄 거니까 괜찮아.,it’s okay. I'll try harder to grow bigger from now on.
"그래, 열심히 자라라.","okay, work hard."
시그렌….,siegren...
"상태 좋아지고, 날 선 분위기도 가라앉으니까","he looks better physically, and even seems less tense lately."
꼭 상아처럼 빛나는 것 같아.,just looking at him reminds me of ivory.
내 새끼지만 정말 몇 년 후가 기대되는걸.,"he may be my son, but I’m excited to see how much he grows over the next few years."
"짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라.","alright kiddo, make sure to put that handsome face of yours to good use once you meet the heroine."
내 얼굴에 뭐라도 묻었어?,is there anything on my face?
응? 아니.,hm? no.
그런데 왜 이렇게 빤히 쳐다봐?,then why are you staring at me like that?
잘생긴 것 같아서.,because you seem pretty attractive today.
"아, 그래도 나중에 꼭 지조를 지키며 연애하렴.","right, remember to treat her nicely later on."
아무리 너라도 내 사랑스러운 여주인공의 눈에 눈물 나게 하면 용서 못 해.,"even if it’s you, I won’t forgive you if you end up making our lovely protagonist cry."
늘 생각하는 거지만 너 가끔씩 진짜….,"I swear, sometimes I wonder whether..."
아니다.,nah.
왜?,what?
누가 누구한테 정신 연령이 위라고 하는 건지 모르겠다고.,whether you actually realize which one of us is more mature.
보니까 사람 무서운 줄도 모르던데.,"from where I stand, you clearly lack common sense."
아니거든.,not true.
나는 엄연히-,"I mean, technically speaking--"
피오나 아가씨!,lady fiona!
제2 성벽에 대규모의 마물이 접근하고 있다고 합니다.,a large horde of monsters is approaching the second wall.
아무래도 지금 전투 인원은 전부 모여야 될 것 같습니다.,all combatants need to gather immediately.
알겠어요. 바로 갈게요.,understood. I’ll head out right away.
감사합니다.,thank you.
무슨 소리야?!,are you kidding me?!
네가 왜 거기에 가?,why are you going there?
맞다. 시그렌에게 말을 아직 안 했지.,"oh yeah, I haven’t told siegren yet..."
내가 전쟁에 참전한 마법사란 걸.,about how I participate in battles using magic.
"나, 여기서 싸우는 마법사야.",I fight alongside everyone here.
주로 하는 일은 2 성벽을 지키는 거고.,my main job is protecting the second wall.
알겠지?,get it?
그러니까 이것 좀 놔-,so could you please le--
…말도 안돼.,no way.
뭐가?,what do you mean?
"뭐가, 라는 소리가 지금 나와?",“no way”?!
2 성벽은 이곳에서도 제일 위험한 곳이야!,the second wall is the most dangerous place here!
알기나 해?,didn’t you know?
평생을 전장에서 보낸 용병이나 기사들도,even experienced knights and mercenaries die instantly after fighting their whole lives.
한순간에 죽어서 나자빠진다고.,even experienced knights and mercenaries die instantly after fighting their whole lives.
그런 장소를 너 같은 작은 애가 지킨다고?,there’s no way someone tiny like you can defend that area!
말이 되는 소리를 해!,use your brain!
북부 최강의 방패인 헤일론 성에 그토록 사람이 없는 거야?,"is house haylon, known as the strongest shield in the north, lacking manpower?"
이런 조그마한 애가 지키지 않으면 안 되는 상황이냐고!,or are they desperate enough to send little kids into battle?!
