hangle,first_translate
오빠.,brother.
1 황녀예요.,"I'm your sister,"
아리아라고 불러 주세요.,princess aria.
…오빠?,"""brother""...?"
그랬지.,that’s right.
얼굴을 본 건 처음이지만.,"even though I’ve never seen her before,"
적통의 황녀는 아니었다.,she wasn’t born to the main imperial family line.
하급 귀족 출신 황비의 소생이라 했던가.,"apparently, she was the daughter of a low-ranking aristocrat."
앗!,ah!
"아침 훈련을 방해해 죄송해요, 오빠.","forgive me for interrupting your training session, brother."
예전 제 기사였던 케인 경과 이야기를 나누고 싶어서요.,I wanted to talk to sir cain since he used to serve as my knight.
아.,oh.
잠깐이라면 데려가도 좋아.,take him away for a bit if you must.
케인은 황녀 궁의 기사였으니 주종 관계였군.,"right, cain served under the princess because he was once part of her palace guards."
케인이 아비인 에레즈 후작의 수족 노릇을 하지 않는다더니.,"so that explains why he doesn’t work directly under his father, marquis ereze."
화…황녀 전하…,your highness...
저런 이유 때문이었나.,perhaps that was the reason.
어차피 이복동생이라도 감흥은 없다.,"still, I don’t feel much toward her despite us sharing blood ties."
어머니 외의 혈연은 없는 것과 마찬가지니까.,"to me, anyone outside of mother’s side of the family may as well be strangers."
"하지만 나와 황태자, 어느 쪽의 편에도 아직 서지 않고",but if house ereze’s eldest son continues to take such an ambiguous stance...
모호한 태도를 고수하는 에레즈의 장자가 끼어있다면…,"...by refusing to support either myself or the crown prince,"
찾아낸 것일지도.,they just might find themselves caught in our crossfire.
동생?,sister?
"그래, 이복동생이 있더군.","yes, apparently I had a half-sister."
원작에서는 제대로 등장한 장면도 없던 존재였는데.,"in the original story, she didn’t make a single appearance."
몸이 약하다며 나오지 않아 얼굴도 본적 없었는데.,"since she supposedly suffered poor health, she rarely left her room."
요즘에 돌아다니더라고.,"recently, however, she started going out more often."
1 황녀 말이지…?,you mean the first princess...?
그렇다면 건강해진 걸까? 다행이네.,then perhaps she recovered. thank goodness.
"글쎄, 처음부터 아픈 척을 했던 것일지도.",I wouldn’t know. maybe she pretended to be sick from the start.
타이밍이 지나치게 잘 맞아.,the timing fits too perfectly.
황후와 황태자가 잠잠해지자 활동을 시작했어.,"as soon as the empress and crown prince quietened down, she began making public appearances."
그렇다는 건…,that means...
줄곧 황후의 눈치를 보고 있었구나.,...she kept herself hidden while watching the empress closely.
"그래,",of course.
거슬리면 죽였을 테니까.,"if she got in the way, she would've been killed."
의외로 이 황가에 직계 황족은 그리 많지 않았다.,"strangely enough, direct descendants of the royal family aren’t very common."
보통은 애들이 태어날 때까지,"usually, women barely survive long enough..."
여자가 살아 있는 경우가 거의 없어.,...to give birth to children.
황제가 손을 댄 여자와 그 아이를 처리한 것이다.,the emperor disposed of every woman he slept with along with their offspring.
"하지만 황비는 어쨌든 하급이라고 해도 귀족이고,","but although the late empress came from a lower rank within the nobility,"
그렇다고 뒷배경은 없으니 살려 둔 모양이야.,"she lacked connections, which is likely why she survived."
"황자가 아닌 황녀였으니, 그냥 내버려 둔 거구나.","since she gave birth to a princess instead of a prince, she was simply ignored."
게다가 납작 엎드려 있었다면 신경 쓸 가치도 없다 생각했겠지.,"on top of that, she remained loyal until the end, thus rendering her unworthy of attention."
황녀 전하는 생각보다 똑똑한 모양이네.,the princess appears smarter than expected.
"눈치도 있고, 자존심을 굽히고 기어야 할 때도 알고 있다.",she knows exactly when to keep her head down and act humble.
"그래서,",so...
새로운 세력 구도가 생겼다고 하는 거야?,are you saying a new power dynamic emerged?
프리실라 공작과 클로비스 후작.,duke priscilla and marquess clovis.
5 가문 중 중립을 지지하고 있는 귀족들이 수상해.,"out of the five families, the neutral nobles seem suspicious."
그들이 과연 진정한 중립일까?,how certain are we that they truly remain impartial?
"…그러네, 두 가문의 수장은 무리하게 중립을 지키고 있지.","true, the leaders of those two houses insistently maintain neutrality."
"원작의 아렌트는 유니스에게 빠져, 지금과는 행보가 전혀 달랐다.","in the novel, duke arendt fell deeply in love with eunice, causing him to behave differently compared to now."
프리실라 공작도 마찬가지다.,the same goes for duke priscilla.
그들이 다른 선택지를 노릴 가능성도,there definitely exists a possibility...
확실히 존재한다.,...that they seek another option.
"만약 가정이 사실이라면,","if that assumption turns out correct,"
미리 싹을 밟아야 할지도 몰라.,we might need to nip this in the bud early on.
넌 어떻게 하고 싶어?,what do you want to do?
"…난,","for now,"
조금 더 지켜보고 싶어.,I'd rather observe further.
그래?,is that so?
그럼 마음대로 해.,"alright, suit yourself."
생각보다 신경 쓰지 않네.,looks like you’re less concerned than I thought.
아마 너나 나나 권력에 미련이 없기 때문 아닐까.,probably because neither of us care about gaining power.
"어디 보자, 다음 편지가…",let’s see... next letter...
나로서는 그냥 네가 행복했으면 좋겠거든.,all I wish for is your happiness.
그래도 저쪽의 의중은 모르는 법이니.,"still, we can’t read minds."
아벨이랑은 상의를 해야 할지도…,perhaps I'll discuss this matter with abel--
피오나?,fiona?
…아벨이,abel...
실종되었대…,...has gone missing...?!
