hangle,first_translate
"…라는 생각에 꼼꼼하게 훑어보고 있는데,","while thinking that, I decided to read through every page carefully."
이중장부의 낌새는 없네…,I haven’t found any signs of double-entry bookkeeping yet...
아직은.,"at least, not yet."
"가장 쉽게 일어날 수 있는 일이 바로 횡령이다 보니,",embezzlement happens often because it’s so easily done.
대충 넘어갈 수도 없는 노릇인데…,I can’t afford to overlook anything suspicious...
"장부가 너무 세세히, 많이 적혀있다구!",they wrote way too much into these records!
전부 보는 데만 몇 달이 걸릴지도 몰라!,it could take months to read through all of this!
"…혹시 아벨,",isn’t this...
장부 보기 싫어서 날 보낸 거 아냐?!?,...why abel sent me here instead of doing it himself?!!!
"녀석, 한동안은 발이 묶일 거다.",looks like he’ll be stuck here for quite some time.
"이렇게 된 거,","well since it turned out like this,"
빠르게 해치운다!!,I guess I’ll hurry up and finish reading everything!!
라고,or so...
생각했는데…,...I thought.
왜 이렇게 된 거지?!,what happened?!
