hangle,first_translate
제대로 눈을 뜨니까 확실히 잘생겼네.,"seeing him clearly now, he does seem handsome."
그런데 어려서 그런지 날 선 고양이 같아.,"at the same time though, he looks like a cat sharpening its claws due to being young."
구해줘서 고마워.,thanks for helping me back there.
주인공이니까 뭔가 여유로울 줄 알았는데.,I thought he’d appear more laid-back considering he’s the main character.
…여긴 어디야?,wait... where am I?
헤일론 성이야.,you’re inside hailon castle.
넌 누군데?,who are you?
내 이름은 피오나. 너는?,my name is fiona. and yours?
"시, 그렌.",s-siegren.
…난 어떻게 살아있는 거지?,why am I alive...?
날 안고 구른 게 생각나지 않나?,do you not remember rolling over together?
"무의식중에 사람을 돕다니, 과연 남자 주인공.",helping others without realizing it himself... talk about your typical male protagonist.
내가 데려와서 의원에게 치료해달라고 했어.,I brought you here and asked the physician to heal you.
뭐?,what?
"그렇게 이상하단 표정 지어도,","yes, I know it sounds strange,"
난 네 몸 상태가 더 신경 쓰인단다.,but I care more about your condition than anything else.
"말이 남자 주인공이지, 아직 어린애다.","although he may be the male lead, he’s still just a boy."
막연한 상상과 당장 눈앞의 현실의 차이는 엄청났다.,there’s a huge difference between vague imagination and reality.
시그렌이 다친 모습을 보니 죄책감이 장난이 아니다.,looking at siegren injured fills me with guilt.
난 왜 남주 과거를 불행하다고 설정해서….,why did I make his past so tragic?!
