hangle,first_translate
아버지와 큰오빠가 마약 사업에 손대고 있던 걸요.,...that father and big brother had been involved in drug trafficking?
"그래서,",which is why...
제가 그 사실을 황궁에 고발했죠.,...I informed the palace about it myself.
부인도 잘 아시겠지만…,"as you may very well know yourself,"
"불법적인 사업으로 쌓아올린 재산이 확인되면,","if it turns out that someone built wealth through illegal businesses,"
그건 전부 국고로 환수되죠.,the state takes over those assets.
"거,",y-you lie!
거짓말하지 말아!,y-you lie!
그러면 너도 처벌을 면치 못할 텐데!,then you won’t escape being punished either!
"그게 말이죠,",that’s the thing.
전 이미 이 가문 사람이 아니라서요.,I am no longer part of this family anymore.
권리가 없으니 책임도 사라진 셈이죠.,"since I lost my rights, I also lost responsibility toward this family."
"마, 말도 안 돼…",th-this doesn’t make sense...
네가 지금 키워준 은혜를 원수로 갚는구나!!,is this how you repay us after raising you?!
…사실은 저도 그냥 넘어가려 했어요.,"in fact, I tried to let it slide."
"왜냐하면,",that’s because...
나에게도 어느 정도 책임이 있을지도 모르겠다는 생각을 했으니까요.,...I felt somewhat responsible for letting it happen.
그랬다.,that’s right.
"감정을 낭비하기도 싫었고,","I didn’t want to waste time getting emotional about it,"
나도 어느 정도 책임이 있을 거라고… 망설였다.,and since I might bear some blame for it... I hesitated.
만약,"if I ever meet the original fiona,"
"본래의 피오나를 만날 수 있다면,","if I ever meet the original fiona,"
사죄 하고 싶을 정도로.,I’d even apologize to her.
…하지만 다시 고민해보니,"but upon reconsidering,"
인간의 도리는 5년 전에 찾았어야 했어요.,I decided that human decency should have come five years earlier.
당신들 또한.,from both sides.
이제 이런 건 소중히 간직하세요.,keep this close to your heart.
앞으로 두 번 다시 못 볼 수도 있잖아요.,we never know whether or not we'll see each other again someday.
그린 백작부인은 여기 계십니다!,countess green! she’s here!
꺄악!!,aaghk!!
그린 백작가가 불법적인 사업을 벌였다는 제보가 있었습니다.,there was a tip-off saying that house green ran illegal businesses.
때문에 황명에 따라 지금 이 시각부터 모든 가문의 재산을 동결하고…,"according to the emperor’s order, starting today, all of the family’s property shall be frozen..."
재무부가 아주 열심히 일하는구나.,the finance ministry works fast.
응?,hmm?
그러고 보니 등장인물 중 한 명이 재무부에 있었던 것 같은데…,"come to think of it, wasn’t one of the characters working at the finance ministry...?"
돈… 죠아아…,money... yayy...
으으음… 이런 느낌이었던가…,uughh... so this is what it feels like...
"에이, 모르겠다.",whatever.
헤일론 저택에 갈 생각이나 하자.,I should start heading to hailon manor instead.
안돼!!,no!!
겨우 형을 내쫓고 가주가 되었는데!!,I finally became head of the family after kicking out my own brother!!
이것들!!,hey!! stop!!
이것 놓아라!!,put that down!!
정말-,really...
괜히 북쪽 산맥의 마물들을 지배하는 놈이 아니군.,no wonder he rules monsters living in the northern mountains.
여태 상대한 놈 중 가장 성가셨어…,"out of everyone I fought against until now, he was the most annoying..."
