hangle,first_translate,review,idiom
게다가 이건 판타지에서는 흔해빠진 설정이야.,"on top of that, this kind of setting is extremely cliché in fantasy novels.","Besides, this kind of setting is very common in fantasy.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
하지만…,but...,But...,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
이 모든 일을 이 애가 실제로 겪었다고 생각하니까….,when I think about how everything actually happened to this poor boy...,When I think about how this boy actually went through all of this...,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
고생이 많았구나.,you went through so much hardship.,You've been through a lot.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
내가 많이 미안해.,I’m truly sorry.,I feel really sorry.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
때가 되면 이곳을 떠날 예정이었지만…,"even though I plan to leave when the time comes,","I was planning to leave this place when the time came, but…","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
그래도 반성의 의미를 담아 여기 있을 동안은 얘한테 잘해줘야겠다.,"for now, I want to treat him well while I can.","Still, as a way of making amends, I should treat him well while I'm here.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
게다가 시그렌은 나중에 날 죽일 예정이잖아?,"not to mention, siegren plans to kill me eventually anyway.","Besides, Siegren is going to kill me in the future, isn't he?","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
혹시 모르니까 친하게 지낼 필요가 있어!,I need to make friends with him just in case!,I need to stay on good terms with him just in case!,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"이 누나가 진짜 성심성의껏 돌볼 테니,","I promise to look after you sincerely,",I'll take care of you wholeheartedly.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"나중에 커서 잘해… 아니, 살려줘라.","so please don’t forget about me when you grow older... or better yet, spare my life.","Treat me well when you grow up... no, just spare my life.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
시그렌 신경 쓴다고 제대로 못 잤더니 너무 졸려…,I didn’t sleep properly last night because I kept thinking about siegren... I’m exhausted.,I couldn’t sleep properly because I was worried about siegren... I’m so sleepy.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
잠깐만 눈 좀 붙일까….,I guess I’ll rest my eyes for a bit...,Should I take a quick nap...?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
뒷일은 시그렌이 정신을 차리면 생각해 보자….,I’ll worry about everything else once siegren wakes up...,I'll think about the rest once siegren wakes up...,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
헛.,yawn,Gasp.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
얼마나 잔 거지?,how long have I slept?,how long have I slept?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
응?,huh?,Huh?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
웬 시선이…,do I sense someone looking at me...?,A gaze...?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
아.,oh.,Oh.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
깨어났네?!,are you awake now?!,You're awake?!,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"잘, 잘 잤니?",g-good morning!,Did you sleep well?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
만나서 반가워!,it’s nice meeting you!,Nice to meet you!,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
와아.,wow.,Wow.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
제대로 눈을 뜨니까 확실히 잘생겼네.,"seeing him clearly now, he does seem handsome.","Now that I can see him clearly, he's definitely handsome.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
그런데 어려서 그런지 날 선 고양이 같아.,"but maybe due to his youthfulness, he also seems rather prickly.","But maybe because he's still young, he looks like a wary cat.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
구해줘서 고마워.,thanks for helping me back there.,Thank you for saving me.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
주인공이니까 뭔가 여유로울 줄 알았는데.,I thought he’d be more laid-back considering he’s the main character.,I thought he'd be somewhat more relaxed since he's the main character.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
…여긴 어디야?,where am I...?,Where am I...?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
헤일론 성이야.,we’re inside hailon castle.,We're in Hailon Castle.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
넌 누군데?,who are you?,Who are you?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
내 이름은 피오나. 너는?,my name is fiona. what about yours?,my name is fiona. and you?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"시, 그렌.",s-siegren.,S-Siegren.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
…난 어떻게 살아있는 거지?,"wait, but how come I’m alive...?",...How am I still alive?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
날 안고 구른 게 생각나지 않나?,don’t you remember rolling down the hill together?,Don't you remember rolling while holding me?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"무의식중에 사람을 돕다니, 과연 남자 주인공.",helping others without even realizing it himself... talk about being a typical male protagonist.,Helping someone unconsciously... As expected of a male protagonist.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
내가 데려와서 의원에게 치료해달라고 했어.,I brought you here and asked the physician to heal your wounds.,I brought you here and asked the physician to treat you.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
뭐?,what?,What?,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"그렇게 이상하단 표정 지어도,","yes, I know it sounds strange,","Even if you make that weird face,","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
난 네 몸 상태가 더 신경 쓰인단다.,"but honestly, I care more about your condition than anything else.",I'm more concerned about your condition.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
"말이 남자 주인공이지, 아직 어린애다.","although he may be the male protagonist, he’s still just a little kid.","Although he may be the male protagonist, he's still just a kid.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
막연한 상상과 당장 눈앞의 현실의 차이는 엄청났다.,there’s such a huge difference between imagining something versus seeing it happen firsthand.,There is a huge difference between vague imagination and the reality right in front of me.,"내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
시그렌이 다친 모습을 보니 죄책감이 장난이 아니다.,"after witnessing siegren getting hurt, I couldn’t help but feel guilty.","Seeing Siegren injured, I felt an overwhelming sense of guilt.","내 코앞에서 굴러다니고 있는 거지 : showing up right in front of me
큰 고비는 넘겼습니다 : passed the critical stage
눈엣가시처럼 여겨 : considered a thorn in the side
목숨을 위협받으며 살아왔다 : lived under constant threat
눈 좀 붙일까 : take a quick nap"
