hangle,first_translate
뭐?!,whaaat?!
갑자기 무슨 소리야?!,what are you talking about?!
실례하겠습니다!!,excuse me!!!
실례인 걸 알면 하지 말라고!,then excuse yourself outta here!
잠깐이면 되니까….,just for a second...
오돌토돌한 촉감이 느껴져….,I feel bumpy skin...
군데군데 움푹 파여있고.,with dents everywhere.
정말로 흉터가…!,these are actually scars...!
이렇게 엉망진창이라니!,they’re terrible!
어떻게 이런 일이….,how did they happen...?
하지 말라고!,stop it!
아….,oh...
이러려고 했던 게 아닌데!,this wasn’t supposed to go like this!
"무슨…. 너, 몸 안에 깃털이라도 차 있는 거야?!",do you weigh nothing?! are you made of feathers?!
왜 이리 쉽게 밀쳐져―,you pushed me away way too easily--!
"야, 떨어지면서 다쳤어?!","wait, did you hurt yourself while falling down?!"
"아니, 울지만 말고 말 좀 해봐….","c-come on, please stop crying and say something..."
어디가 아픈 건데. 어깨? 다리?,where does it hurt? your shoulder? leg?
"아니, 이럴 게 아니라 빨리 의원을 불러서-","no, wait. forget that. I’ll call the physician first--"
"뭐, 뭐야 또….",wh-what again...?
...어.,uh...
다친 데 없어. 그냥….,I’m fine. I just...
"시그렌의 가슴, 팔, 옆구리를 가득 채운 흔적과 흉터.","scars covered siegren's chest, arms, and sides."
그리고 푸른 멍들.,"on top of that, there were also blue bruises."
단순히 부상으로 남은 것들이 아니다.,those weren’t simply injuries left behind.
"고의로 불에 지져지고,",they were traces of being burned intentionally...
일방적인 폭력에 시달리면서 생긴 흔적들이다.,...and subjected to unilateral violence.
상처에는 오랜 세월 동안 반복된 악의가 담겨 있었다.,malicious intent repeated over many years was embedded into each wound.
시그렌.,siegren.
"네 상처, 누가 한 거야?",who inflicted these wounds upon you?
의원에게 들었어?,did you hear that from the physician?
그걸 확인하려고 내 옷을 벗기려고 한 거야?,is that why you tried to undress me?
응.,yep.
"뭐야, 그거 때문에 운 거야?",seriously? you cried because of that?
그래서 내가 붕대 갈 때부터 나가 있으라고 했잖아.,that’s why I told you to leave during the dressing change.
"본인이 굳이 봐 놓고 울기는,","after seeing everything yourself, you still cry?"
하여간 완전 제멋대로―,"anyway, you’re totally selfish--"
시그렌의 몸에서는 소독약 냄새가 난다.,"right now, antiseptic smells wafted from siegren’s body."
지금은 그것마저 미안하다.,everything makes me feel guilty.
그가 오랫동안 말도 안 되는 고통을 당한 것은 내 탓이었다.,"for a long time, he suffered unimaginable pain due to me."
"그저, 불운한 유년 시절을 보냈다는 간단하고 가볍게 쓰인 단 한 문장.","in the original story, it was described briefly and lightly in a single sentence saying that he spent an unfortunate childhood."
단순한 활자와 눈앞에 닥친 현실의 차이는 엄청났다.,the difference between mere words on paper and the harsh reality unfolding before my eyes was huge.
...왜 그렇게 된 거야?,how did this happen?
별거 아니야.,it’s nothing special.
"용병 중에는 거친 놈들이 많고,","there are lots of rough people among mercenaries,"
마침 제일 어리고 약한 내가 표적이 되었을 뿐이지.,"and since I was the youngest and weakest, I became their target."
"시그렌, 별거 아니라 여기지마.","don’t think of it as “nothing,” siegren."
...동정하는 거야?,are you pitying me?
이건 동정이 아니다 정확히는 죄책감에 가까웠다.,"pity? no, it felt closer to guilt."
"사실 지금까지 시그렌의 존재에 대해,","until now, I hadn’t fully grasped..."
이 세계에 대해 제대로 실감하지 못했다.,...the fact that siegren existed in this world.
전장의 잔인함을 몸으로 체험했음에도 그랬다.,not even after experiencing firsthand the cruelty of war myself.
모든 것이 마치 어딘가 먼 세계의 일처럼 느껴졌다.,everything seemed to belong somewhere far off in another world.
"아니, 외면하려 했다는 게 더 정확한 표현일 것이다...","or rather, I chose to turn a blind eye to it..."
하지만 그의 상처를 보니 확 와닿았다.,"but after witnessing his scars, it finally sunk in."
어린 시그렌이 오랜 폭력에 시달린 것에는 내 탓이 함께 있다.,"as someone partly responsible for little siegren suffering prolonged abuse,"
그런 주제에 친해지기 힘들다고 불평이나 하고 있던,I complained about having trouble befriending him.
스스로가 부끄럽다.,I am ashamed of myself.
앞으로는 시그렌이 날 싫어하더라도,"from now on, even if siegren dislikes me,"
항상 그의 편이 되어 줘야지.,I must stay by his side forevermore.
"그것이 지워지지 않는 그의 흉터에 대한,",that is the best apology I can give...
내가 할 수 있는 최대한의 사과일 것이다.,...for the permanent scars etched onto his body.
