hangle,first_translate,review,idiom
"나는 적당한 나이가 될 때까지 있을 곳이 필요했고,","all I wanted was some place where I could live until I came of age,",I needed a place to stay until I reached a suitable age.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
헤일론은 강한 마법사가 필요했다.,while house haylon needed a powerful magician.,Haylon needed a powerful mage.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
중요한 건 오직 그 사실관계 뿐이다.,that’s all there is to our relationship.,The only thing that matters is the fact itself.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"그럼, 네 가족은?",then what happened to your family?,"Then, what about your family?","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
난 사생아야.,I’m illegitimate.,I'm a bastard child.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
아버지와 형제들이 날 여기로 보냈지.,"my father and brothers sent me away,",My father and brothers sent me here.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
다시는 집으로 돌아오지 못하길 바라며 말이야.,hoping they’d never see me again.,hoping I would never be able to return home.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
시그렌도 비슷한 경험을 했으니 이제 알겠지.,"now that you’ve had similar experiences, you probably understand now.","Since Siegren has had similar experiences, he must understand now.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"세상엔 아이라는 이유로 자신을 보호해 줄 사람은 없고,","nobody will protect you just because you are still a child,","In this world, no one will protect you just because you are a child.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
스스로 몸을 지키려면 대가를 치러야 하는걸.,and protecting yourself comes with consequences.,"And if you want to protect yourself, you have to pay the price.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
세상에 이유 없는 호의는 없다는 걸.,"in life, nobody does anything without expecting something back.",There is no such thing as a free favor in this world.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
…죽을 수도 있다고.,even death.,You could die.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
안 무서워?,isn’t that scary?,Aren't you scared?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
만약 죽는다면…,"if I die,",If I were to die...,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
내가 살아남을 수 없을 만큼 무능하다는 뜻이겠지.,it’ll mean that I wasn’t good enough to survive.,It’ll mean that I was too incompetent to survive.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
어쨌든 내 선택으로 여기 있는 거야.,"but either way, I chose to come here myself.","Either way, it was my choice to be here.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
너도 신경 쓰지 마.,you shouldn’t worry about me either.,Don't worry about it either.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
난 아무렇지도 않으니까.,I really am okay.,It doesn't bother me at all.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
그럼 갔다 올게.,"alright then, I’ll head out first.","Then, I’ll be going.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
상처 덧나지 않게 조심해.,be careful not to hurt yourself any further.,Be careful not to make your wound worse.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
밥도 잘 먹고.,make sure to eat properly too.,Make sure to eat well too.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
뭐?!,what?!,What?!,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
너….,y-you...,You...,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
이렇게 선을 그으면서도 날 걱정하는 이유가 뭐야?,why do you care even though you keep trying to push me away?,Why do you care about me while keeping a distance?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
다쳤으니까 걱정하는 게 당연하잖아?,of course I’m worried since you got injured!,Of course I’m worried since you got injured!,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
아….,oh...,Ah....,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
…빨리 돌아와.,come back soon.,Come back soon.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
시그렌…?,siegren...?,Siegren...?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
아차!,oops!,Oh!,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"늦어서 미안해요, 제론….","jerome, sorry I’m late--","Jeron, sorry I’m late--","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
아벨도 있었어?!,abel was here too?!,Abel was here too?!,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
대화 내용 들었겠네.,"he heard everything, didn’t he?","He heard everything, didn’t he?","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
저 표정은… 화난 걸까?!,is he angry right now?!,Is he angry?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
서둘러야 하는데 남자애랑 말씨름이나 하고 있었으니 그럴 만도 해!,"we gotta hurry up, but instead you were busy arguing with that kid! no wonder he looks so furious!","I should be hurrying, but I was bickering with a boy instead… No wonder.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
늦어서 죄송해요.,I’m sorry I’m late.,I'm sorry for being late.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
너는….,you...,you...,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
…아니다.,no.,Never mind.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
지금 말할 건 아니군.,not now.,This is not the time to talk about it.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
피오나.,fiona.,Fiona.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
네.,"yes, sir?",yes.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
전장에 도착하고 내 곁에서 떨어지면 안 된다.,stay close by once we arrive at the front lines.,Do not leave my side once we arrive at the battlefield.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"어차피 원래부터 전장에선 날 끼고 다녔으면서,","we always stick together anyway during battles,",You've always kept me by your side on the battlefield anyway.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
굳이 왜 확인을 하지?,so why ask me specifically today?,Why bother confirming it?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
알겠습니다.,"okay, sir.",Understood.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"그날 우리는 제2 성벽을 무사히 지켜 냈고,","on that day, we successfully defended the second wall,","That day, we successfully defended the second wall.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
그 뒤로도 평범한 나날이 흘러갔다.,"and after that, things went back to normal.","After that, ordinary days went by.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
그리고,"meanwhile,",And,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
시그렌과 나 사이에는 미묘한 변화가 생겼다.,a subtle change took place between siegren and me.,A subtle change took place between Siegren and me.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
내가 마법사란 사실을 알게 된 후로,"after finding out that I was a magician,","After finding out that I was a mage,","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
시그렌은 더이상 빈정거리지 않는다.,siegren stopped teasing me.,siegren doesn't tease me anymore.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
하지만,"but sometimes,",but,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
이야기하다가 이따금씩 혼란스럽다는 시선을 보낸다.,"when talking to me, she looked confused.","Sometimes, while we're talking, he gives me a confused look.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
내가 이상해 보이는 걸까?,do I seem strange to her?,Do I look strange?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
드디어 시그렌의 상처도 다 나았다.,"finally, siegren recovered completely.",Siegren's wounds have finally healed completely.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
헤일론 성에 머물게 할 핑계가 떨어진 셈이다.,that meant I lost my excuse to let her continue living inside the castle walls.,That meant I no longer had an excuse to let him stay in Heilon Castle.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
그렇다고 그를 제4 성벽으로 돌려보내기에는 좀 찝찝했다.,but I couldn’t bring myself to send her back to the fourth wall yet.,But I felt uneasy about sending him back to the fourth fortress wall.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
그곳엔 시그렌을 괴롭힌 용병들이 여전히 있을 테니.,the mercenaries who bullied her might still be there.,The mercenaries who bullied Siegren are still there.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
어떻게 하지.,what should I do?,What should I do?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
피오나 아가씨.,lady fiona.,Lady Fiona.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
공작님께서 집무실로 부르십니다.,his grace wants to see you in his office.,His Grace has summoned you to his office.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
시킬 일이 있는건가?,does he want something done?,Is there something he wants me to do?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
어차피 뭘 해도 아벨도 항상 옆에서 같이 전투하면서….,"whatever happens, abel will fight alongside us anyway...","No matter what, Abel is always fighting by my side.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
구태여 날 끼고 다니는 건….,"therefore, making me tag along everywhere...",The reason for deliberately keeping me around...,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"뭐, 신뢰하지 못하거나 못 미덥거나 겠지.",...must mean that he doesn’t trust me very much.,"Either he doesn’t trust me, or he finds me unreliable.","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
들어와라.,come in.,Come in.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
무슨 일로 부르셨어요?,"how may I help you, your grace?",Why did you call for me?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
얘기가 길어질 테니 우선 앉아라.,take a seat. this won’t take long.,Take a seat. This will take a while.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
피오나.,fiona.,Fiona.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
웬일로 내 이름을 부르네.,he rarely calls me by name.,He actually called me by my name for once.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"의원에게 들어보니,","from what the physician told me,","From what the physician told me,","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
네가 주운 꼬맹이의 상처가 거의 나았다던데.,the little girl you picked up seems to have almost fully healed.,The kid you picked up has almost fully healed.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"설, 설마 바로 쫓아내란 건가?!",i-is he telling me to chase her out already?! but I haven’t figured out how to deal with those mercenaries yet!,I-is he really telling me to kick him out already?!,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
아직 용병들을 어떻게 처리할지 못 정했는데.,i-is he telling me to chase her out already?! but I haven’t figured out how to deal with those mercenaries yet!,I haven’t figured out how to deal with the mercenaries yet.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
…네.,yes.,...Yes.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"너도 알다시피,","as you know,","As you know,","선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
나는 잘 모르는 사람을 성안에 들이는 성격이 아니다.,I’m not the type to allow strangers within these castle walls.,I’m not the type to allow people I don’t know well within these castle walls.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
그렇죠.,true.,That's right.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
흐응.,hm.,Hmph.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
"뭐, 뭐지?",uh... huh?,What... what is this?,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
과연 네가 그 녀석의 정체를 알고,I guess I’m curious whether you knew who she actually was before letting her enter the castle.,I wonder if you knew who that kid really was before letting them enter the castle.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
이 성에 들였는지 궁금하구나.,I guess I’m curious whether you knew who she actually was before letting her enter the castle.,I'm curious whether you let him into the castle.,"선을 그으면서 : keeping a distance
이유 없는 호의 : no such thing as a free favor
대가를 치르다 : pay the price"
