hangle,first_translate
너를 줘.,let me take control of you.
"시그렌, 나 겁내지 않을게","I promise I won’t scare you, siegren."
나랑 계속 같이 있자.,let’s spend forever together.
내 옆에서 너를 행복하게 해줄게.,I swear to make you happy while standing beside me.
피오나…,fiona...
…하하.,haha...
"웃, 웃는 거야?!",a-are you laughing?!
난 진지하게─,I meant every single word I said--
피오나.,fiona.
어린 시절 네가 나를 위해 울어줬을 때부터,"even before you cried for me during our childhood days,"
그때부터 좋아하고 있어.,I loved you from that very moment onward.
나도 너를 좋아해,I love you too.
이제 피하지 않을게,I won’t run away any longer.
"걱정도 안 시키고, 네 옆에 꼭 붙어있을 거야","not only will I never cause you to worry again, but I’ll stick close to you wherever you may go."
"나, 앞으로는 질투도 할 거야.","from now on, I’ll get jealous whenever necessary."
상대가 나보다 훨씬 좋은 여자라 해도 순순히 헤어져 주지 않을 거고.,"even if there comes another woman far greater than me, I won’t give you up easily either."
전부 마음대로 해.,do whatever you wish.
난 네 것이야.,I belong to you alone.
피오나.,fiona.
너는 항상 나를 잘 가지고 있어야 해.,always hold onto me tightly.
마음속에서 차오르는 기쁨에 질식할 것 같다.,I'm overwhelmed with joy welling up inside my heart.
"너, 이제는 못 물러.","once you cross this line, there’s no turning back."
바라던 바야.,this is what I wished for.
이제는,"at last,"
그 무엇도 되돌릴 수 없다.,nothing can reverse what has transpired.
독자님들의 사랑과 관심으로 <내 남자 주인공의 아내가 되었다> 시즌 2가 무사히 마무리되었습니다. 작가님들의 휴식과 재정비 기간을 가지고 더 아름답고 재밌는 시즌 3으로 찾아뵙겠습니다. 앞으로도 많은 기대와 사랑 부탁드립니다. 감사합니다.,"Dear readers, thanks to your love and support, Season 2 of “I Became the Wife of My Male Lead” has come to its end. After taking some time to rest and recharge, we hope to return with an even more beautiful and exciting season three! We ask that you continue showing us your love and anticipation until then. Thank you."
