hangle,first_translate
"조만간 진짜로 그놈의 흙, 뿌려버릴 거예요…","I swear, I’m seriously considering burying you under a pile of dirt someday..."
호오.,ooh.
지름길이라 그런지 좀 외지네.,it feels kind of deserted out here.
"주군께서 그렇게 헤일론으로 가 버리셨으니,","since his grace returned to halyon so suddenly,"
그동안 아가씨 몸에 생채기라도 나면 저희가 죽겠군요.,we’ll lose our heads if anything happens to you while he’s gone.
설마 헤일론에서처럼 막무가내로 돌아다니실 건 아니겠죠?,so please tell me you won’t run wild like you used to back in halyon.
"잠깐, 제가 언제 그랬어요?","wait, when did I ever do that?"
"제 기억으로는 2, 4 성벽의 용병과 병사들을 쥐 잡듯이 잡으셨는걸요?",wasn’t it during the second and fourth fortresses where you slaughtered soldiers and mercenaries like rats?
아,um...
그건 약간의 서열 정리였어요.,that was merely establishing order.
그때의 피오나 아가씨는 최고였죠.,"back then, you were amazing, miss fiona."
귀여운 여자애가 싱글싱글 웃으면서 커다란 남자들을 휘어잡는 모습이란!,an adorable little woman smiling brightly while controlling big burly men!
내가 그랬던가.,did I really do that?
"아, 아가씨를 비난하는 건 아닙니다.","n-no offense meant, miss fiona."
오히려 그 모습에 반한 놈들도 있으니까요.,"rather, several guys fell head over heels for you upon seeing that side of yours."
반하다니…,fall head over heels...?
정말이라니까요.,truly.
제 친구 중 하나도…,"for example, one of my friends--"
이자크 경?,sir isaac?
누군가 접근하고 있습니다.,someone is approaching.
제길!,sh*t!
"아가씨, 절대 마차 밖으로 나오지 마세요!","miss fiona, whatever you do, stay inside the carriage!"
수상쩍은 놈들이 있습니다!,there are suspicious-looking men outside!
습격입니다!,they’re attacking us!
