hangle,first_translate
유니스도 오는 것 같던데 창조주로서 모범을 보여야지.,"apparently, eunice plans to join as well. as creator, I better set a good example."
아가씨.,"excuse me, my lady."
쉬시는데 죄송합니다.,I hope I haven’t disturbed you.
"괜찮아요, 무슨 일이죠?",it’s okay. what brings you here?
"손…님인지 무뢰한인지 모를 인간이 나타났는데,","an unknown guest arrived claiming to be a messenger,"
아무래도 아가씨가 구분을 해주셔야 될 것 같습니다.,but perhaps you should decide whether he truly is one or not.
네?,what?
주인님의 전언이십니다.,he says he brought a message from duke bernhart.
공작님이요?,from the duke?
『잘 모르겠으면 시그렌에게 물어볼 것.』,"“if unsure, consult siegren.”"
대체 뭔 소리야…,what kind of nonsense is this...?
황자궁에도 사람이 왔다는 소식을 일러둬요.,make sure to inform the royal palace about the visitor.
예.,right away.
대체 어떤 사람이길래…,who could it possibly be...?
응?,huh?
음.,hm.
네가 피오나 헤일론인가?,are you fiona haelion?
"누구야, 이 사람?",who are you?!
