hangle,first_translate
"그래서 사교계에서 제 입지가 좁아진다면,","in turn, if my influence over high society decreases,"
활동에 제약이 생길 테고.,my activities will also become restricted.
"그래, 잘했다.","alright, good job."
확실히 내가 사람 보는 눈 하나는 있다니까.,"as always, I know people pretty darn well."
"그럼, 이제…",now then...
아버지라고 불러 보거라.,try calling me “father.”
아직도 포기 안 하고 있었냐!,are you really not giving up yet?!
싫어요.,no.
아빠도 괜찮다.,"or even ""dad"" is fine."
싫다니까요.,I said no.
그럼 언제 부를 생각이냐.,"when do you plan on saying it, then?"
딱히 부를 일 없을 것 같은데요…?,I doubt I'll ever call you either of those names...
…알겠다.,fine...
어?,hm?
어어?!,h-huh?!
집으로 돌아가자.,let’s go back home.
대체 왜 이 타이밍에서 기가 죽어버리는 거야?!,why does he suddenly seem so dejected?!
같이 가요.,okay.
언제 한 번 아빠라고 불러줘야 하나?!,when am I going to hear you say “daddy”?! huh?!
며칠 뒤.,a few days later
뭐랄까…,I guess...
좀 믿기지가 않네.,...I'm having trouble believing this myself.
내가 정말 리비아의 티 파티에 와 있다니.,livy invited me to her tea party.
"만나 뵙게 되어 영광이에요, 피오나 영애!","it’s nice meeting you, lady fiona!"
저도요.,nice meeting you as well.
"조만간 가문에서 작은 티 파티를 열 예정인데,","we’re planning to hold a small tea party soon,"
거기에 영애를 초대해도 괜찮을까요?,so may I invite you to join us?
"라는 말을 듣긴 했지만,","I heard them say that before,"
정말로 초대장을 보낼 줄이야.,but I never imagined they'd actually send me an invitation.
편히 즐기다 가면 좋겠네요.,enjoy yourself while you’re here.
…감사합니다.,thanks...
리비아는 이유 없이 잘해주는 사람이 아닌데…,livy isn’t someone who treats others kindly without reason...
대체 무슨 생각일까…,just what is she thinking...?
"그러고 보니,","by the way,"
영애께서 어니스트 공작님과 내기를 하셨다면서요?,I heard you entered into some sort of bet with duke ernest.
피오나 영애가요?,really? lady fiona?
어떤 내기 인가요?,what kind of bet?
내기… 까지는 아니고요.,"well, it wasn’t exactly a bet per se..."
작은 약속을 하나 했어요.,"rather, let’s just say we came to a little agreement."
"이번 사냥 대회에서 우승하면,","apparently, if I win the upcoming hunting competition,"
어니스트 공작님께서 절 헤일론의 후계자라고 인정하시겠대요.,duke ernest will acknowledge me as successor of house haylon.
우승이라고요…?,win the competition...?
위험하지 않나요?,isn’t that dangerous?
"저희가 응원할게요, 피오나 영애.","we’ll cheer you on, lady fiona."
"가문의 후계자로 인정받기 위해서라니, 멋있어요!",how cool of you to fight for succession rights!
고마워요.,thanks.
"아, 피오나 영애.","oh, lady fiona."
궁금한 게 있어요!,can I ask you something?
헤일론에는 아주 무서운 마법사가 산다면서요?,I heard there lives a terrifying magician in haylon.
네?,pardon?
저도 들었어요!,I heard that rumor too!
웃으면서 마물을 도륙해서 주변이 온통 피바다가 된다고…,"they say he slaughters demonic beasts with a grin on his face, turning the whole place into a sea of blood..."
대체 무슨 소문이 퍼진 거야.,where did these rumors come from?
제가 들은 소문은 다른 내용인걸요?,the story I heard was different though.
1년 내내 겨울뿐인 헤일론을 수호하는 마법사.,there’s a magician protecting haylon where winter lasts year-round.
헤일론의 사람들은 그 마법사를 이렇게 칭송한다고 하더군요.,"from what I heard, the people of haylon praise him greatly."
바로,they call him...
겨울의 수호자라고요.,“the guardian of winter.”
