hangle,first_translate,review,idiom
"하긴, 네 존재에 비하면","then again, compared to everything else surrounding you,","Well, compared to your existence,","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그 녀석에 대한 건 그리 중요한 일도 아니지.,this isn’t really important anyway.,Information about him isn’t all that important anyway.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
…네?,pardon...?,Pardon...?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
네 속은 참 알 수가 없구나.,your thoughts are impossible to read sometimes.,You're truly hard to figure out.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"어쩔 땐 천진한 그 나이대 아이 같다가도,","at times, you act so innocent and naive just like any other girl your age would.","At times, you seem like an innocent child of your age.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
어느 순간에는 누구보다도 이성적이고 냉혹해지지.,"but then suddenly, you become more rational and cold than anyone else around here.","And at times, you become more rational and cold than anyone else.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
무엇이 네 진짜 성격인지 모르겠다.,I can never tell which personality is truly yours.,I don't know what your true personality is.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"펴, 평범하다고 생각하는데요….","uh... well, I think I'm pretty normal...","Uh... well, I think I'm pretty normal...","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그건 너 혼자만의 생각이겠지.,"that may be how you feel, but others don't agree.",That's just what you think.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
어느 누가 봐도 네가 천재라는 데엔 이견이 없을 거다.,everyone agrees that you’re a genius.,No one would disagree that you're a genius.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"사실 그동안 네 존재를 경계할지, 기꺼이 여길지 고민했다.","to be honest, I’ve been debating whether or not we need to keep our guard up against you all this time.","To be honest, I've been contemplating whether to be wary of you or to accept you.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
강하고 유능한 것도 좋긴 하지만,"while being powerful and capable is good,","While being strong and competent is good,","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
타인에 비해 월등한 능력은 양날의 검이니까.,outstanding abilities can also be a double-edged sword.,Outstanding abilities compared to others are a double-edged sword.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"잠깐, 설마….","wait, does that mean...","Wait, no way...","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
…절 쫓아내실 건가요?,are you going to kick me out?,Are you going to kick me out?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"아니, 그 반대다.","no, quite the opposite.","No, the opposite.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
난 너를 데리고 있기로 결정했거든.,I've decided to take you under my wing.,I've decided to keep you with me.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그러니 슬슬 다른 일을 맡기는 것도 나쁘지 않겠지.,now might be a good time to give you some new tasks.,It's about time I started giving you some new tasks.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
네 ! !,okay!!,Yes!!,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
쫓겨날 걱정은 안 해도 되겠어!,guess I won't get kicked out after all!,Guess I won't get kicked out after all!,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그러고 보면 아벨은 안 그래도 황실을 적대했던 기억인데…,"come to think of it, abel has always had bad memories of the imperial family...","Come to think of it, Abel was already hostile toward the imperial family...","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그런 황실에서 지원으로 보낸 기묘한 여자애가,"if they sent over a strange little girl from the palace,",the peculiar girl sent by the imperial family,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
나이에 맞지 않게 행동하면 의심을 할 수밖에 없었겠지.,of course she'd raise suspicions if her actions didn't match her age.,"Of course, she must have raised suspicions if her actions didn't match her age.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
요즘 제4 성벽의 영지민에게서 탄원서가 올라온다.,"recently, complaints have come in from residents near the fourth wall.","Recently, petitions have been coming in from the residents of the Fourth Wall.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"용병들이 폭력을 행사하고, 아녀자를 희롱한다는군.","apparently, mercenaries have been using violence and harassing women.","Apparently, the mercenaries have been using violence and harassing women.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
감히 내가 수호하는 땅에서 내 영주민들을 건드리다니…,how dare those bastards touch people living within territory I protect...,How dare they lay a hand on the people of the land I protect…,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그 멍청한 용기만은 가상해.,"their bravery is admirable, though stupid.",That foolish courage is at least commendable.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
살벌해….,scary...,Brutal...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"자, 읽어봐라.",read these documents first.,Read it.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
네.,alrighty.,Yes.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
이건….,isn’t this...,This...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
시그렌이 소속되었던 카를 용병단!,...the karl mercenary group where siegren used to work?!,The Karl Mercenary Group that Siegren was a part of!,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
아벨이 내게 이 문제를 넘겨준 이유를 알 것 같다.,I think I understand why abel gave me this task.,I think I understand why abel handed this issue over to me.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
어떡하냐…. 시그렌은 다 나아가는데,"what do I do...? siegren is getting better,",What should I do...? Siegren has completely recovered.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
말 안 해도 내 최근 고민을 눈치챈 모양이다.,and yet he still noticed something was bothering me without even asking.,He seems to have noticed my recent worries even without me saying anything.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
피오나.,fiona.,Fiona.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
네게 제4 성벽의 병사를 처리할 권한을 임시로 수여하마.,"for now, I grant you authority to deal with the soldiers stationed at the fourth wall.",I temporarily grant you the authority to deal with the soldiers of the Fourth Fortress.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그 건방진 놈들에게 대가를 치르게 해 주어라.,make them pay for their arrogance.,Make them pay for their arrogance.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"나의 자랑스러운 헤일론은 은혜는 열 배로, 원수 역시 열 배로 갚지.",my proud hailon repays both kindness and grudges tenfold.,My proud Hailon believes in repaying kindness tenfold and vengeance just as much.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
참 지방색 뚜렷한 곳이야.,you'll fit right in since you look like a country bumpkin yourself.,This place really has a strong regional character.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
어차피 네가 신경 쓰던 그 꼬맹이.,"anyway, aren't you worried about that kid?","Anyway, the kid you've been paying attention to.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
시그렌이에요….,he's called siegren...,It's Siegren.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"그래, 그 녀석.","right, that boy.","Yeah, that guy.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
어차피 그 애송이를 4 성벽까지 배웅할 거지?,aren't you planning on escorting him to the fourth wall anyway?,Aren't you planning on seeing that kid off to the Fourth Fortress Wall anyway?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
겸사겸사 이 일도 처리하고 와라.,take care of this while you're at it.,Take care of this as well while you're at it.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
네에.,"yes, sir.",yes.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
확실히 처리하고 오겠습니다.,I’ll make sure to handle things properly.,I’ll make sure to handle things properly.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
우와….,wow...,Wow...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
눈 엄청 쌓였다.,a lot of snow fell last night.,The snow has piled up a lot.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
