hangle,first_translate
떠나기 전에 듣자 하니 임신했다더군요.,"right before leaving, she told me she got pregnant."
와악!,whoa!
그런 건 빨리 좀 말해요!,why didn't you tell me sooner?!
제 옆이 아니라 부인 곁에 있어야 되잖아요?!,"instead of being beside me, you need to stay near your wife!"
"어쩔 수 없죠, 임무니까.",can't help it. duty calls.
그래도 주군께서 예정일 전에 돌아가게 해 준다고 하셨으니까요.,at least his grace said he'd let me return before the due date.
"아벨, 사람 부려 먹는 게 너무 독해!","abel, you're too ruthless in working people hard!"
"좋아요,",alright.
제가 더 빨리 헤일론으로 돌아갈 수 있도록 해줄게요.,I'll try to finish things quickly so you can head back to hailon sooner.
감사합니다!,thanks!
너 말이지.,listen.
아무리 서두르는 이유가 있다고 해도,"I understand why you were rushing,"
숲에 번개를 난사하면 아군이 겁을 먹는단 말이다.,but shooting lightning everywhere scares everyone else.
아하하…,ahaha...
그래도 덕분에 일찍 끝났는걸.,"still, thanks to you, we finished faster."
어.,hey.
유니스 영애!,lady eunice!
피오나 영애!,lady fiona!
영애의 힘으로 이 죽은 땅을 복구시킬 수 있을 것 같나요?,do you think you could restore this dead land using your powers?
"일부는 가능할 것도 같지만,","I'm pretty sure some parts may be possible,"
이렇게 넓은 범위의 죽은 땅은 저도 처음이라…,but I've never seen such a large area of dead land before...
제 힘이 부족한 탓이에요.,it's because I lack power.
영애…,my lady...
그렇지 않아요.,"no, that's not true."
"성녀님은 한 분이고, 죽은 땅은 여러 개인데…",there's only one saintess while there are many lands dying across the empire...
애초에 혼자 부담하시는 건 무리입니다.,"to begin with, it's impossible to handle everything yourself."
"맞아요, 유니스 영애가 부족한 게 아니에요","yes, it's not because lady eunice lacks ability."
조바심 내지 말고 차근차근해봐요.,try taking it slow without getting impatient.
그래요. 저희도 뭐든 도울게요.,absolutely. we'll also lend a hand however we can.
"어려운 부분이 있으면 혼자 앓지 말아요, 영애.","if you ever run into any problems, don't hesitate to ask others for help, okay?"
여러분…,everyone...
다들 이렇게 응원해주시는데,"with everyone supporting me like this,"
혼자 약한 소리를 할 수는 없어.,I can't afford to show weakness.
걱정끼쳐 죄송해요.,I apologize for worrying you all.
저 힘낼게요…!,I promise to keep trying...!
"와, 기세 좋은데요.","wow, talk about determination."
이러다가 너무 금방 끝내버리는 건 아닌지 몰라.,"at this rate, maybe we'll end up finishing way ahead of schedule."
"그, 그건 아무래도…",i-it wouldn't hurt to--
농담이에요.,"jeez, I was joking."
