hangle,first_translate,review,idiom
시그렌은 역시 다정한 아이다.,"as expected, siegren is such a kind boy.","As expected, Siegren is truly kind.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
-시그렌.,siegren.,Siegren.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
또 왜….,now what...?,What now...,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"주문을 걸듯, 그에게 말해주자.",let him know as if casting a spell.,Tell him as if casting a spell.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
난 네게 상처 주지 않을 거야.,I promise I won’t hurt you again.,I won’t hurt you.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
아마 여주인공이 나타날 때까지,the scars left deep within siegren will probably remain there until the female lead appears.,Probably until the female lead appears.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
시그렌이 가진 마음의 상처는 낫지 않을 것이다.,the scars left deep within siegren will probably remain there until the female lead appears.,Siegren's emotional wounds will not heal.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그래도 그전까지는 그를 지켜주고 싶다.,"but before then, I want to protect him.","But before then, I want to protect Siegren.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
더 이상 나를 경계하지 않았으면 좋겠다.,and I don’t want him to keep his guard up around me anymore.,I hope he stops being wary of me.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그런 작은 소망을 담아서.,"with those wishes in mind,",Carrying those little wishes.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"그러니까, 우리 친하게 지내자.",can we please get along?,Let's be friends.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"혼자서 울다가, 웃다가 이제는 또….","first she cries alone, laughs by herself, and now this...","Crying alone, laughing alone, and now this again...","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"하여간 제멋대로구나, 너.","you really like doing things however you want, huh?",You're so unpredictable.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
마냥 싫어 보이지는… 않지?,"well, at least you look happy right now...",You don't completely dislike it... right?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"응, 좋은 친구가 되어 줘야지.","yup, let’s become good friends.","Yeah, I should be a good friend.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
-그 후.,"after that day,",After that.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
시그렌과는 다소 가까워졌다.,I became closer to siegren than ever before.,I became somewhat closer to siegren.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
같이 과자 먹어야지.,want some cookies?,Let's eat some cookies together.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
나 혼자만의 착각인지도 모르지만.,"maybe it was just my imagination,",Maybe it was just my imagination.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"뭐, 적어도 전처럼 만지지 말라고 쳐내진 않는다.",but at least he doesn’t push away when I touch him anymore.,But at least Siegren doesn’t push me away like before.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
장족의 발전이다.,that’s quite an improvement.,A remarkable improvement.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
애초에 시그렌이 지속적인 폭력을 당해왔다면,"if siegren had been constantly abused all these years,","If Siegren had been subjected to constant violence from the start,","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
타인의 손길에 민감해지는 건 당연한 일이었다.,then it makes sense that he would feel sensitive toward other people touching him.,It was only natural to be sensitive to other people's touch.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
지금 생각해보면 내가 흉터를 눈치챌까 봐 더욱 손대지 못하게 한 것 같다.,"come to think of it, maybe he didn’t allow anyone else to touch him because he wanted to hide his scars.","Come to think of it, he probably avoided being touched even more because he was afraid I would notice his scars.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
어.,huh?,Oh.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
엇.,oops.,oh!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
상처 덧나!,be careful!,Your wound will get worse!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
