hangle,first_translate
그동안 아가씨 몸에 생채기라도 나면 저희가 죽겠군요.,we’ll die if anything happens to you before he returns.
설마 헤일론에서처럼 막무가내로 돌아다니실 건 아니겠죠?,"by no chance are you planning to run wild like you used to back in halyeon, correct?"
"잠깐, 제가 언제 그랬어요?",when did I ever do that?
"제 기억으로는 2, 4 성벽의 용병과 병사들을 쥐 잡듯이 잡으셨는걸요?","as far as I remember, you slaughtered soldiers and mercenaries alike within the second and fourth walls like rats."
아,"oh,"
그건 약간의 서열 정리였어요.,that was merely establishing order.
그때의 피오나 아가씨는 최고였죠.,"back then, you were amazing, miss fiona."
귀여운 여자애가 싱글싱글 웃으면서 커다란 남자들을 휘어잡는 모습이란!,seeing a cute little woman smile brightly while controlling big men was truly a sight to behold!
내가 그랬던가.,really? I acted like that?
"아, 아가씨를 비난하는 건 아닙니다.","i-it’s not meant as criticism, miss."
오히려 그 모습에 반한 놈들도 있으니까요.,"rather, several guys fell head-over-heels after seeing that side of you."
반하다니…,f-falling for her?
정말이라니까요.,"trust me, it’s true."
제 친구 중 하나도…,"for example, one of my friends..."
이자크 경?,sir isaac?
누군가 접근하고 있습니다.,somebody is approaching.
제길!,sh*t!
"아가씨, 절대 마차 밖으로 나오지 마세요!","miss fiona, please stay inside the carriage!"
수상쩍은 놈들이 있습니다!,they look suspicious!
습격입니다!,we’re under attack!
